TOKEN	TOPIC_NUM	POST_NUM	SENT_NUM	IS_ANSWER	HEAD	NER	COREFERENCE_CLUSTER	
одного	7	8	17	0	курса	0	0	
курса	7	8	17	0	капельницей	0	0	
и	7	8	17	0	следующего	0	0	
первой	7	8	17	0	следующего	0	0	
следующего	7	8	17	0	недели	0	0	
ровно	7	8	17	0	2	0	0	
2	7	8	17	0	недели	0	0	
недели	7	8	17	0	капельницей	0	0	
мочегонное	7	8	18	0	помогает	0	0	
от	7	8	18	0	асцита	0	0	
асцита	7	8	18	0	мочегонное	0	0	
не	7	8	18	0	помогает	0	0	
помогает	7	8	18	0	помогает	0	0	
и	7	8	18	0	нужно	0	0	
с	7	8	18	0	ними	0	0	
ними	7	8	18	0	нужно	0	0	
нужно	7	8	18	0	помогает	0	0	
очень	7	8	18	0	осторожно	0	0	
осторожно	7	8	18	0	мочой	0	0	
с	7	8	18	0	мочой	0	0	
мочой	7	8	18	0	выводятся	0	0	
выводятся	7	8	18	0	помогает	0	0	
и	7	8	18	0	нужные	0	0	
нужные	7	8	18	0	организму	0	0	
организму	7	8	18	0	выводятся	0	0	
вещества	7	8	18	0	организму	0	0	
поэтому	7	8	19	0	назначают	0	0	
с	7	8	19	0	ними	0	0	
ними	7	8	19	0	назначают	0	0	
в	7	8	19	0	компании	0	0	
компании	7	8	19	0	назначают	0	0	
часто	7	8	19	0	назначают	0	0	
назначают	7	8	19	0	назначают	0	0	
препараты	7	8	19	0	назначают	0	0	
для	7	8	19	0	восполнения	0	0	
их	7	8	19	0	восполнения	0	0	
восполнения	7	8	19	0	препараты	0	0	
асцит	7	8	20	0	уменьшится	0	0	
уменьшится	7	8	20	0	уменьшится	0	0	
если	7	8	20	0	работать	0	0	
будет	7	8	20	0	работать	0	0	
работать	7	8	20	0	уменьшится	0	0	
химия	7	8	20	0	работать	0	0	
спасибо	7	9	0	0	поняла	0	0	
за	7	9	0	0	разъяснения	0	0	
разъяснения	7	9	0	0	поняла	0	0	
теперь	7	9	0	0	поняла	0	0	
поняла	7	9	0	0	поняла	0	0	
ираида	7	9	1	0	читала	0	0	
я	7	9	1	0	читала	0	0	
читала	7	9	1	0	читала	0	0	
где	7	9	1	0	читала	0	0	
то	7	9	1	0	читала	0	0	
что	7	9	1	0	был	0	0	
у	7	9	1	0	мужа	0	0	
вашего	7	9	1	0	мужа	0	0	
мужа	7	9	1	0	был	0	0	
был	7	9	1	0	то	0	0	
асцит	7	9	1	0	был	0	0	
и	7	9	1	0	уменьшился	0	0	
тоже	7	9	1	0	уменьшился	0	0	
уменьшился	7	9	1	0	был	0	0	
благодаря	7	9	1	0	химии	0	0	
химии	7	9	1	0	уменьшился	0	0	
через	7	9	2	0	сколько	0	0	
сколько	7	9	2	0	произошло	0	0	
это	7	9	2	0	произошло	0	0	
произошло	7	9	2	0	произошло	0	0	
у	7	9	3	0	нас	0	0	
нас	7	9	3	0	есть	0	0	
вроде	7	9	3	0	ттт	0	0	
ттт	7	9	3	0	есть	0	0	
есть	7	9	3	0	есть	0	0	
улучшения	7	9	3	0	есть	0	0	
отеки	7	9	3	0	сошли	0	0	
с	7	9	3	0	ног	0	0	
ног	7	9	3	0	отеки	0	0	
сошли	7	9	3	0	есть	0	0	
со	7	9	3	0	слов	0	0	
слов	7	9	3	0	сошли	0	0	
аж	7	9	3	0	легче	0	0	
легче	7	9	3	0	стало	0	0	
ходить	7	9	3	0	стало	0	0	
стало	7	9	3	0	слов	0	0	
живот	7	9	3	0	уменьшается	0	0	
тоже	7	9	3	0	уменьшается	0	0	
потихоньку	7	9	3	0	уменьшается	0	0	
уменьшается	7	9	3	0	есть	0	0	
надеюсь	7	9	4	0	надеюсь	0	0	
помогает	7	9	4	0	надеюсь	0	0	
по	7	9	4	0	хочется	0	0	
крайней	7	9	4	0	по	0	0	
мере	7	9	4	0	по	0	0	
хочется	7	9	4	0	хочется	0	0	
надеятся	7	9	4	0	хочется	0	0	
завтра	7	9	5	0	начинаем	0	0	
начинаем	7	9	5	0	начинаем	0	0	
второй	7	9	5	0	курс	0	0	
курс	7	9	5	0	начинаем	0	0	
дай	7	9	6	0	пройдёт	0	0	
бог	7	9	6	0	пройдёт	0	0	
пройдёт	7	9	6	0	пройдёт	0	0	
также	7	9	6	0	легко	0	0	
легко	7	9	6	0	"	"	0	0
как	7	9	6	0	первый	0	0	
и	7	9	6	0	первый	0	0	
первый	7	9	6	0	пройдёт	0	0	
ксения1204	7	10	0	1	ксения1204	0	0	
17	7	10	0	1	март	0	0	
март	7	10	0	1	ксения1204	0	0	
2021	7	10	0	1	март	0	0	
17:33	7	10	0	1	март	0	0	
писал	7	10	0	1	ксения1204	0	0	
спасибо	7	10	0	1	поняла	0	0	
за	7	10	0	1	разъяснения	0	0	
разъяснения	7	10	0	1	поняла	0	0	
теперь	7	10	0	1	поняла	0	0	
поняла	7	10	0	1	писал	0	0	
ираида	7	10	1	0	читала	0	0	
я	7	10	1	0	читала	0	0	
читала	7	10	1	0	читала	0	0	
где	7	10	1	0	читала	0	0	
то	7	10	1	0	читала	0	0	
что	7	10	1	0	был	0	0	
у	7	10	1	0	мужа	0	0	
вашего	7	10	1	0	мужа	0	0	
мужа	7	10	1	0	был	0	0	
был	7	10	1	0	то	0	0	
асцит	7	10	1	0	был	0	0	
и	7	10	1	0	уменьшился	0	0	
тоже	7	10	1	0	уменьшился	0	0	
уменьшился	7	10	1	0	был	0	0	
благодаря	7	10	1	0	химии	0	0	
химии	7	10	1	0	уменьшился	0	0	
через	7	10	2	0	сколько	0	0	
сколько	7	10	2	0	произошло	0	0	
это	7	10	2	0	произошло	0	0	
произошло	7	10	2	0	произошло	0	0	
у	7	10	3	0	нас	0	0	
нас	7	10	3	0	есть	0	0	
вроде	7	10	3	0	ттт	0	0	
ттт	7	10	3	0	есть	0	0	
есть	7	10	3	0	есть	0	0	
улучшения	7	10	3	0	есть	0	0	
отеки	7	10	3	0	сошли	0	0	
с	7	10	3	0	ног	0	0	
ног	7	10	3	0	отеки	0	0	
сошли	7	10	3	0	есть	0	0	
со	7	10	3	0	слов	0	0	
слов	7	10	3	0	сошли	0	0	
аж	7	10	3	0	легче	0	0	
легче	7	10	3	0	стало	0	0	
ходить	7	10	3	0	стало	0	0	
стало	7	10	3	0	слов	0	0	
живот	7	10	3	0	уменьшается	0	0	
тоже	7	10	3	0	уменьшается	0	0	
потихоньку	7	10	3	0	уменьшается	0	0	
уменьшается	7	10	3	0	есть	0	0	
надеюсь	7	10	4	0	надеюсь	0	0	
помогает	7	10	4	0	надеюсь	0	0	
по	7	10	4	0	хочется	0	0	
крайней	7	10	4	0	по	0	0	
мере	7	10	4	0	по	0	0	
хочется	7	10	4	0	хочется	0	0	
надеятся	7	10	4	0	хочется	0	0	
завтра	7	10	5	0	начинаем	0	0	
начинаем	7	10	5	0	начинаем	0	0	
второй	7	10	5	0	курс	0	0	
курс	7	10	5	0	начинаем	0	0	
дай	7	10	6	0	пройдёт	0	0	
бог	7	10	6	0	пройдёт	0	0	
пройдёт	7	10	6	0	пройдёт	0	0	
также	7	10	6	0	легко	0	0	
легко	7	10	6	0	"	"	0	0
как	7	10	6	0	первый	0	0	
и	7	10	6	0	первый	0	0	
первый	7	10	6	0	пройдёт	0	0	
асцит	7	10	7	0	небольшой	0	0	
был	7	10	7	0	небольшой	0	0	
небольшой	7	10	7	0	небольшой	0	0	
исчез	7	10	7	0	небольшой	0	0	
полностью	7	10	7	0	исчез	0	0	
к	7	10	7	0	середине	0	0	
середине	7	10	7	0	исчез	0	0	
2	7	10	7	0	курса	0	0	
курса	7	10	7	0	середине	0	0	
гемцитабин	7	11	0	0	есть	0	0	
и	7	11	0	0	гемзар	0	0	
гемзар	7	11	0	0	гемцитабин	0	0	
есть	7	11	0	0	есть	0	0	
такая	7	11	0	0	схема	0	0	
схема	7	11	0	0	есть	0	0	
1,8,15	7	11	0	0	цикл	0	0	
либо	7	11	0	0	8.15	0	0	
8.15	7	11	0	0	1,8,15	0	0	
общий	7	11	0	0	цикл	0	0	
цикл	7	11	0	0	схема	0	0	
28	7	11	0	0	дней	0	0	
дней	7	11	0	0	цикл	0	0	
такая	7	11	0	0	схема	0	0	
схема	7	11	0	0	схема	0	0	
второй	7	11	0	0	линии	0	0	
линии	7	11	0	0	схема	0	0	
была	7	11	0	0	схема	0	0	
у	7	11	0	0	мужа	0	0	
моего	7	11	0	0	мужа	0	0	
мужа	7	11	0	0	схема	0	0	
константинова	7	12	0	1	"			
	"	0	0					
нина	7	12	0	1	константинова	0	0	
23	7	12	0	1	март	0	0	
март	7	12	0	1	нина	0	0	
2021	7	12	0	1	март	0	0	
15:40	7	12	0	1	март	0	0	
писал	7	12	0	1	писал	0	0	
гемцитабин	7	12	0	1	"			
"	0	0						
и	7	12	0	1	гемзар	0	0	
гемзар	7	12	0	1	гемцитабин	0	0	
есть	7	12	0	1	"			
"	0	0						
такая	7	12	0	1	схема	0	0	
схема	7	12	0	1	есть	0	0	
1,8,15	7	12	0	1	цикл	0	0	
либо	7	12	0	1	8.15	0	0	
8.15	7	12	0	1	1,8,15	0	0	
общий	7	12	0	1	цикл	0	0	
цикл	7	12	0	1	схема	0	0	
28	7	12	0	1	дней	0	0	
дней	7	12	0	1	цикл	0	0	
такая	7	12	0	1	схема	0	0	
схема	7	12	0	1	мужа	0	0	
второй	7	12	0	1	линии	0	0	
линии	7	12	0	1	схема	0	0	
была	7	12	0	1	мужа	0	0	
у	7	12	0	1	мужа	0	0	
моего	7	12	0	1	мужа	0	0	
мужа	7	12	0	1	мужа	0	0	
по	7	12	0	1	гемцитабин	0	0	
моему	7	12	0	1	гемцитабин	0	0	
гемцитабин	7	12	0	1	гемцитабин	0	0	
и	7	12	0	1	гемзар	0	0	
гемзар	7	12	0	1	гемцитабин	0	0	
-одно	7	12	0	1	гемцитабин	0	0	
и	7	12	0	1	тоже	0	0	
тоже	7	12	0	1	гемцитабин	0	0	
гемзар	7	12	1	0	гемзар	0	0	
это	7	12	1	0	наименование	0	0	
торговое	7	12	1	0	наименование	0	0	
наименование	7	12	1	0	гемзар	0	0	
оригинального	7	12	1	0	препарата	0	0	
препарата	7	12	1	0	наименование	0	0	
а	7	12	2	0	вещество	0	0	
вещество	7	12	2	0	вещество	0	0	
-гемцитабин	7	12	2	0	вещество	0	0	
мария77	7	13	0	1	"			
	"	0	0					
26	7	13	0	1	март	0	0	
март	7	13	0	1	мария77	0	0	
2021	7	13	0	1	март	0	0	
16:16	7	13	0	1	март	0	0	
писал	7	13	0	1	писал	0	0	
по	7	13	0	1	гемцитабин	0	0	
моему	7	13	0	1	гемцитабин	0	0	
гемцитабин	7	13	0	1	писал	0	0	
и	7	13	0	1	гемзар	0	0	
гемзар	7	13	0	1	гемцитабин	0	0	
-одно	7	13	0	1	гемцитабин	0	0	
и	7	13	0	1	тоже	0	0	
тоже	7	13	0	1	гемцитабин	0	0	
гемзар	7	13	1	0	гемзар	0	0	
это	7	13	1	0	наименование	0	0	
торговое	7	13	1	0	наименование	0	0	
наименование	7	13	1	0	гемзар	0	0	
оригинального	7	13	1	0	препарата	0	0	
препарата	7	13	1	0	наименование	0	0	
а	7	13	2	0	вещество	0	0	
вещество	7	13	2	0	вещество	0	0	
-гемцитабин	7	13	2	0	вещество	0	0	
да	7	13	2	0	вещество	0	0	
это	7	13	2	0	одно	0	0	
одно	7	13	2	0	вещество	0	0	
и	7	13	2	0	и	0	0	
тоже	7	13	2	0	и	0	0	
всем	7	14	0	0	день	0	0	
добрый	7	14	0	0	день	0	0	
день	7	14	0	0	день	0	0	
по	7	14	1	0	химии	0	0	
химии	7	14	1	0	сдвинулись	0	0	
снова	7	14	1	0	сдвинулись	0	0	
сдвинулись	7	14	1	0	сдвинулись	0	0	
на	7	14	1	0	день	0	0	
один	7	14	1	0	день	0	0	
день	7	14	1	0	сдвинулись	0	0	
из	7	14	1	0	крови	0	0	
за	7	14	1	0	крови	0	0	
крови	7	14	1	0	сдвинулись	0	0	
в	7	14	2	0	пятницу	0	0	
пятницу	7	14	2	0	идём	0	0	
идём	7	14	2	0	идём	0	0	
на	7	14	2	0	3	0	0	
3	7	14	2	0	идём	0	0	
появилась	7	14	3	0	появилась	0	0	
проблема	7	14	3	0	знаю	0	0	
не	7	14	3	0	знаю	0	0	
знаю	7	14	3	0	появилась	0	0	
что	7	14	3	0	знаю	0	0	
это	7	14	3	0	что	0	0	
и	7	14	3	0	решить	0	0	
как	7	14	3	0	решить	0	0	
ее	7	14	3	0	решить	0	0	
решить	7	14	3	0	знаю	0	0	
началось	7	14	4	0	началось	0	0	
позавчера	7	14	4	0	началось	0	0	
ночью	7	14	4	0	началось	0	0	
до	7	14	4	0	этого	0	0	
этого	7	14	4	0	вечером	0	0	
вечером	7	14	4	0	съела	0	0	
она	7	14	4	0	съела	0	0	
съела	7	14	4	0	началось	0	0	
яблочную	7	14	4	0	пюрешку	0	0	
пюрешку	7	14	4	0	съела	0	0	
легла	7	14	4	0	началось	0	0	
спать	7	14	4	0	легла	0	0	
проснулась	7	14	4	0	началось	0	0	
оттого	7	14	4	0	проснулась	0	0	
что	7	14	4	0	оттого	0	0	
все	7	14	4	0	давит	0	0	
давит	7	14	4	0	началось	0	0	
в	7	14	4	0	районе	0	0	
районе	7	14	4	0	давит	0	0	
груди	7	14	4	0	районе	0	0	
и	7	14	4	0	пищевода	0	0	
пищевода	7	14	4	0	груди	0	0	
сердце	7	14	4	0	заболело	0	0	
заболело	7	14	4	0	началось	0	0	
выпила	7	14	5	0	выпила	0	0	
тримедат	7	14	5	0	выпила	0	0	
и	7	14	5	0	корвалол	0	0	
корвалол	7	14	5	0	тримедат	0	0	
уснула	7	14	5	0	выпила	0	0	
утром	7	14	6	0	проснулась	0	0	
проснулась	7	14	6	0	проснулась	0	0	
снова	7	14	6	0	давит	0	0	
давит	7	14	6	0	проснулась	0	0	
не	7	14	7	0	тошнило	0	0	
тошнило	7	14	7	0	тошнило	0	0	
ничего	7	14	7	0	тошнило	0	0	
но	7	14	7	0	говорит	0	0	
говорит	7	14	7	0	тошнило	0	0	
сама	7	14	7	0	решила	0	0	
решила	7	14	7	0	говорит	0	0	
рвоту	7	14	7	0	решила	0	0	
вызвать	7	14	7	0	рвоту	0	0	
вся	7	14	7	0	пюрешка	0	0	
пюрешка	7	14	7	0	вышла	0	0	
вышла	7	14	7	0	тошнило	0	0	
стало	7	14	7	0	тошнило	0	0	
легче	7	14	7	0	стало	0	0	
вчера	7	14	8	0	хорошо	0	0	
весь	7	14	8	0	день	0	0	
день	7	14	8	0	хорошо	0	0	
все	7	14	8	0	хорошо	0	0	
было	7	14	8	0	хорошо	0	0	
хорошо	7	14	8	0	хорошо	0	0	
сегодня	7	14	9	0	позвонила	0	0	
утром	7	14	9	0	сегодня	0	0	
позвонила	7	14	9	0	сказала	0	0	
сказала	7	14	9	0	сказала	0	0	
снова	7	14	9	0	сказала	0	0	
те	7	14	9	0	ощущения	0	0	
же	7	14	9	0	те	0	0	
ощущения	7	14	9	0	сказала	0	0	
только	7	14	9	0	даже	0	0	
даже	7	14	9	0	воды	0	0	
воды	7	14	9	0	попить	0	0	
попить	7	14	9	0	может	0	0	
не	7	14	9	0	может	0	0	
может	7	14	9	0	сказала	0	0	
все	7	14	9	0	сдавило	0	0	
сдавило	7	14	9	0	сказала	0	0	
в	7	14	10	0	туалет	0	0	
туалет	7	14	10	0	ходила	0	0	
ходила	7	14	10	0	ходила	0	0	
давно	7	14	10	0	ходила	0	0	
3	7	14	10	0	дня	0	0	
4	7	14	10	0	дня	0	0	
дня	7	14	10	0	давно	0	0	
назад	7	14	10	0	дня	0	0	
вчера	7	14	10	0	пила	0	0	
пила	7	14	10	0	ходила	0	0	
полторак	7	14	10	0	пила	0	0	
от	7	14	10	0	запора	0	0	
запора	7	14	10	0	пила	0	0	
не	7	14	10	0	помогло	0	0	
помогло	7	14	10	0	ходила	0	0	
я	7	14	11	0	полагаю	0	0	
полагаю	7	14	11	0	полагаю	0	0	
что	7	14	11	0	полагаю	0	0	
из	7	14	11	0	запора	0	0	
за	7	14	11	0	запора	0	0	
запора	7	14	11	0	полагаю	0	0	
это	7	14	11	0	все	0	0	
все	7	14	11	0	полагаю	0	0	
но	7	14	12	0	есть	0	0	
есть	7	14	12	0	есть	0	0	
ещё	7	14	12	0	опухоль	0	0	
опухоль	7	14	12	0	есть	0	0	
и	7	14	12	0	асцит	0	0	
асцит	7	14	12	0	опухоль	0	0	
которые	7	14	12	0	могут	0	0	
тоже	7	14	12	0	могут	0	0	
могут	7	14	12	0	асцит	0	0	
все	7	14	12	0	сдавить	0	0	
сдавить	7	14	12	0	могут	0	0	
у	7	14	13	0	кого	0	0	
кого	7	14	13	0	так	0	0	
нибудь	7	14	13	0	так	0	0	
было	7	14	13	0	так	0	0	
так	7	14	13	0	так	0	0	
чем	7	14	14	0	можно	0	0	
можно	7	14	14	0	можно	0	0	
помочь	7	14	14	0	можно	0	0	
ксения1204	7	15	0	1	ксения1204	0	0	
28	7	15	0	1	март	0	0	
март	7	15	0	1	ксения1204	0	0	
2021	7	15	0	1	март	0	0	
07:48	7	15	0	1	март	0	0	
писал	7	15	0	1	ксения1204	0	0	
всем	7	15	0	1	день	0	0	
добрый	7	15	0	1	день	0	0	
день	7	15	0	1	день	0	0	
по	7	15	1	0	химии	0	0	
химии	7	15	1	0	сдвинулись	0	0	
снова	7	15	1	0	сдвинулись	0	0	
сдвинулись	7	15	1	0	сдвинулись	0	0	
на	7	15	1	0	день	0	0	
один	7	15	1	0	день	0	0	
день	7	15	1	0	сдвинулись	0	0	
из	7	15	1	0	крови	0	0	
за	7	15	1	0	крови	0	0	
крови	7	15	1	0	сдвинулись	0	0	
в	7	15	2	0	пятницу	0	0	
пятницу	7	15	2	0	идём	0	0	
идём	7	15	2	0	идём	0	0	
на	7	15	2	0	3	0	0	
3	7	15	2	0	идём	0	0	
появилась	7	15	3	0	появилась	0	0	
проблема	7	15	3	0	знаю	0	0	
не	7	15	3	0	знаю	0	0	
знаю	7	15	3	0	появилась	0	0	
что	7	15	3	0	знаю	0	0	
это	7	15	3	0	что	0	0	
и	7	15	3	0	решить	0	0	
как	7	15	3	0	решить	0	0	
ее	7	15	3	0	решить	0	0	
решить	7	15	3	0	знаю	0	0	
началось	7	15	4	0	началось	0	0	
позавчера	7	15	4	0	началось	0	0	
ночью	7	15	4	0	началось	0	0	
до	7	15	4	0	этого	0	0	
этого	7	15	4	0	вечером	0	0	
вечером	7	15	4	0	съела	0	0	
она	7	15	4	0	съела	0	0	
съела	7	15	4	0	началось	0	0	
яблочную	7	15	4	0	пюрешку	0	0	
пюрешку	7	15	4	0	съела	0	0	
легла	7	15	4	0	началось	0	0	
спать	7	15	4	0	легла	0	0	
проснулась	7	15	4	0	началось	0	0	
оттого	7	15	4	0	проснулась	0	0	
что	7	15	4	0	оттого	0	0	
все	7	15	4	0	давит	0	0	
давит	7	15	4	0	началось	0	0	
в	7	15	4	0	районе	0	0	
районе	7	15	4	0	давит	0	0	
груди	7	15	4	0	районе	0	0	
и	7	15	4	0	пищевода	0	0	
пищевода	7	15	4	0	груди	0	0	
сердце	7	15	4	0	заболело	0	0	
заболело	7	15	4	0	началось	0	0	
выпила	7	15	5	0	выпила	0	0	
тримедат	7	15	5	0	выпила	0	0	
и	7	15	5	0	корвалол	0	0	
корвалол	7	15	5	0	тримедат	0	0	
уснула	7	15	5	0	выпила	0	0	
утром	7	15	6	0	проснулась	0	0	
проснулась	7	15	6	0	проснулась	0	0	
снова	7	15	6	0	давит	0	0	
давит	7	15	6	0	проснулась	0	0	
не	7	15	7	0	тошнило	0	0	
тошнило	7	15	7	0	тошнило	0	0	
ничего	7	15	7	0	тошнило	0	0	
но	7	15	7	0	говорит	0	0	
говорит	7	15	7	0	тошнило	0	0	
сама	7	15	7	0	решила	0	0	
решила	7	15	7	0	говорит	0	0	
рвоту	7	15	7	0	решила	0	0	
вызвать	7	15	7	0	рвоту	0	0	
вся	7	15	7	0	пюрешка	0	0	
пюрешка	7	15	7	0	вышла	0	0	
вышла	7	15	7	0	тошнило	0	0	
стало	7	15	7	0	тошнило	0	0	
легче	7	15	7	0	стало	0	0	
вчера	7	15	8	0	хорошо	0	0	
весь	7	15	8	0	день	0	0	
день	7	15	8	0	хорошо	0	0	
все	7	15	8	0	хорошо	0	0	
было	7	15	8	0	хорошо	0	0	
хорошо	7	15	8	0	хорошо	0	0	
сегодня	7	15	9	0	позвонила	0	0	
утром	7	15	9	0	сегодня	0	0	
позвонила	7	15	9	0	сказала	0	0	
сказала	7	15	9	0	сказала	0	0	
снова	7	15	9	0	сказала	0	0	
те	7	15	9	0	ощущения	0	0	
же	7	15	9	0	те	0	0	
ощущения	7	15	9	0	сказала	0	0	
только	7	15	9	0	даже	0	0	
даже	7	15	9	0	воды	0	0	
воды	7	15	9	0	попить	0	0	
попить	7	15	9	0	может	0	0	
не	7	15	9	0	может	0	0	
может	7	15	9	0	сказала	0	0	
все	7	15	9	0	сдавило	0	0	
сдавило	7	15	9	0	сказала	0	0	
в	7	15	10	0	туалет	0	0	
туалет	7	15	10	0	ходила	0	0	
ходила	7	15	10	0	ходила	0	0	
давно	7	15	10	0	ходила	0	0	
3	7	15	10	0	дня	0	0	
4	7	15	10	0	дня	0	0	
дня	7	15	10	0	давно	0	0	
назад	7	15	10	0	дня	0	0	
вчера	7	15	10	0	пила	0	0	
пила	7	15	10	0	ходила	0	0	
полторак	7	15	10	0	пила	0	0	
от	7	15	10	0	запора	0	0	
запора	7	15	10	0	пила	0	0	
не	7	15	10	0	помогло	0	0	
помогло	7	15	10	0	ходила	0	0	
я	7	15	11	0	полагаю	0	0	
полагаю	7	15	11	0	полагаю	0	0	
что	7	15	11	0	полагаю	0	0	
из	7	15	11	0	запора	0	0	
за	7	15	11	0	запора	0	0	
запора	7	15	11	0	полагаю	0	0	
это	7	15	11	0	все	0	0	
все	7	15	11	0	полагаю	0	0	
но	7	15	12	0	есть	0	0	
есть	7	15	12	0	есть	0	0	
ещё	7	15	12	0	опухоль	0	0	
опухоль	7	15	12	0	есть	0	0	
и	7	15	12	0	асцит	0	0	
асцит	7	15	12	0	опухоль	0	0	
которые	7	15	12	0	могут	0	0	
тоже	7	15	12	0	могут	0	0	
могут	7	15	12	0	асцит	0	0	
все	7	15	12	0	сдавить	0	0	
сдавить	7	15	12	0	могут	0	0	
у	7	15	13	0	кого	0	0	
кого	7	15	13	0	так	0	0	
нибудь	7	15	13	0	так	0	0	
было	7	15	13	0	так	0	0	
так	7	15	13	0	так	0	0	
чем	7	15	14	0	можно	0	0	
можно	7	15	14	0	можно	0	0	
помочь	7	15	14	0	можно	0	0	
выясняйте	7	15	15	0	выясняйте	0	0	
причину	7	15	15	0	выясняйте	0	0	
у	7	15	15	0	мужа	0	0	
мужа	7	15	15	0	выясняйте	0	0	
похожее	7	15	15	0	состояние	0	0	
состояние	7	15	15	0	операцией	0	0	
было	7	15	15	0	операцией	0	0	
перед	7	15	15	0	операцией	0	0	
операцией	7	15	15	0	выясняйте	0	0	
когда	7	15	15	0	перекрыла	0	0	
опухоль	7	15	15	0	перекрыла	0	0	
перекрыла	7	15	15	0	операцией	0	0	
12перстную	7	15	15	0	перекрыла	0	0	
вот	7	15	16	0	не	0	0	
не	7	15	16	0	помню	0	0	
помню	7	15	16	0	помню	0	0	
чем	7	15	16	0	помню	0	0	
тогда	7	15	16	0	увидели	0	0	
увидели	7	15	16	0	помню	0	0	
толи	7	15	16	0	увидели	0	0	
фгдс	7	15	16	0	толи	0	0	
толи	7	15	16	0	толи	0	0	
кт	7	15	16	0	толи	0	0	
ксения1204	7	16	0	1	ксения1204	0	0	
28	7	16	0	1	март	0	0	
март	7	16	0	1	ксения1204	0	0	
2021	7	16	0	1	март	0	0	
07:48	7	16	0	1	март	0	0	
писал	7	16	0	1	ксения1204	0	0	
всем	7	16	0	1	день	0	0	
добрый	7	16	0	1	день	0	0	
день	7	16	0	1	день	0	0	
по	7	16	1	0	химии	0	0	
химии	7	16	1	0	сдвинулись	0	0	
снова	7	16	1	0	сдвинулись	0	0	
сдвинулись	7	16	1	0	сдвинулись	0	0	
на	7	16	1	0	день	0	0	
один	7	16	1	0	день	0	0	
день	7	16	1	0	сдвинулись	0	0	
из	7	16	1	0	крови	0	0	
за	7	16	1	0	крови	0	0	
крови	7	16	1	0	сдвинулись	0	0	
в	7	16	2	0	пятницу	0	0	
пятницу	7	16	2	0	идём	0	0	
идём	7	16	2	0	идём	0	0	
на	7	16	2	0	3	0	0	
3	7	16	2	0	идём	0	0	
появилась	7	16	3	0	появилась	0	0	
проблема	7	16	3	0	знаю	0	0	
не	7	16	3	0	знаю	0	0	
знаю	7	16	3	0	появилась	0	0	
что	7	16	3	0	знаю	0	0	
это	7	16	3	0	что	0	0	
и	7	16	3	0	решить	0	0	
как	7	16	3	0	решить	0	0	
ее	7	16	3	0	решить	0	0	
решить	7	16	3	0	знаю	0	0	
началось	7	16	4	0	началось	0	0	
позавчера	7	16	4	0	началось	0	0	
ночью	7	16	4	0	началось	0	0	
до	7	16	4	0	этого	0	0	
этого	7	16	4	0	вечером	0	0	
вечером	7	16	4	0	съела	0	0	
она	7	16	4	0	съела	0	0	
съела	7	16	4	0	началось	0	0	
яблочную	7	16	4	0	пюрешку	0	0	
пюрешку	7	16	4	0	съела	0	0	
легла	7	16	4	0	началось	0	0	
спать	7	16	4	0	легла	0	0	
проснулась	7	16	4	0	началось	0	0	
оттого	7	16	4	0	проснулась	0	0	
что	7	16	4	0	оттого	0	0	
все	7	16	4	0	давит	0	0	
давит	7	16	4	0	началось	0	0	
в	7	16	4	0	районе	0	0	
районе	7	16	4	0	давит	0	0	
груди	7	16	4	0	районе	0	0	
и	7	16	4	0	пищевода	0	0	
пищевода	7	16	4	0	груди	0	0	
сердце	7	16	4	0	заболело	0	0	
заболело	7	16	4	0	началось	0	0	
выпила	7	16	5	0	выпила	0	0	
тримедат	7	16	5	0	выпила	0	0	
и	7	16	5	0	корвалол	0	0	
корвалол	7	16	5	0	тримедат	0	0	
уснула	7	16	5	0	выпила	0	0	
утром	7	16	6	0	проснулась	0	0	
проснулась	7	16	6	0	проснулась	0	0	
снова	7	16	6	0	давит	0	0	
давит	7	16	6	0	проснулась	0	0	
не	7	16	7	0	тошнило	0	0	
тошнило	7	16	7	0	тошнило	0	0	
ничего	7	16	7	0	тошнило	0	0	
но	7	16	7	0	говорит	0	0	
говорит	7	16	7	0	тошнило	0	0	
сама	7	16	7	0	решила	0	0	
решила	7	16	7	0	говорит	0	0	
рвоту	7	16	7	0	решила	0	0	
вызвать	7	16	7	0	рвоту	0	0	
вся	7	16	7	0	пюрешка	0	0	
пюрешка	7	16	7	0	вышла	0	0	
вышла	7	16	7	0	тошнило	0	0	
стало	7	16	7	0	тошнило	0	0	
легче	7	16	7	0	стало	0	0	
вчера	7	16	8	0	хорошо	0	0	
весь	7	16	8	0	день	0	0	
день	7	16	8	0	хорошо	0	0	
все	7	16	8	0	хорошо	0	0	
было	7	16	8	0	хорошо	0	0	
хорошо	7	16	8	0	хорошо	0	0	
сегодня	7	16	9	0	позвонила	0	0	
утром	7	16	9	0	сегодня	0	0	
позвонила	7	16	9	0	сказала	0	0	
сказала	7	16	9	0	сказала	0	0	
снова	7	16	9	0	сказала	0	0	
те	7	16	9	0	ощущения	0	0	
же	7	16	9	0	те	0	0	
ощущения	7	16	9	0	сказала	0	0	
только	7	16	9	0	даже	0	0	
даже	7	16	9	0	воды	0	0	
воды	7	16	9	0	попить	0	0	
попить	7	16	9	0	может	0	0	
не	7	16	9	0	может	0	0	
может	7	16	9	0	сказала	0	0	
все	7	16	9	0	сдавило	0	0	
