TOKEN	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	IS_ANSWER	HEAD	NER	COREFERENCE_CLUSTER	
вы	11	12	1	276	0	отдали	0	0	
ещё	11	12	1	277	0	отдали	0	0	
не	11	12	1	278	0	отдали	0	0	
отдали	11	12	1	279	0	отдали	0	0	
ирессу	11	12	1	280	0	отдали	0	0	
грелена	11	13	0	281	1	писал	0	0	
30	11	13	0	282	1	январь	0	0	
январь	11	13	0	283	1	грелена	0	0	
2020	11	13	0	284	1	январь	0	0	
10:17	11	13	0	285	1	январь	0	0	
писал	11	13	0	286	1	писал	0	0	
отдам	11	13	0	287	1	писал	0	0	
иресса	11	13	0	288	1	отдам	0	0	
30	11	13	0	289	1	таб	0	0	
таб	11	13	0	290	1	иресса	0	0	
25	11	13	0	291	1	таб	0	0	
таб	11	13	0	292	1	таб	0	0	
дозировка	11	13	1	293	1	мг	0	0	
по	11	13	1	294	1	мг	0	0	
250	11	13	1	295	1	мг	0	0	
мг	11	13	1	296	1	мг	0	0	
только	11	13	2	297	1	действительно	0	0	
действительно	11	13	2	298	1	нуждающемуся	0	0	
нуждающемуся	11	13	2	299	1	нуждающемуся	0	0	
добрый	11	13	3	300	1	вечер	0	0	
вечер	11	13	3	301	1	простите	0	0	
простите	11	13	3	302	1	простите	0	0	
за	11	13	3	303	1	беспокойство	0	0	
беспокойство	11	13	3	304	1	простите	0	0	
ирэссу	11	13	3	305	1	отдали	0	0	
отдали	11	13	3	306	1	простите	0	0	
ищу	11	13	4	307	1	ищу	0	0	
для	11	13	4	308	1	мамы	0	0	
мамы	11	13	4	309	1	ищу	0	0	
рак	11	13	5	310	1	рак	0	0	
легких	11	13	5	311	1	рак	0	0	
уважаемые	12	0	0	0	0	форумчане	0	0	
форумчане	12	0	0	1	0	нужна	0	0	
очень	12	0	0	2	0	нужна	0	0	
нужна	12	0	0	3	0	нужна	0	0	
ирэсса	12	0	0	4	0	нужна	0	0	
у	12	0	1	5	0	мамы	0	0	
моей	12	0	1	6	0	мамы	0	0	
мамы	12	0	1	7	0	ведем	0	0	
мелкоклеточный	12	0	1	8	0	рак	0	0	
рак	12	0	1	9	0	мамы	0	0	
легких	12	0	1	10	0	рак	0	0	
6	12	0	1	11	0	год	0	0	
год	12	0	1	12	0	ведем	0	0	
мы	12	0	1	13	0	ведем	0	0	
ожесточенно	12	0	1	14	0	ведем	0	0	
ведем	12	0	1	15	0	ведем	0	0	
борьбу	12	0	1	16	0	ведем	0	0	
с	12	0	1	17	0	недугом	0	0	
этим	12	0	1	18	0	недугом	0	0	
страшным	12	0	1	19	0	недугом	0	0	
недугом	12	0	1	20	0	борьбу	0	0	
сначала	12	0	1	21	0	была	0	0	
была	12	0	1	22	0	ведем	0	0	
химия	12	0	1	23	0	была	0	0	
потом	12	0	1	24	0	посадиди	0	0	
посадиди	12	0	1	25	0	ведем	0	0	
на	12	0	1	26	0	ирэссу	0	0	
ирэссу	12	0	1	27	0	посадиди	0	0	
но	12	0	2	28	0	начались	0	0	
сейчас	12	0	2	29	0	начались	0	0	
начались	12	0	2	30	0	начались	0	0	
проблемы	12	0	2	31	0	начались	0	0	
с	12	0	2	32	0	поставками	0	0	
поставками	12	0	2	33	0	проблемы	0	0	
лекарств	12	0	2	34	0	поставками	0	0	
в	12	0	2	35	0	краснодаре	0	0	
краснодаре	12	0	2	36	0	поставками	0	0	
рецепт	12	0	2	37	0	есть	0	0	
на	12	0	2	38	0	руках	0	0	
руках	12	0	2	39	0	рецепт	0	0	
есть	12	0	2	40	0	начались	0	0	
а	12	0	2	41	0	нет	0	0	
лекарства	12	0	2	42	0	нет	0	0	
нет	12	0	2	43	0	начались	0	0	
уже	12	0	2	44	0	месяц	0	0	
месяц	12	0	2	45	0	получает	0	0	
мама	12	0	2	46	0	получает	0	0	
не	12	0	2	47	0	получает	0	0	
получает	12	0	2	48	0	начались	0	0	
лекарства	12	0	2	49	0	получает	0	0	
для	12	0	3	50	0	нас	0	0	
нас	12	0	3	51	0	неподьемная	0	0	
стоимость	12	0	3	52	0	неподьемная	0	0	
его	12	0	3	53	0	неподьемная	0	0	
неподьемная	12	0	3	54	0	неподьемная	0	0	
помогите	12	0	4	55	0	помогите	0	0	
очень	12	0	4	56	0	страшно	0	0	
страшно	12	0	4	57	0	помогите	0	0	
пусть	12	0	4	58	0	пачка	0	0	
не	12	0	4	59	0	полная	0	0	
полная	12	0	4	60	0	пачка	0	0	
пачка	12	0	4	61	0	страшно	0	0	
хоть	12	0	4	62	0	сколько	0	0	
сколько	12	0	4	63	0	страшно	0	0	
боимся	12	0	5	64	0	боимся	0	0	
что	12	0	5	65	0	поднимет	0	0	
онкология	12	0	5	66	0	поднимет	0	0	
опять	12	0	5	67	0	поднимет	0	0	
поднимет	12	0	5	68	0	боимся	0	0	
голову	12	0	5	69	0	поднимет	0	0	
все	12	0	6	70	0	документы	0	0	
документы	12	0	6	71	0	предоставлю	0	0	
и	12	0	6	72	0	назначения	0	0	
назначения	12	0	6	73	0	документы	0	0	
предоставлю	12	0	6	74	0	предоставлю	0	0	
мой	12	0	7	75	0	телефон	0	0	
телефон	12	0	7	76	0	телефон	0	0	
8918	12	0	7	77	0	телефон	0	0	
1	12	0	7	78	0	телефон	0	0	
2	12	0	7	79	0	телефон	0	0	
180	12	0	7	80	0	телефон	0	0	
таня	12	0	7	81	0	телефон	0	0	
уважаемые	13	0	0	0	0	форумчане	0	0	
форумчане	13	0	0	1	0	нужна	0	0	
очень	13	0	0	2	0	нужна	0	0	
нужна	13	0	0	3	0	нужна	0	0	
ирэсса	13	0	0	4	0	нужна	0	0	
у	13	0	1	5	0	мамы	0	0	
моей	13	0	1	6	0	мамы	0	0	
мамы	13	0	1	7	0	ведем	0	0	
мелкоклеточный	13	0	1	8	0	рак	0	0	
рак	13	0	1	9	0	мамы	0	0	
легких	13	0	1	10	0	рак	0	0	
6	13	0	1	11	0	год	0	0	
год	13	0	1	12	0	ведем	0	0	
мы	13	0	1	13	0	ведем	0	0	
ожесточенно	13	0	1	14	0	ведем	0	0	
ведем	13	0	1	15	0	ведем	0	0	
борьбу	13	0	1	16	0	ведем	0	0	
с	13	0	1	17	0	недугом	0	0	
этим	13	0	1	18	0	недугом	0	0	
страшным	13	0	1	19	0	недугом	0	0	
недугом	13	0	1	20	0	борьбу	0	0	
сначала	13	0	1	21	0	была	0	0	
была	13	0	1	22	0	ведем	0	0	
химия	13	0	1	23	0	была	0	0	
потом	13	0	1	24	0	посадиди	0	0	
посадиди	13	0	1	25	0	ведем	0	0	
на	13	0	1	26	0	ирэссу	0	0	
ирэссу	13	0	1	27	0	посадиди	0	0	
но	13	0	2	28	0	начались	0	0	
сейчас	13	0	2	29	0	начались	0	0	
начались	13	0	2	30	0	начались	0	0	
проблемы	13	0	2	31	0	начались	0	0	
с	13	0	2	32	0	поставками	0	0	
поставками	13	0	2	33	0	проблемы	0	0	
лекарств	13	0	2	34	0	поставками	0	0	
в	13	0	2	35	0	краснодаре	0	0	
краснодаре	13	0	2	36	0	поставками	0	0	
рецепт	13	0	2	37	0	есть	0	0	
на	13	0	2	38	0	руках	0	0	
руках	13	0	2	39	0	рецепт	0	0	
есть	13	0	2	40	0	начались	0	0	
а	13	0	2	41	0	нет	0	0	
лекарства	13	0	2	42	0	нет	0	0	
нет	13	0	2	43	0	начались	0	0	
уже	13	0	2	44	0	месяц	0	0	
месяц	13	0	2	45	0	получает	0	0	
мама	13	0	2	46	0	получает	0	0	
не	13	0	2	47	0	получает	0	0	
получает	13	0	2	48	0	начались	0	0	
лекарства	13	0	2	49	0	получает	0	0	
для	13	0	3	50	0	нас	0	0	
нас	13	0	3	51	0	неподьемная	0	0	
стоимость	13	0	3	52	0	неподьемная	0	0	
его	13	0	3	53	0	неподьемная	0	0	
неподьемная	13	0	3	54	0	неподьемная	0	0	
помогите	13	0	4	55	0	помогите	0	0	
очень	13	0	4	56	0	страшно	0	0	
страшно	13	0	4	57	0	помогите	0	0	
пусть	13	0	4	58	0	пачка	0	0	
не	13	0	4	59	0	полная	0	0	
полная	13	0	4	60	0	пачка	0	0	
пачка	13	0	4	61	0	страшно	0	0	
хоть	13	0	4	62	0	сколько	0	0	
сколько	13	0	4	63	0	страшно	0	0	
боимся	13	0	5	64	0	боимся	0	0	
что	13	0	5	65	0	поднимет	0	0	
онкология	13	0	5	66	0	поднимет	0	0	
опять	13	0	5	67	0	поднимет	0	0	
поднимет	13	0	5	68	0	боимся	0	0	
голову	13	0	5	69	0	поднимет	0	0	
все	13	0	6	70	0	документы	0	0	
документы	13	0	6	71	0	предоставлю	0	0	
и	13	0	6	72	0	назначения	0	0	
назначения	13	0	6	73	0	документы	0	0	
предоставлю	13	0	6	74	0	предоставлю	0	0	
мой	13	0	7	75	0	телефон	0	0	
телефон	13	0	7	76	0	телефон	0	0	
8918	13	0	7	77	0	телефон	0	0	
1	13	0	7	78	0	телефон	0	0	
2	13	0	7	79	0	телефон	0	0	
180	13	0	7	80	0	телефон	0	0	
таня	13	0	7	81	0	телефон	0	0	
друзья	14	0	0	0	0	помогите	0	0	
помогите	14	0	0	1	0	помогите	0	0	
маме	14	0	1	2	0	поставили	0	0	
поставили	14	0	1	3	0	поставили	0	0	
диагноз	14	0	1	4	0	поставили	0	0	
рмж	14	0	1	5	0	диагноз	0	0	
7	14	0	1	6	0	лет	0	0	
лет	14	0	1	7	0	поставили	0	0	
назад	14	0	1	8	0	лет	0	0	
была	14	0	2	9	0	была	0	0	
операция	14	0	2	10	0	была	0	0	
потом	14	0	3	11	0	нашли	0	0	
нашли	14	0	3	12	0	нашли	0	0	
метастаз	14	0	3	13	0	нашли	0	0	
в	14	0	3	14	0	позвоночнике	0	0	
позвоночнике	14	0	3	15	0	метастаз	0	0	
назначили	14	0	4	16	0	назначили	0	0	
золендроновую	14	0	4	17	0	кислоту	0	0	
кислоту	14	0	4	18	0	назначили	0	0	
капаем	14	0	5	19	0	капаем	0	0	
уже	14	0	5	20	0	больше	0	0	
больше	14	0	5	21	0	лет	0	0	
5	14	0	5	22	0	лет	0	0	
лет	14	0	5	23	0	капаем	0	0	
сейчас	14	0	6	24	0	раз	0	0	
1	14	0	6	25	0	раз	0	0	
раз	14	0	6	26	0	раз	0	0	
в	14	0	6	27	0	полгода	0	0	
полгода	14	0	6	28	0	раз	0	0	
несколько	14	0	7	29	0	месяцев	0	0	
месяцев	14	0	7	30	0	появились	0	0	
назад	14	0	7	31	0	месяцев	0	0	
появились	14	0	7	32	0	появились	0	0	
проблемы	14	0	7	33	0	появились	0	0	
с	14	0	7	34	0	челюстью	0	0	
нижней	14	0	7	35	0	челюстью	0	0	
челюстью	14	0	7	36	0	проблемы	0	0	
стала	14	0	8	37	0	стала	0	0	
опухать	14	0	8	38	0	стала	0	0	
под	14	0	8	39	0	протезом	0	0	
протезом	14	0	8	40	0	опухать	0	0	
нашли	14	0	9	41	0	нашли	0	0	
грануляты	14	0	9	42	0	нашли	0	0	
чистили	14	0	9	43	0	нашли	0	0	
через	14	0	10	44	0	месяц	0	0	
месяц	14	0	10	45	0	снова	0	0	
снова	14	0	10	46	0	снова	0	0	
и	14	0	11	47	0	раз	0	0	
уже	14	0	11	48	0	третий	0	0	
третий	14	0	11	49	0	раз	0	0	
раз	14	0	11	50	0	раз	0	0	
как	14	0	12	51	0	объяснил	0	0	
объяснил	14	0	12	52	0	может	0	0	
стоматолог	14	0	12	53	0	объяснил	0	0	
ткань	14	0	12	54	0	объяснил	0	0	
к	14	0	12	55	0	кости	0	0	
кости	14	0	12	56	0	ткань	0	0	
не	14	0	12	57	0	может	0	0	
может	14	0	12	58	0	может	0	0	
прикрепится	14	0	12	59	0	может	0	0	
и	14	0	12	60	0	отходит	0	0	
отходит	14	0	12	61	0	прикрепится	0	0	
получается	14	0	13	62	0	получается	0	0	
свищ	14	0	13	63	0	получается	0	0	
как	14	0	14	64	0	понять	0	0	
понять	14	0	14	65	0	понять	0	0	
что	14	0	14	66	0	начало	0	0	
это	14	0	14	67	0	начало	0	0	
начало	14	0	14	68	0	понять	0	0	
остеонекроза	14	0	14	69	0	начало	0	0	
из	14	0	14	70	0	применения	0	0	
за	14	0	14	71	0	применения	0	0	
применения	14	0	14	72	0	понять	0	0	
бисфосфонатов	14	0	14	73	0	применения	0	0	
и	14	0	15	74	0	предпринять	0	0	
какие	14	0	15	75	0	действия	0	0	
действия	14	0	15	76	0	предпринять	0	0	
сейчас	14	0	15	77	0	предпринять	0	0	
предпринять	14	0	15	78	0	предпринять	0	0	
спасибо	14	0	16	79	0	спасибо	0	0	
очень	14	0	17	80	0	жду	0	0	
жду	14	0	17	81	0	жду	0	0	
ответ	14	0	17	82	0	жду	0	0	
александрм	14	1	0	83	1	писал	0	0	
5	14	1	0	84	1	ноябрь	0	0	
ноябрь	14	1	0	85	1	александрм	0	0	
2019	14	1	0	86	1	ноябрь	0	0	
18:08	14	1	0	87	1	ноябрь	0	0	
писал	14	1	0	88	1	писал	0	0	
друзья	14	1	0	89	1	писал	0	0	
помогите	14	1	0	90	1	писал	0	0	
маме	14	1	1	91	1	поставили	0	0	
поставили	14	1	1	92	1	поставили	0	0	
диагноз	14	1	1	93	1	поставили	0	0	
рмж	14	1	1	94	1	диагноз	0	0	
7	14	1	1	95	1	лет	0	0	
лет	14	1	1	96	1	поставили	0	0	
назад	14	1	1	97	1	лет	0	0	
была	14	1	2	98	1	была	0	0	
операция	14	1	2	99	1	была	0	0	
потом	14	1	3	100	1	нашли	0	0	
нашли	14	1	3	101	1	нашли	0	0	
метастаз	14	1	3	102	1	нашли	0	0	
в	14	1	3	103	1	позвоночнике	0	0	
позвоночнике	14	1	3	104	1	метастаз	0	0	
назначили	14	1	4	105	1	назначили	0	0	
золендроновую	14	1	4	106	1	кислоту	0	0	
кислоту	14	1	4	107	1	назначили	0	0	
капаем	14	1	5	108	1	капаем	0	0	
уже	14	1	5	109	1	больше	0	0	
больше	14	1	5	110	1	лет	0	0	
5	14	1	5	111	1	лет	0	0	
лет	14	1	5	112	1	капаем	0	0	
сейчас	14	1	6	113	1	раз	0	0	
1	14	1	6	114	1	раз	0	0	
раз	14	1	6	115	1	раз	0	0	
в	14	1	6	116	1	полгода	0	0	
полгода	14	1	6	117	1	раз	0	0	
несколько	14	1	7	118	1	месяцев	0	0	
месяцев	14	1	7	119	1	появились	0	0	
назад	14	1	7	120	1	месяцев	0	0	
появились	14	1	7	121	1	появились	0	0	
проблемы	14	1	7	122	1	появились	0	0	
с	14	1	7	123	1	челюстью	0	0	
нижней	14	1	7	124	1	челюстью	0	0	
челюстью	14	1	7	125	1	проблемы	0	0	
стала	14	1	8	126	1	стала	0	0	
опухать	14	1	8	127	1	стала	0	0	
под	14	1	8	128	1	протезом	0	0	
протезом	14	1	8	129	1	опухать	0	0	
нашли	14	1	9	130	1	нашли	0	0	
грануляты	14	1	9	131	1	нашли	0	0	
чистили	14	1	9	132	1	нашли	0	0	
через	14	1	10	133	1	месяц	0	0	
месяц	14	1	10	134	1	снова	0	0	
снова	14	1	10	135	1	снова	0	0	
и	14	1	11	136	1	раз	0	0	
уже	14	1	11	137	1	третий	0	0	
третий	14	1	11	138	1	раз	0	0	
раз	14	1	11	139	1	раз	0	0	
как	14	1	12	140	1	объяснил	0	0	
объяснил	14	1	12	141	1	может	0	0	
стоматолог	14	1	12	142	1	объяснил	0	0	
ткань	14	1	12	143	1	объяснил	0	0	
к	14	1	12	144	1	кости	0	0	
кости	14	1	12	145	1	ткань	0	0	
не	14	1	12	146	1	может	0	0	
может	14	1	12	147	1	может	0	0	
прикрепится	14	1	12	148	1	может	0	0	
и	14	1	12	149	1	отходит	0	0	
отходит	14	1	12	150	1	прикрепится	0	0	
получается	14	1	13	151	1	получается	0	0	
свищ	14	1	13	152	1	получается	0	0	
как	14	1	14	153	1	понять	0	0	
понять	14	1	14	154	1	понять	0	0	
что	14	1	14	155	1	начало	0	0	
это	14	1	14	156	1	начало	0	0	
начало	14	1	14	157	1	понять	0	0	
остеонекроза	14	1	14	158	1	начало	0	0	
из	14	1	14	159	1	применения	0	0	
за	14	1	14	160	1	применения	0	0	
применения	14	1	14	161	1	понять	0	0	
бисфосфонатов	14	1	14	162	1	применения	0	0	
и	14	1	15	163	1	предпринять	0	0	
какие	14	1	15	164	1	действия	0	0	
действия	14	1	15	165	1	предпринять	0	0	
сейчас	14	1	15	166	1	предпринять	0	0	
предпринять	14	1	15	167	1	предпринять	0	0	
спасибо	14	1	16	168	1	спасибо	0	0	
очень	14	1	17	169	1	жду	0	0	
жду	14	1	17	170	1	жду	0	0	
ответ	14	1	17	171	1	жду	0	0	
александр	14	1	17	172	1	здравствуйте	0	0	
здравствуйте	14	1	17	173	1	жду	0	0	
понимаю	14	1	17	174	1	жду	0	0	
что	14	1	17	175	1	давно	0	0	
запись	14	1	17	176	1	давно	0	0	
была	14	1	17	177	1	давно	0	0	
давно	14	1	17	178	1	понимаю	0	0	
но	14	1	17	179	1	хотелось	0	0	
хотелось	14	1	17	180	1	давно	0	0	
бы	14	1	17	181	1	хотелось	0	0	
знать	14	1	17	182	1	хотелось	0	0	
как	14	1	17	183	1	лечили	0	0	
вы	14	1	17	184	1	лечили	0	0	
лечили	14	1	17	185	1	знать	0	0	
некроз?папе	14	1	17	186	1	лечили	0	0	
капают	14	1	17	187	1	лечили	0	0	
кислоту	14	1	17	188	1	капают	0	0	
уже	14	1	17	189	1	два	0	0	
два	14	1	17	190	1	года	0	0	
года	14	1	17	191	1	капают	0	0	
переживаю	14	1	17	192	1	жду	0	0	
что	14	1	17	193	1	будет	0	0	
будет	14	1	17	194	1	переживаю	0	0	
некроз	14	1	17	195	1	будет	0	0	
некроз	14	2	0	196	0	лечится	0	0	
никак	14	2	0	197	0	не	0	0	
не	14	2	0	198	0	лечится	0	0	
лечится	14	2	0	199	0	лечится	0	0	
резекция	14	2	0	200	0	лечится	0	0	
повреждённых	14	2	0	201	0	тканей	0	0	
тканей	14	2	0	202	0	резекция	0	0	
либо	14	2	0	203	0	лечение	0	0	
симптоматическое	14	2	0	204	0	лечение	0	0	
лечение	14	2	0	205	0	резекция	0	0	
обезболивающие	14	2	0	206	0	лечение	0	0	
антисептики	14	2	0	207	0	лечение	0	0	
и	14	2	0	208	0	резекция	0	0	
тд	14	2	0	209	0	лечится	0	0	
лечение	14	3	0	210	0	хорошие	0	0	
метастазов	14	3	0	211	0	лечение	0	0	
костей	14	3	0	212	0	метастазов	0	0	
стронцием	14	3	0	213	0	лечение	0	0	
или	14	3	0	214	0	применяется	0	0	
самарием.сейчас	14	3	0	215	0	применяется	0	0	
это	14	3	0	216	0	применяется	0	0	
эффективно	14	3	0	217	0	применяется	0	0	
применяется	14	3	0	218	0	лечение	0	0	
и	14	3	0	219	0	побочных	0	0	
побочных	14	3	0	220	0	последствий	0	0	
последствий	14	3	0	221	0	применяется	0	0	
минимум	14	3	0	222	0	последствий	0	0	
или	14	3	0	223	0	нет	0	0	
нет	14	3	0	224	0	минимум	0	0	
результаты	14	3	0	225	0	хорошие	0	0	
хорошие	14	3	0	226	0	хорошие	0	0	
не	14	3	1	227	0	слышала	0	0	
слышала	14	3	1	228	0	слышала	0	0	
ни	14	3	1	229	0	кого	0	0	
от	14	3	1	230	0	кого	0	0	
кого	14	3	1	231	0	слышала	0	0	
на	14	3	1	232	0	форуме	0	0	
форуме	14	3	1	233	0	слышала	0	0	
кто	14	3	1	234	0	лечился	0	0	
бы	14	3	1	235	0	лечился	0	0	
лечился	14	3	1	236	0	слышала	0	0	
изотопами	14	3	1	237	0	лечился	0	0	
константинова	14	4	0	238	1	"	0	0	
	"	0	0				0	0	
нина	14	4	0	239	1	константинова	0	0	
16	14	4	0	240	1	апрель	0	0	
апрель	14	4	0	241	1	нина	0	0	
2021	14	4	0	242	1	апрель	0	0	
06:12	14	4	0	243	1	апрель	0	0	
писал	14	4	0	244	1	писал	0	0	
лечение	14	4	0	245	1	писал	0	0	
метастазов	14	4	0	246	1	лечение	0	0	
костей	14	4	0	247	1	метастазов	0	0	
стронцием	14	4	0	248	1	лечение	0	0	
или	14	4	0	249	1	применяется	0	0	
самарием.сейчас	14	4	0	250	1	применяется	0	0	
это	14	4	0	251	1	применяется	0	0	
эффективно	14	4	0	252	1	применяется	0	0	
применяется	14	4	0	253	1	писал	0	0	
и	14	4	0	254	1	последствий	0	0	
побочных	14	4	0	255	1	последствий	0	0	
последствий	14	4	0	256	1	применяется	0	0	
минимум	14	4	0	257	1	последствий	0	0	
или	14	4	0	258	1	нет	0	0	
нет	14	4	0	259	1	минимум	0	0	
результаты	14	4	0	260	1	хорошие	0	0	
хорошие	14	4	0	261	1	применяется	0	0	
не	14	4	1	262	1	слышала	0	0	
слышала	14	4	1	263	1	слышала	0	0	
ни	14	4	1	264	1	кого	0	0	
от	14	4	1	265	1	кого	0	0	
кого	14	4	1	266	1	слышала	0	0	
на	14	4	1	267	1	форуме	0	0	
форуме	14	4	1	268	1	слышала	0	0	
кто	14	4	1	269	1	лечился	0	0	
бы	14	4	1	270	1	лечился	0	0	
лечился	14	4	1	271	1	слышала	0	0	
изотопами	14	4	1	272	1	лечился	0	0	
а	14	4	2	273	1	счёт	0	0	
это	14	4	2	274	1	счёт	0	0	
за	14	4	2	275	1	счёт	0	0	
счёт	14	4	2	276	1	счёт	0	0	
омс	14	4	2	277	1	счёт	0	0	
или	14	4	2	278	1	самим	0	0	
самим	14	4	2	279	1	,	0	0	
только	14	4	2	280	1	делать?за	0	0	
делать?за	14	4	2	281	1	самим	0	0	
свой	14	4	2	282	1	счёт	0	0	
счёт	14	4	2	283	1	омс	0	0	
олюшка	14	5	0	284	1	п	0	0	
п	14	5	0	285	1	писал	0	0	
16	14	5	0	286	1	апрель	0	0	
апрель	14	5	0	287	1	п	0	0	
2021	14	5	0	288	1	апрель	0	0	
21:47	14	5	0	289	1	п	0	0	
писал	14	5	0	290	1	писал	0	0	
а	14	5	0	291	1	счёт	0	0	
это	14	5	0	292	1	счёт	0	0	
за	14	5	0	293	1	счёт	0	0	
счёт	14	5	0	294	1	"	0	0	
							0	0	
"	0	0					0	0	
омс	14	5	0	295	1	"	0	0	
							0	0	
"	0	0					0	0	
или	14	5	0	296	1	самим	0	0	
самим	14	5	0	297	1	,	0	0	
только	14	5	0	298	1	делать?за	0	0	
делать?за	14	5	0	299	1	самим	0	0	
свой	14	5	0	300	1	счёт	0	0	
счёт	14	5	0	301	1	"	0	0	
							0	0	
"	0	0					0	0	
у	14	5	1	302	1	нас	0	0	
нас	14	5	1	303	1	счёт(ташкент	0	0	
это	14	5	1	304	1	счёт(ташкент	0	0	
за	14	5	1	305	1	счёт(ташкент	0	0	
свой	14	5	1	306	1	счёт(ташкент	0	0	
счёт(ташкент	14	5	1	307	1	счёт(ташкент	0	0	
но	14	5	1	308	1	цены	0	0	
вполне	14	5	1	309	1	подъемные	0	0	
подъемные	14	5	1	310	1	цены	0	0	
цены	14	5	1	311	1	счёт(ташкент	0	0	
всем	15	0	0	0	0	здравствуйте	0	0	
здравствуйте	15	0	0	1	0	здравствуйте	0	0	
очень	15	0	1	2	0	прошу	0	0	
прошу	15	0	1	3	0	прошу	0	0	
подсказать	15	0	1	4	0	прошу	0	0	
посоветовать	15	0	1	5	0	подсказать	0	0	
или	15	0	1	6	0	может	0	0	
может	15	0	1	7	0	прошу	0	0	
кто	15	0	1	8	0	проходил	0	0	
из	15	0	1	9	0	форумчан	0	0	
форумчан	15	0	1	10	0	кто	0	0	
проходил	15	0	1	11	0	прошу	0	0	
hifu	15	0	1	12	0	проходил	0	0	
терапию	15	0	1	13	0	проходил	0	0	
и	15	0	1	14	0	подскажет	0	0	
подскажет	15	0	1	15	0	проходил	0	0	
что	15	0	1	16	0	подскажет	0	0	
это	15	0	1	17	0	что	0	0	
и	15	0	1	18	0	терапия	0	0	
действенная	15	0	1	19	0	терапия	0	0	
ли	15	0	1	20	0	действенная	0	0	
данная	15	0	1	21	0	терапия	0	0	
терапия	15	0	1	22	0	проходил	0	0	
вообще	15	0	1	23	0	терапия	0	0	
а	15	0	1	24	0	раке	0	0	
тем	15	0	1	25	0	более	0	0	
более	15	0	1	26	0	раке	0	0	
при	15	0	1	27	0	раке	0	0	
раке	15	0	1	28	0	поджелудочной	0	0	
поджелудочной	15	0	1	29	0	проходил	0	0	
нигде	15	0	2	30	0	могу	0	0	
в	15	0	2	31	0	интернете	0	0	
интернете	15	0	2	32	0	могу	0	0	
не	15	0	2	33	0	могу	0	0	
могу	15	0	2	34	0	могу	0	0	
найти	15	0	2	35	0	могу	0	0	
отзывов	15	0	2	36	0	найти	0	0	
вообще	15	0	2	37	0	никаких	0	0	
никаких	15	0	2	38	0	отзывов	0	0	
писала	15	0	3	39	0	писала	0	0	
ранее	15	0	3	40	0	писала	0	0	
в	15	0	3	41	0	форуме	0	0	
форуме	15	0	3	42	0	писала	0	0	
по	15	0	3	43	0	лечению	0	0	
нашему	15	0	3	44	0	лечению	0	0	
предыдущему	15	0	3	45	0	лечению	0	0	
лечению	15	0	3	46	0	форуме	0	0	
химиопрепаратами	15	0	3	47	0	писала	0	0	
поэтому	15	0	3	48	0	повторю	0	0	
повторю	15	0	3	49	0	писала	0	0	
историю	15	0	3	50	0	повторю	0	0	
для	15	0	3	51	0	понимания	0	0	
понимания	15	0	3	52	0	историю	0	0	
у	15	0	4	53	0	мамочки	0	0	
мамочки	15	0	4	54	0	совершено	0	0	
79	15	0	4	55	0	лет	0	0	
лет	15	0	4	56	0	совершено	0	0	
совершено	15	0	4	57	0	совершено	0	0	
случайно	15	0	4	58	0	совершено	0	0	
на	15	0	4	59	0	узи	0	0	
узи	15	0	4	60	0	обнаружили	0	0	
брюшной	15	0	4	61	0	полости	0	0	
полости	15	0	4	62	0	узи	0	0	
обнаружили	15	0	4	63	0	совершено	0	0	
рак	15	0	4	64	0	обнаружили	0	0	
головки	15	0	4	65	0	рак	0	0	
поджелудочной	15	0	4	66	0	обнаружили	0	0	
в	15	0	4	67	0	июне	0	0	
июне	15	0	4	68	0	обнаружили	0	0	
2020	15	0	4	69	0	г	0	0	
г	15	0	4	70	0	июне	0	0	
в	15	0	4	71	0	итоге	0	0	
итоге	15	0	4	72	0	стадия	0	0	
по	15	0	4	73	0	результатам	0	0	
результатам	15	0	4	74	0	итоге	0	0	
биопсии	15	0	4	75	0	результатам	0	0	
аденокарцинома	15	0	4	76	0	биопсии	0	0	
3	15	0	4	77	0	стадия	0	0	
стадия	15	0	4	78	0	стадия	0	0	
в	15	0	5	79	0	июле	0	0	
июле	15	0	5	80	0	начали	0	0	
2020	15	0	5	81	0	г	0	0	
г	15	0	5	82	0	июле	0	0	
начали	15	0	5	83	0	начали	0	0	
химиотерапию	15	0	5	84	0	начали	0	0	
абраксан	15	0	5	85	0	начали	0	0	
гемцитабин	15	0	5	86	0	начали	0	0	
сделали	15	0	6	87	0	сделали	0	0	
только	15	0	6	88	0	2	0	0	
2	15	0	6	89	0	процедуры	0	0	
процедуры	15	0	6	90	0	сделали	0	0	
с	15	0	6	91	0	задержкой	0	0	
задержкой	15	0	6	92	0	процедуры	0	0	
в	15	0	6	93	0	неделю	0	0	
неделю	15	0	6	94	0	задержкой	0	0	
из	15	0	7	95	0	непереносимости	0	0	
за	15	0	7	96	0	непереносимости	0	0	
непереносимости	15	0	7	97	0	отменили	0	0	
высокая	15	0	7	98	0	температура	0	0	
температура	15	0	7	99	0	непереносимости	0	0	
39	15	0	7	100	0	более	0	0	
более	15	0	7	101	0	недели	0	0	
недели	15	0	7	102	0	температура	0	0	
и	15	0	7	103	0	последствии	0	0	
в	15	0	7	104	0	последствии	0	0	
последствии	15	0	7	105	0	температура	0	0	
