TOKEN	IS_ANSWER	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	NER	COREFERENCE_CLUSTER	NUMBER
не	1	14	4	1	262					PRCL	advmod	слышала			femn	VERB	0	0	
слышала	1	14	4	1	263			femn		VERB	ROOT	слышала			femn	VERB	0	0	sing
ни	1	14	4	1	264					PRCL	advmod	кого		gent	masc	NPRO	0	0	
от	1	14	4	1	265					PREP	case	кого		gent	masc	NPRO	0	0	
кого	1	14	4	1	266		gent	masc		NPRO	obl	слышала			femn	VERB	0	0	sing
на	1	14	4	1	267					PREP	case	форуме	inan	loct	masc	NOUN	0	0	
форуме	1	14	4	1	268	inan	loct	masc		NOUN	obl	слышала			femn	VERB	0	0	sing
кто	1	14	4	1	269		nomn	masc		NPRO	nsubj	лечился			masc	VERB	0	0	sing
бы	1	14	4	1	270					PRCL	aux	лечился			masc	VERB	0	0	
лечился	1	14	4	1	271			masc		VERB	parataxis	слышала			femn	VERB	0	0	sing
изотопами	1	14	4	1	272	inan	ablt	masc		NOUN	obl	лечился			masc	VERB	1	272	plur
а	1	14	4	2	273					CONJ	cc	счёт	inan	accs	masc	NOUN	0	0	
это	1	14	4	2	274					PRCL	nsubj	счёт	inan	accs	masc	NOUN	0	0	
за	1	14	4	2	275					PREP	case	счёт	inan	accs	masc	NOUN	0	0	
счёт	1	14	4	2	276	inan	accs	masc		NOUN	ROOT	счёт	inan	accs	masc	NOUN	0	0	sing
омс	1	14	4	2	277						nmod	счёт	inan	accs	masc	NOUN	0	0	
или	1	14	4	2	278					CONJ	cc	самим		datv		ADJF	0	0	
самим	1	14	4	2	279		datv			ADJF	discourse	,					0	0	plur
только	1	14	4	2	280					ADVB	advmod	делать?за	inan	gent	masc	NOUN	0	0	
делать?за	1	14	4	2	281	inan	gent	masc		NOUN	obl	самим		datv		ADJF	0	0	sing
свой	1	14	4	2	282	inan	accs	masc		ADJF	det	счёт	inan	accs	masc	NOUN	0	0	sing
счёт	1	14	4	2	283	inan	accs	masc		NOUN	conj	омс					0	0	sing
олюшка	1	14	5	0	284	inan	nomn	femn		NOUN	nsubj	п	inan	nomn	femn	NOUN	0	0	sing
п	1	14	5	0	285	inan	nomn	femn		NOUN	case	писал			masc	VERB	0	0	sing
16	1	14	5	0	286						nummod	апрель	inan	nomn	masc	NOUN	0	0	
апрель	1	14	5	0	287	inan	nomn	masc		NOUN	parataxis	п	inan	nomn	femn	NOUN	0	0	sing
2021	1	14	5	0	288						nmod	апрель	inan	nomn	masc	NOUN	0	0	
21:47	1	14	5	0	289						nummod	п	inan	nomn	femn	NOUN	0	0	
писал	1	14	5	0	290			masc		VERB	ROOT	писал			masc	VERB	0	0	sing
а	1	14	5	0	291					CONJ	cc	счёт	inan	accs	masc	NOUN	0	0	
это	1	14	5	0	292					PRCL	nsubj	счёт	inan	accs	masc	NOUN	0	0	
за	1	14	5	0	293					PREP	case	счёт	inan	accs	masc	NOUN	0	0	
счёт	1	14	5	0	294	inan	accs	masc		NOUN	conj	"					0	0	
																	0	0	
"						0	sing										0	0	
омс	1	14	5	0	295						obl	"					0	0	
																	0	0	
"						0											0	0	
или	1	14	5	0	296					CONJ	cc	самим		datv		ADJF	0	0	
самим	1	14	5	0	297		datv			ADJF	discourse	,					0	0	plur
только	1	14	5	0	298					ADVB	advmod	делать?за	inan	gent	masc	NOUN	0	0	
делать?за	1	14	5	0	299	inan	gent	masc		NOUN	obl	самим		datv		ADJF	0	0	sing
свой	1	14	5	0	300	inan	accs	masc		ADJF	det	счёт	inan	accs	masc	NOUN	0	0	sing
счёт	1	14	5	0	301	inan	accs	masc		NOUN	conj	"					0	0	
																	0	0	
"						0	sing										0	0	
у	1	14	5	1	302					PREP	case	нас		gent		NPRO	0	0	
нас	1	14	5	1	303		gent		1per	NPRO	nmod	счёт(ташкент	inan	nomn	masc	NOUN	0	0	plur
это	1	14	5	1	304					PRCL	nsubj	счёт(ташкент	inan	nomn	masc	NOUN	0	0	
за	1	14	5	1	305					PREP	case	счёт(ташкент	inan	nomn	masc	NOUN	0	0	
свой	1	14	5	1	306	inan	accs	masc		ADJF	det	счёт(ташкент	inan	nomn	masc	NOUN	0	0	sing
счёт(ташкент	1	14	5	1	307	inan	nomn	masc		NOUN	ROOT	счёт(ташкент	inan	nomn	masc	NOUN	0	0	sing
но	1	14	5	1	308					CONJ	cc	цены	inan	nomn	femn	NOUN	0	0	
вполне	1	14	5	1	309					ADVB	advmod	подъемные		nomn		ADJF	0	0	
подъемные	1	14	5	1	310		nomn			ADJF	amod	цены	inan	nomn	femn	NOUN	0	0	plur
цены	1	14	5	1	311	inan	nomn	femn		NOUN	conj	счёт(ташкент	inan	nomn	masc	NOUN	0	0	plur
всем	0	15	0	0	0		datv			ADJF	iobj	здравствуйте				INTJ	0	0	plur
здравствуйте	0	15	0	0	1					INTJ	ROOT	здравствуйте				INTJ	0	0	
очень	0	15	0	1	2					ADVB	advmod	прошу				VERB	0	0	
прошу	0	15	0	1	3				1per	VERB	ROOT	прошу				VERB	0	0	sing
подсказать	0	15	0	1	4					INFN	xcomp	прошу				VERB	0	0	
посоветовать	0	15	0	1	5					INFN	conj	подсказать				INFN	0	0	
или	0	15	0	1	6					CONJ	cc	может				VERB	0	0	
может	0	15	0	1	7				3per	VERB	conj	прошу				VERB	0	0	sing
кто	0	15	0	1	8		nomn	masc		NPRO	nsubj	проходил			masc	VERB	0	0	sing
из	0	15	0	1	9					PREP	case	форумчан	anim	gent	masc	NOUN	0	0	
форумчан	0	15	0	1	10	anim	gent	masc		NOUN	nmod	кто		nomn	masc	NPRO	0	0	plur
проходил	0	15	0	1	11			masc		VERB	parataxis	прошу				VERB	0	0	sing
hifu	0	15	0	1	12						obj	проходил			masc	VERB	1	12	
терапию	0	15	0	1	13	inan	accs	femn		NOUN	obj	проходил			masc	VERB	0	0	sing
и	0	15	0	1	14					CONJ	cc	подскажет				VERB	0	0	
подскажет	0	15	0	1	15				3per	VERB	conj	проходил			masc	VERB	0	0	sing
что	0	15	0	1	16					CONJ	obj	подскажет				VERB	0	0	
это	0	15	0	1	17					PRCL	obj	что				CONJ	0	0	
и	0	15	0	1	18					CONJ	cc	терапия	inan	nomn	femn	NOUN	0	0	
действенная	0	15	0	1	19		nomn	femn		ADJF	amod	терапия	inan	nomn	femn	NOUN	0	0	sing
ли	0	15	0	1	20					CONJ	advmod	действенная		nomn	femn	ADJF	0	0	
данная	0	15	0	1	21		nomn	femn		PRTF	amod	терапия	inan	nomn	femn	NOUN	0	0	sing
терапия	0	15	0	1	22	inan	nomn	femn		NOUN	conj	проходил			masc	VERB	0	0	sing
вообще	0	15	0	1	23					ADVB	advmod	терапия	inan	nomn	femn	NOUN	0	0	
а	0	15	0	1	24					CONJ	cc	раке	anim	loct	masc	NOUN	0	0	
тем	0	15	0	1	25					CONJ	obl	более				ADVB	0	0	
более	0	15	0	1	26					ADVB	advmod	раке	anim	loct	masc	NOUN	0	0	
при	0	15	0	1	27					PREP	case	раке	anim	loct	masc	NOUN	0	0	
раке	0	15	0	1	28	anim	loct	masc		NOUN	obl	поджелудочной		gent	femn	ADJF	0	0	sing
поджелудочной	0	15	0	1	29		gent	femn		ADJF	conj	проходил			masc	VERB	0	0	sing
нигде	0	15	0	2	30					ADVB	advmod	могу				VERB	0	0	
в	0	15	0	2	31					PREP	case	интернете	inan	loct	masc	NOUN	0	0	
интернете	0	15	0	2	32	inan	loct	masc		NOUN	obl	могу				VERB	0	0	sing
не	0	15	0	2	33					PRCL	advmod	могу				VERB	0	0	
могу	0	15	0	2	34				1per	VERB	ROOT	могу				VERB	0	0	sing
найти	0	15	0	2	35					INFN	xcomp	могу				VERB	0	0	
отзывов	0	15	0	2	36	inan	gent	masc		NOUN	obj	найти				INFN	0	0	plur
вообще	0	15	0	2	37					ADVB	advmod	никаких		gent		ADJF	0	0	
никаких	0	15	0	2	38		gent			ADJF	det	отзывов	inan	gent	masc	NOUN	0	0	plur
писала	0	15	0	3	39			femn		VERB	ROOT	писала			femn	VERB	0	0	sing
ранее	0	15	0	3	40					ADVB	advmod	писала			femn	VERB	0	0	
в	0	15	0	3	41					PREP	case	форуме	inan	loct	masc	NOUN	0	0	
форуме	0	15	0	3	42	inan	loct	masc		NOUN	obl	писала			femn	VERB	0	0	sing
по	0	15	0	3	43					PREP	case	лечению	inan	datv	neut	NOUN	0	0	
нашему	0	15	0	3	44		datv	neut		ADJF	det	лечению	inan	datv	neut	NOUN	0	0	sing
предыдущему	0	15	0	3	45		datv	masc		ADJF	amod	лечению	inan	datv	neut	NOUN	0	0	sing
лечению	0	15	0	3	46	inan	datv	neut		NOUN	nmod	форуме	inan	loct	masc	NOUN	0	0	sing
химиопрепаратами	0	15	0	3	47	inan	ablt	masc		NOUN	obl	писала			femn	VERB	0	0	plur
поэтому	0	15	0	3	48					ADVB	advmod	повторю				VERB	0	0	
повторю	0	15	0	3	49				1per	VERB	conj	писала			femn	VERB	0	0	sing
историю	0	15	0	3	50	inan	accs	femn		NOUN	obj	повторю				VERB	0	0	sing
для	0	15	0	3	51					PREP	case	понимания	inan	gent	neut	NOUN	0	0	
понимания	0	15	0	3	52	inan	gent	neut		NOUN	nmod	историю	inan	accs	femn	NOUN	0	0	sing
у	0	15	0	4	53					PREP	case	мамочки	anim	gent	femn	NOUN	0	0	
мамочки	0	15	0	4	54	anim	gent	femn		NOUN	obl	совершено			neut	PRTS	0	0	sing
79	0	15	0	4	55						nummod	лет	inan	gent	masc	NOUN	0	0	
лет	0	15	0	4	56	inan	gent	masc		NOUN	nsubj:pass	совершено			neut	PRTS	0	0	plur
совершено	0	15	0	4	57			neut		PRTS	ROOT	совершено			neut	PRTS	0	0	sing
случайно	0	15	0	4	58					ADVB	advmod	совершено			neut	PRTS	0	0	
на	0	15	0	4	59					PREP	case	узи	inan	nomn	neut	NOUN	0	0	
узи	0	15	0	4	60	inan	nomn	neut		NOUN	obl	обнаружили				VERB	0	0	sing
брюшной	0	15	0	4	61		nomn	masc		ADJF	amod	полости	inan	loct	femn	NOUN	0	0	sing
полости	0	15	0	4	62	inan	loct	femn		NOUN	nmod	узи	inan	nomn	neut	NOUN	0	0	sing
обнаружили	0	15	0	4	63					VERB	conj	совершено			neut	PRTS	0	0	plur
рак	0	15	0	4	64	inan	accs	masc		NOUN	obj	обнаружили				VERB	0	0	sing
головки	0	15	0	4	65	inan	nomn	femn		NOUN	nmod	рак	inan	accs	masc	NOUN	0	0	plur
поджелудочной	0	15	0	4	66		gent	femn		ADJF	xcomp	обнаружили				VERB	0	0	sing
в	0	15	0	4	67					PREP	case	июне	inan	loct	masc	NOUN	0	0	
июне	0	15	0	4	68	inan	loct	masc		NOUN	obl	обнаружили				VERB	0	0	sing
2020	0	15	0	4	69						amod	г	inan	gent	masc	NOUN	0	0	
г	0	15	0	4	70	inan	gent	masc		NOUN	nmod	июне	inan	loct	masc	NOUN	0	0	sing
в	0	15	0	4	71					PREP	case	итоге	inan	loct	masc	NOUN	0	0	
итоге	0	15	0	4	72	inan	loct	masc		NOUN	nmod	стадия	inan	nomn	femn	NOUN	0	0	sing
по	0	15	0	4	73					PREP	case	результатам	inan	datv	masc	NOUN	0	0	
результатам	0	15	0	4	74	inan	datv	masc		NOUN	nmod	итоге	inan	loct	masc	NOUN	0	0	plur
биопсии	0	15	0	4	75	inan	gent	femn		NOUN	nmod	результатам	inan	datv	masc	NOUN	0	0	sing
аденокарцинома	0	15	0	4	76	inan	nomn	femn		NOUN	nmod	биопсии	inan	gent	femn	NOUN	0	0	sing
3	0	15	0	4	77						nummod:gov	стадия	inan	nomn	femn	NOUN	0	0	
стадия	0	15	0	4	78	inan	nomn	femn		NOUN	ROOT	стадия	inan	nomn	femn	NOUN	0	0	sing
в	0	15	0	5	79					PREP	case	июле	inan	loct	masc	NOUN	0	0	
июле	0	15	0	5	80	inan	loct	masc		NOUN	obl	начали				VERB	0	0	sing
2020	0	15	0	5	81						amod	г	inan	gent	masc	NOUN	0	0	
г	0	15	0	5	82	inan	gent	masc		NOUN	nmod	июле	inan	loct	masc	NOUN	0	0	sing
начали	0	15	0	5	83					VERB	ROOT	начали				VERB	0	0	plur
химиотерапию	0	15	0	5	84	inan	accs	femn		NOUN	obj	начали				VERB	0	0	sing
абраксан	0	15	0	5	85	anim	gent	femn		NOUN	obj	начали				VERB	0	0	plur
гемцитабин	0	15	0	5	86	anim	nomn	masc		NOUN	obj	начали				VERB	0	0	sing
сделали	0	15	0	6	87					VERB	ROOT	сделали				VERB	0	0	plur
только	0	15	0	6	88					ADVB	advmod	2					0	0	
2	0	15	0	6	89						nummod:gov	процедуры	inan	gent	femn	NOUN	0	0	
процедуры	0	15	0	6	90	inan	gent	femn		NOUN	obj	сделали				VERB	0	0	sing
с	0	15	0	6	91					PREP	case	задержкой	inan	ablt	femn	NOUN	0	0	
задержкой	0	15	0	6	92	inan	ablt	femn		NOUN	nmod	процедуры	inan	gent	femn	NOUN	0	0	sing
в	0	15	0	6	93					PREP	case	неделю	inan	accs	femn	NOUN	0	0	
неделю	0	15	0	6	94	inan	accs	femn		NOUN	nmod	задержкой	inan	ablt	femn	NOUN	0	0	sing
из	0	15	0	7	95					PREP	case	непереносимости	inan	gent	femn	NOUN	0	0	
за	0	15	0	7	96					PREP	case	непереносимости	inan	gent	femn	NOUN	0	0	
непереносимости	0	15	0	7	97	inan	gent	femn		NOUN	obl	отменили				VERB	0	0	sing
высокая	0	15	0	7	98		nomn	femn		ADJF	amod	температура	inan	nomn	femn	NOUN	0	0	sing
температура	0	15	0	7	99	inan	nomn	femn		NOUN	parataxis	непереносимости	inan	gent	femn	NOUN	0	0	sing
39	0	15	0	7	100						nummod	более				ADVB	0	0	
более	0	15	0	7	101					ADVB	advmod	недели	inan	gent	femn	NOUN	0	0	
недели	0	15	0	7	102	inan	gent	femn		NOUN	nmod	температура	inan	nomn	femn	NOUN	0	0	sing
и	0	15	0	7	103					CONJ	cc	последствии	inan	loct	neut	NOUN	0	0	
в	0	15	0	7	104					PREP	case	последствии	inan	loct	neut	NOUN	0	0	
последствии	0	15	0	7	105	inan	loct	neut		NOUN	conj	температура	inan	nomn	femn	NOUN	0	0	sing
пневмония	0	15	0	7	106	inan	nomn	femn		NOUN	nmod	последствии	inan	loct	neut	NOUN	0	0	sing
абраксан	0	15	0	7	107	anim	gent	femn		NOUN	obj	отменили				VERB	1	107	plur
отменили	0	15	0	7	108					VERB	ROOT	отменили				VERB	0	0	plur
оставили	0	15	0	7	109					VERB	conj	отменили				VERB	0	0	plur
гемцитабин	0	15	0	7	110	anim	nomn	masc		NOUN	obj	оставили				VERB	1	110	sing
в	0	15	0	7	111					PREP	case	монорежиме	inan	loct	masc	NOUN	0	0	
монорежиме	0	15	0	7	112	inan	loct	masc		NOUN	obl	оставили				VERB	0	0	sing
спустя	0	15	0	8	113					PREP	case	месяц	inan	accs	masc	NOUN	0	0	
месяц	0	15	0	8	114	inan	accs	masc		NOUN	obl	начали				VERB	0	0	sing
в	0	15	0	8	115					PREP	case	конце	inan	loct	masc	NOUN	0	0	
конце	0	15	0	8	116	inan	loct	masc		NOUN	conj	месяц	inan	accs	masc	NOUN	0	0	sing
сентября	0	15	0	8	117	inan	gent	masc		NOUN	nmod	конце	inan	loct	masc	NOUN	0	0	sing
2020	0	15	0	8	118						amod	г	inan	gent	masc	NOUN	0	0	
г	0	15	0	8	119	inan	gent	masc		NOUN	nmod	сентября	inan	gent	masc	NOUN	0	0	sing
начали	0	15	0	8	120					VERB	ROOT	начали				VERB	0	0	plur
курс	0	15	0	8	121	inan	nomn	masc		NOUN	obj	начали				VERB	0	0	sing
гемцитабина	0	15	0	8	122	anim	gent	masc		NOUN	nmod	курс	inan	nomn	masc	NOUN	1	122	sing
после	0	15	0	9	123					PREP	case	капельницы	inan	gent	femn	NOUN	0	0	
2	0	15	0	9	124						nummod	капельницы	inan	gent	femn	NOUN	0	0	
капельницы	0	15	0	9	125	inan	gent	femn		NOUN	obl	случился			masc	VERB	0	0	sing
случился	0	15	0	9	126			masc		VERB	ROOT	случился			masc	VERB	0	0	sing
анафилактический	0	15	0	9	127		nomn	masc		ADJF	amod	шок	inan	accs	masc	NOUN	0	0	sing
шок	0	15	0	9	128	inan	accs	masc		NOUN	nsubj	случился			masc	VERB	0	0	sing
и	0	15	0	9	129					CONJ	cc	отменили				VERB	0	0	
нам	0	15	0	9	130		datv		1per	NPRO	iobj	отменили				VERB	0	0	plur
его	0	15	0	9	131		accs	masc	3per	NPRO	obj	отменили				VERB	3	122	sing
отменили	0	15	0	9	132					VERB	conj	случился			masc	VERB	0	0	plur
долго	0	15	0	10	133					ADVB	advmod	приходили				VERB	0	0	
приходили	0	15	0	10	134					VERB	ROOT	приходили				VERB	0	0	plur
в	0	15	0	10	135					PREP	case	себя		accs		NPRO	0	0	
себя	0	15	0	10	136		accs			NPRO	obl	приходили				VERB	0	0	sing
и	0	15	0	10	137					CONJ	cc	прошли				VERB	0	0	
прошли	0	15	0	10	138					VERB	conj	приходили				VERB	0	0	plur
обследование	0	15	0	10	139	inan	accs	neut		NOUN	obj	прошли				VERB	0	0	sing
и	0	15	0	11	140					CONJ	cc	выросла			femn	VERB	0	0	
что	0	15	0	11	141					CONJ	mark	выросла			femn	VERB	0	0	
удивительно	0	15	0	11	142					ADVB	advmod	результатам	inan	datv	masc	NOUN	0	0	
по	0	15	0	11	143					PREP	case	результатам	inan	datv	masc	NOUN	0	0	
результатам	0	15	0	11	144	inan	datv	masc		NOUN	obl	выросла			femn	VERB	0	0	plur
кт	0	15	0	11	145						nmod	результатам	inan	datv	masc	NOUN	0	0	
опухоль	0	15	0	11	146	inan	nomn	femn		NOUN	nsubj	выросла			femn	VERB	0	0	sing
за	0	15	0	11	147					PREP	case	месяца	inan	gent	masc	NOUN	0	0	
4	0	15	0	11	148						nummod:gov	месяца	inan	gent	masc	NOUN	0	0	
месяца	0	15	0	11	149	inan	gent	masc		NOUN	obl	выросла			femn	VERB	0	0	sing
не	0	15	0	11	150					PRCL	advmod	выросла			femn	VERB	0	0	
выросла	0	15	0	11	151			femn		VERB	ROOT	выросла			femn	VERB	0	0	sing
хотя	0	15	0	11	152					CONJ	mark	прошли				VERB	0	0	
мы	0	15	0	11	153		nomn		1per	NPRO	nsubj	прошли				VERB	0	0	plur
толком	0	15	0	11	154					ADVB	advmod	прошли				VERB	0	0	
не	0	15	0	11	155					PRCL	advmod	прошли				VERB	0	0	
прошли	0	15	0	11	156					VERB	advcl	выросла			femn	VERB	0	0	plur
ни	0	15	0	11	157					PRCL	advmod	одного		gent	neut	ADJF	0	0	
одного	0	15	0	11	158		gent	neut		ADJF	nummod	курса	inan	gent	masc	NOUN	0	0	sing
курса	0	15	0	11	159	inan	gent	masc		NOUN	nsubj	прошли				VERB	0	0	sing
далее	0	15	0	12	160					ADVB	advmod	назначена			femn	PRTS	0	0	
была	0	15	0	12	161			femn		VERB	aux:pass	назначена			femn	PRTS	0	0	sing
назначена	0	15	0	12	162			femn		PRTS	ROOT	назначена			femn	PRTS	0	0	sing
таблеточная	0	15	0	12	163		nomn	femn		ADJF	amod	химия	inan	nomn	femn	NOUN	0	0	sing
химия	0	15	0	12	164	inan	nomn	femn		NOUN	nsubj:pass	назначена			femn	PRTS	2	0	sing
капецитабин	0	15	0	12	165	anim	nomn	masc		NOUN	appos	химия	inan	nomn	femn	NOUN	1	165	sing
пропили	0	15	0	13	166					VERB	ROOT	пропили				VERB	0	0	sing
без	0	15	0	13	167					PREP	case	побочки	inan	gent	femn	NOUN	0	0	
единой	0	15	0	13	168		gent	femn		ADJF	amod	побочки	inan	gent	femn	NOUN	0	0	sing
побочки	0	15	0	13	169	inan	gent	femn		NOUN	obl	пропили				VERB	0	0	sing
полный	0	15	0	13	170		nomn	masc		ADJF	amod	курс	inan	nomn	masc	NOUN	0	0	sing
курс	0	15	0	13	171	inan	nomn	masc		NOUN	obj	пропили				VERB	0	0	sing
закончили	0	15	0	14	172					VERB	ROOT	закончили				VERB	0	0	plur
его	0	15	0	14	173		accs	masc	3per	NPRO	obj	закончили				VERB	3	165	sing
в	0	15	0	14	174					PREP	case	январе	inan	loct	masc	NOUN	0	0	
январе	0	15	0	14	175	inan	loct	masc		NOUN	obl	закончили				VERB	0	0	sing
2021	0	15	0	14	176						amod	г	inan	gent	masc	NOUN	0	0	
г	0	15	0	14	177	inan	gent	masc		NOUN	nmod	январе	inan	loct	masc	NOUN	0	0	sing
мама	0	15	0	14	178	anim	nomn	femn		NOUN	nsubj	чувствовала			femn	VERB	0	0	sing
чувствовала	0	15	0	14	179			femn		VERB	ROOT	чувствовала			femn	VERB	0	0	sing
себя	0	15	0	14	180		accs			NPRO	obj	чувствовала			femn	VERB	0	0	sing
отлично	0	15	0	14	181					ADVB	advmod	чувствовала			femn	VERB	0	0	
ничего	0	15	0	15	182					ADVB	obj	беспокоило			neut	VERB	0	0	
не	0	15	0	15	183					PRCL	advmod	беспокоило			neut	VERB	0	0	
беспокоило	0	15	0	15	184			neut		VERB	ROOT	беспокоило			neut	VERB	0	0	sing
мы	0	15	0	15	185		nomn		1per	NPRO	nsubj	гуляли				VERB	0	0	plur
гуляли	0	15	0	15	186					VERB	conj	беспокоило			neut	VERB	0	0	plur
каждый	0	15	0	15	187	inan	accs	masc		ADJF	det	день	inan	accs	masc	NOUN	0	0	sing
день	0	15	0	15	188	inan	accs	masc		NOUN	obl	гуляли				VERB	0	0	sing
питалась	0	15	0	15	189			femn		VERB	conj	беспокоило			neut	VERB	0	0	sing
уже	0	15	0	15	190					ADVB	advmod	полноценно				ADVB	0	0	
полноценно	0	15	0	15	191					ADVB	advmod	питалась			femn	VERB	0	0	
по	0	15	0	16	192					PREP	case	завершению	inan	datv	neut	NOUN	0	0	
завершению	0	15	0	16	193	inan	datv	neut		NOUN	obl	сделали				VERB	0	0	sing
курса	0	15	0	16	194	inan	gent	masc		NOUN	nmod	завершению	inan	datv	neut	NOUN	0	0	sing
сделали	0	15	0	16	195					VERB	ROOT	сделали				VERB	0	0	plur
кт	0	15	0	16	196						obj	сделали				VERB	0	0	
и	0	15	0	17	197					CONJ	cc	выросла			femn	VERB	0	0	
к	0	15	0	17	198					PREP	case	ужасу	inan	datv	masc	NOUN	0	0	
нашему	0	15	0	17	199		datv	neut		ADJF	det	ужасу	inan	datv	masc	NOUN	0	0	sing
ужасу	0	15	0	17	200	inan	datv	masc		NOUN	obl	выросла			femn	VERB	0	0	sing
опухоль	0	15	0	17	201	inan	nomn	femn		NOUN	nsubj	выросла			femn	VERB	0	0	sing
выросла	0	15	0	17	202			femn		VERB	ROOT	выросла			femn	VERB	0	0	sing
на	0	15	0	17	203					PREP	case	капецитабине	anim	loct	masc	NOUN	0	0	
капецитабине	0	15	0	17	204	anim	loct	masc		NOUN	obl	выросла			femn	VERB	1	204	sing
почти	0	15	0	17	205					ADVB	advmod	раза	inan	gent	masc	NOUN	0	0	
в	0	15	0	17	206					PREP	case	раза	inan	gent	masc	NOUN	0	0	
2	0	15	0	17	207						nummod:gov	раза	inan	gent	masc	NOUN	0	0	
раза	0	15	0	17	208	inan	gent	masc		NOUN	obl	выросла			femn	VERB	0	0	sing
за	0	15	0	17	209					PREP	case	месяца	inan	gent	masc	NOUN	0	0	
3	0	15	0	17	210						nummod:gov	месяца	inan	gent	masc	NOUN	0	0	
месяца	0	15	0	17	211	inan	gent	masc		NOUN	obl	выросла			femn	VERB	0	0	sing
а	0	15	0	18	212					CONJ	cc	оставалась			femn	VERB	0	0	
на	0	15	0	18	213					PREP	case	капельницах	inan	loct	femn	NOUN	0	0	
неудавшихся	0	15	0	18	214		gent			ADJF	amod	капельницах	inan	loct	femn	NOUN	0	0	plur
капельницах	0	15	0	18	215	inan	loct	femn		NOUN	obl	оставалась			femn	VERB	0	0	plur
ранее	0	15	0	18	216					ADVB	advmod	оставалась			femn	VERB	0	0	
за	0	15	0	18	217					PREP	case	месяца	inan	gent	masc	NOUN	0	0	
4	0	15	0	18	218						nummod:gov	месяца	inan	gent	masc	NOUN	0	0	
месяца	0	15	0	18	219	inan	gent	masc		NOUN	obl	оставалась			femn	VERB	0	0	sing
оставалась	0	15	0	18	220			femn		VERB	ROOT	оставалась			femn	VERB	0	0	sing
прежней	0	15	0	18	221		ablt	femn		ADJF	xcomp	оставалась			femn	VERB	0	0	sing
районный	0	15	0	19	222		nomn	masc		ADJF	amod	онколог	anim	nomn	masc	NOUN	0	0	sing
онколог	0	15	0	19	223	anim	nomn	masc		NOUN	nsubj	развел			masc	VERB	0	0	sing
развел	0	15	0	19	224			masc		VERB	ROOT	развел			masc	VERB	0	0	sing
руками	0	15	0	19	225	inan	ablt	femn		NOUN	iobj	развел			masc	VERB	0	0	plur
сказав	0	15	0	19	226					GRND	advcl	развел			masc	VERB	0	0	
что	0	15	0	19	227					CONJ	mark	нет				PRED	0	0	
лечения	0	15	0	19	228	inan	gent	neut		NOUN	nsubj	нет				PRED	0	0	sing
больше	0	15	0	19	229					COMP	advmod	нет				PRED	0	0	
нет	0	15	0	19	230					PRED	ccomp	сказав				GRND	0	0	
согласно	0	15	0	19	231					PREP	case	протоколам	inan	datv	masc	NOUN	0	0	
протоколам	0	15	0	19	232	inan	datv	masc		NOUN	obl	нет				PRED	0	0	plur
которое	0	15	0	19	233		nomn	neut		ADJF	obj	может				VERB	0	0	sing
мама	0	15	0	19	234	anim	nomn	femn		NOUN	nsubj	может				VERB	0	0	sing
может	0	15	0	19	235				3per	VERB	acl:relcl	протоколам	inan	datv	masc	NOUN	0	0	sing
выдержать	0	15	0	19	236					INFN	xcomp	может				VERB	0	0	
и	0	15	0	19	237					CONJ	cc	отправил			masc	VERB	0	0	
отправил	0	15	0	19	238			masc		VERB	conj	может				VERB	0	0	sing
нас	0	15	0	19	239		gent		1per	NPRO	obj	отправил			masc	VERB	0	0	plur
на	0	15	0	19	240					PREP	case	консилиум	inan	nomn	masc	NOUN	0	0	
консилиум	0	15	0	19	241	inan	nomn	masc		NOUN	obl	отправил			masc	VERB	0	0	sing
в	0	15	0	19	242					PREP	case	больницу	inan	accs	femn	NOUN	0	0	
40	0	15	0	19	243						nummod	больницу	inan	accs	femn	NOUN	0	0	
больницу	0	15	0	19	244	inan	accs	femn		NOUN	obl	отправил			masc	VERB	0	0	sing
на	0	15	0	19	245					PREP	case	вднх	inan	loct	femn	NOUN	0	0	
вднх	0	15	0	19	246	inan	loct	femn		NOUN	obl	отправил			masc	VERB	0	0	sing
а	0	15	0	20	247					CONJ	cc	шок	inan	accs	masc	NOUN	0	0	
там	0	15	0	20	248					ADVB	advmod	шок	inan	accs	masc	NOUN	0	0	
был	0	15	0	20	249			masc		VERB	cop	там				ADVB	0	0	sing
просто	0	15	0	20	250					PRCL	advmod	шок	inan	accs	masc	NOUN	0	0	
шок	0	15	0	20	251	inan	accs	masc		NOUN	ROOT	шок	inan	accs	masc	NOUN	0	0	sing
узнали	0	15	0	21	252					VERB	ROOT	узнали				VERB	0	0	plur
диагноз	0	15	0	21	253	inan	nomn	masc		NOUN	obj	узнали				VERB	0	0	sing
и	0	15	0	21	254					CONJ	cc	возраст	inan	nomn	masc	NOUN	0	0	
возраст	0	15	0	21	255	inan	nomn	masc		NOUN	conj	диагноз	inan	nomn	masc	NOUN	0	0	sing
и	0	15	0	21	256					CONJ	cc	отмахнулись				VERB	0	0	
отмахнулись	0	15	0	21	257					VERB	conj	узнали				VERB	0	0	plur
просто	0	15	0	21	258					PRCL	advmod	отмахнулись				VERB	0	0	
сказали	0	15	0	22	259					VERB	ROOT	сказали				VERB	0	0	plur
