TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER		
писал	18	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	0.31921108118129066	0	0		
Друзья	18	anim	nomn	masc	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	0.31921108118129066	0	0		
помогите	18	-	-	-	-	VERB	punct	писал	VERB	-	-	masc	VERB	0.31921108118129066	0	0		
Очень	18	-	-	-	-	ADVB	advmod	жду	VERB	-	-	-	VERB	0.31921108118129066	0	0		
жду	18	-	-	-	1per	VERB	ROOT	жду	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
ответ	18	inan	accs	masc	-	NOUN	obj	жду	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
АЛЕКСАНДР	18	anim	nomn	masc	-	NOUN	nmod	ответ	NOUN	inan	accs	masc	NOUN	-0.24429876616756832	0	0		
здравствуйте	18	-	-	-	-	INTJ	nsubj	жду	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
понимаю	18	-	-	-	1per	VERB	xcomp	здравствуйте	INTJ	-	-	-	INTJ	-0.24429876616756832	0	0		
что	18	-	-	-	-	CONJ	mark	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
запись	18	inan	nomn	femn	-	NOUN	nsubj	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
была	18	-	-	femn	-	VERB	cop	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
давно	18	-	-	-	-	ADVB	advmod	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
но	18	-	-	-	-	CONJ	cc	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
хотелось	18	-	-	neut	-	VERB	ccomp	понимаю	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
бы	18	-	-	-	-	PRCL	aux	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
знать	18	-	-	-	-	INFN	xcomp	хотелось	VERB	-	-	neut	VERB	-0.24429876616756832	0	0		
как	18	-	-	-	-	CONJ	mark	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
Вы	18	-	nomn	-	2per	NPRO	nsubj	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
лечили	18	-	-	-	-	VERB	ccomp	знать	INFN	-	-	-	INFN	-0.24429876616756832	0	0		
некроз	18	inan	nomn	masc	-	NOUN	obj	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
папе	18	anim	datv	masc	-	NOUN	iobj	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
капают	18	-	-	-	3per	VERB	conj	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
кислоту	18	inan	accs	femn	-	NOUN	obj	капают	VERB	-	-	-	VERB	-0.24429876616756832	0	золендроновая кислота		
уже	18	-	-	-	-	ADVB	advmod	два	NUMR	-	nomn	masc	NUMR	-0.24429876616756832	0	0		
два	18	-	nomn	masc	-	NUMR	nummod:gov	года	NOUN	inan	gent	masc	NOUN	-0.24429876616756832	0	0		
года	18	inan	gent	masc	-	NOUN	obl	переживаю	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
переживаю	18	-	-	-	1per	VERB	conj	лечили	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
что	18	-	-	-	-	CONJ	obj	переживаю	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
будет	18	-	-	-	3per	VERB	xcomp	переживаю	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
некроз	18	inan	nomn	masc	-	NOUN	punct	жду	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
Некроз	19	inan	nomn	masc	-	NOUN	obl	лечится	VERB	-	-	-	VERB	-0.24429876616756832	0	0		
никак	19	-	-	-	-	ADVB	advmod	не	PRCL	-	-	-	PRCL	-0.03623366444039026	0	0		
не	19	-	-	-	-	PRCL	advmod	лечится	VERB	-	-	-	VERB	-0.03623366444039026	0	0		
лечится	19	-	-	-	3per	VERB	ROOT	лечится	VERB	-	-	-	VERB	-0.03623366444039026	0	0		
резекция	19	inan	nomn	femn	-	NOUN	nsubj	лечится	VERB	-	-	-	VERB	-0.03623366444039026	0	0		
повреждённых	19	-	gent	-	-	PRTF	amod	тканей	NOUN	inan	gent	femn	NOUN	-0.03623366444039026	0	0		
тканей	19	inan	gent	femn	-	NOUN	nmod	резекция	NOUN	inan	nomn	femn	NOUN	-0.03623366444039026	0	0		
либо	19	-	-	-	-	CONJ	cc	лечение	NOUN	inan	accs	neut	NOUN	-0.03623366444039026	0	0		
симптоматическое	19	-	nomn	neut	-	ADJF	amod	лечение	NOUN	inan	accs	neut	NOUN	-0.03623366444039026	0	0		
лечение	19	inan	accs	neut	-	NOUN	conj	резекция	NOUN	inan	nomn	femn	NOUN	-0.03623366444039026	0	0		
обезболивающие	19	-	nomn	-	-	PRTF	amod	антисептики	NOUN	inan	nomn	masc	NOUN	-0.03623366444039026	0	0		
антисептики	19	inan	nomn	masc	-	NOUN	conj	резекция	NOUN	inan	nomn	femn	NOUN	-0.03623366444039026	0	0		
и	19	-	-	-	-	CONJ	punct	лечится	VERB	-	-	-	VERB	-0.03623366444039026	0	0		
тд	19	-	-	-	-	-	punct	и	CONJ	-	-	-	CONJ	-0.03623366444039026	0	0		
Лечение	20	inan	accs	neut	-	NOUN	nsubj:pass	применяется	VERB	-	-	-	VERB	-0.03623366444039026	0	0		
метастазов	20	inan	gent	masc	-	NOUN	nmod	Лечение	NOUN	inan	accs	neut	NOUN	-0.001552201212487287	0	0		
костей	20	inan	gent	femn	-	NOUN	nmod	метастазов	NOUN	inan	gent	masc	NOUN	-0.001552201212487287	0	0		
стронцием	20	inan	ablt	masc	-	NOUN	nmod	Лечение	NOUN	inan	accs	neut	NOUN	-0.001552201212487287	0	сторониц		
или	20	-	-	-	-	CONJ	cc	самарием	NOUN	inan	ablt	masc	NOUN	-0.001552201212487287	0	0		
самарием	20	inan	ablt	masc	-	NOUN	conj	стронцием	NOUN	inan	ablt	masc	NOUN	-0.001552201212487287	0	самарий		
сейчас	20	-	-	-	-	ADVB	advmod	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
это	20	-	-	-	-	PRCL	nsubj:pass	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
эффективно	20	-	-	-	-	ADVB	advmod	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
применяется	20	-	-	-	3per	VERB	ROOT	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
и	20	-	-	-	-	CONJ	advmod	побочных	ADJF	-	gent	-	ADJF	-0.001552201212487287	0	0		
побочных	20	-	gent	-	-	ADJF	amod	последствий	NOUN	inan	gent	neut	NOUN	-0.001552201212487287	0	0		
последствий	20	inan	gent	neut	-	NOUN	nsubj:pass	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
минимум	20	inan	nomn	masc	-	NOUN	nmod	последствий	NOUN	inan	gent	neut	NOUN	-0.001552201212487287	0	0		
или	20	-	-	-	-	CONJ	cc	нет	PRED	-	-	-	PRED	-0.001552201212487287	0	0		
нет	20	-	-	-	-	PRED	conj	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
результаты	20	inan	nomn	masc	-	NOUN	nsubj	нет	PRED	-	-	-	PRED	-0.001552201212487287	0	0		
хорошие	20	-	nomn	-	-	ADJF	punct	применяется	VERB	-	-	-	VERB	-0.001552201212487287	0	0		
Не	21	-	-	-	-	PRCL	advmod	слышала	VERB	-	-	femn	VERB	-0.001552201212487287	0	0		
слышала	21	-	-	femn	-	VERB	ROOT	слышала	VERB	-	-	femn	VERB	-0.13196391906901475	0	0		
ни	21	-	-	-	-	PRCL	advmod	кого	NPRO	-	gent	masc	NPRO	-0.13196391906901475	0	0		
от	21	-	-	-	-	PREP	case	кого	NPRO	-	gent	masc	NPRO	-0.13196391906901475	0	0		
кого	21	-	gent	masc	-	NPRO	obl	слышала	VERB	-	-	femn	VERB	-0.13196391906901475	0	0		
на	21	-	-	-	-	PREP	case	форуме	NOUN	inan	loct	masc	NOUN	-0.13196391906901475	0	0		
форуме	21	inan	loct	masc	-	NOUN	obl	слышала	VERB	-	-	femn	VERB	-0.13196391906901475	0	0		
кто	21	-	nomn	masc	-	NPRO	nsubj	лечился	VERB	-	-	masc	VERB	-0.13196391906901475	0	0		
бы	21	-	-	-	-	PRCL	aux	лечился	VERB	-	-	masc	VERB	-0.13196391906901475	0	0		
лечился	21	-	-	masc	-	VERB	parataxis	слышала	VERB	-	-	femn	VERB	-0.13196391906901475	0	0		
изотопами	21	inan	ablt	masc	-	NOUN	iobj	слышала	VERB	-	-	femn	VERB	-0.13196391906901475	0	изотопы		
Константинова	21	anim	gent	masc	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	-0.13196391906901475	0	0		
Нина	21	anim	nomn	femn	-	NOUN	appos	Константинова	NOUN	anim	gent	masc	NOUN	0.04765565384430094	0	0		
16	21	-	-	-	-	-	appos	Нина	NOUN	anim	nomn	femn	NOUN	0.04765565384430094	0	0		
Апрель	21	inan	nomn	masc	-	NOUN	appos	Константинова	NOUN	anim	gent	masc	NOUN	0.04765565384430094	0	0		
2021	21	-	-	-	-	-	appos	Константинова	NOUN	anim	gent	masc	NOUN	0.04765565384430094	0	0		
6	21	-	-	-	-	-	nummod	12	-	-	-	-	-	0.04765565384430094	0	0		
12	21	-	-	-	-	-	appos	Константинова	NOUN	anim	gent	masc	NOUN	0.04765565384430094	0	0		
писал	21	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	0.04765565384430094	0	0		
Лечение	21	inan	accs	neut	-	NOUN	obj	писал	VERB	-	-	masc	VERB	0.04765565384430094	0	0		
метастазов	21	inan	gent	masc	-	NOUN	nmod	Лечение	NOUN	inan	accs	neut	NOUN	0.04765565384430094	0	0		
костей	21	inan	gent	femn	-	NOUN	nmod	метастазов	NOUN	inan	gent	masc	NOUN	0.04765565384430094	0	0		
стронцием	21	inan	ablt	masc	-	NOUN	nmod	Лечение	NOUN	inan	accs	neut	NOUN	0.04765565384430094	0	сторониц		
или	21	-	-	-	-	CONJ	cc	самарием	NOUN	inan	ablt	masc	NOUN	0.04765565384430094	0	0		
самарием	21	inan	ablt	masc	-	NOUN	conj	стронцием	NOUN	inan	ablt	masc	NOUN	0.04765565384430094	0	самарий		
сейчас	21	-	-	-	-	ADVB	advmod	применяется	VERB	-	-	-	VERB	0.04765565384430094	0	0		
это	21	-	-	-	-	PRCL	nsubj:pass	применяется	VERB	-	-	-	VERB	0.04765565384430094	0	0		
эффективно	21	-	-	-	-	ADVB	advmod	применяется	VERB	-	-	-	VERB	0.04765565384430094	0	0		
применяется	21	-	-	-	3per	VERB	conj	писал	VERB	-	-	masc	VERB	0.04765565384430094	0	0		
и	21	-	-	-	-	CONJ	advmod	последствий	NOUN	inan	gent	neut	NOUN	0.04765565384430094	0	0		
побочных	21	-	gent	-	-	ADJF	amod	последствий	NOUN	inan	gent	neut	NOUN	0.04765565384430094	0	0		
последствий	21	inan	gent	neut	-	NOUN	nsubj:pass	применяется	VERB	-	-	-	VERB	0.04765565384430094	0	0		
минимум	21	inan	nomn	masc	-	NOUN	nmod	последствий	NOUN	inan	gent	neut	NOUN	0.04765565384430094	0	0		
или	21	-	-	-	-	CONJ	cc	нет	PRED	-	-	-	PRED	0.04765565384430094	0	0		
нет	21	-	-	-	-	PRED	conj	применяется	VERB	-	-	-	VERB	0.04765565384430094	0	0		
результаты	21	inan	nomn	masc	-	NOUN	nsubj	нет	PRED	-	-	-	PRED	0.04765565384430094	0	0		
хорошие	21	-	nomn	-	-	ADJF	punct	писал	VERB	-	-	masc	VERB	0.04765565384430094	0	0		
А	21	-	-	-	-	CONJ	cc	счёт	NOUN	inan	accs	masc	NOUN	0.04765565384430094	0	0		
это	21	-	-	-	-	PRCL	nsubj	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
за	21	-	-	-	-	PREP	case	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
счёт	21	inan	accs	masc	-	NOUN	ROOT	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
ОМС	21	-	-	-	-	-	nmod	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
или	21	-	-	-	-	CONJ	cc	самим	ADJF	-	datv	-	ADJF	-0.026549366923669975	0	0		
самим	21	-	datv	-	-	ADJF	conj	ОМС	-	-	-	-	-	-0.026549366923669975	0	0		
только	21	-	-	-	-	ADVB	advmod	делать	INFN	-	-	-	INFN	-0.026549366923669975	0	0		
делать	21	-	-	-	-	INFN	nmod	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
за	21	-	-	-	-	PREP	case	свой	ADJF	inan	accs	masc	ADJF	-0.026549366923669975	0	0		
свой	21	inan	accs	masc	-	ADJF	obl	делать	INFN	-	-	-	INFN	-0.026549366923669975	0	0		
счёт	21	inan	accs	masc	-	NOUN	nmod	счёт	NOUN	inan	accs	masc	NOUN	-0.026549366923669975	0	0		
Олюшка	22	inan	nomn	femn	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	-0.026549366923669975	0	0		
П	22	inan	nomn	femn	-	NOUN	appos	Олюшка	NOUN	inan	nomn	femn	NOUN	0.06969698169268668	0	0		
16	22	-	-	-	-	-	appos	Олюшка	NOUN	inan	nomn	femn	NOUN	0.06969698169268668	0	0		
Апрель	22	inan	nomn	masc	-	NOUN	flat	16	-	-	-	-	-	0.06969698169268668	0	0		
2021	22	-	-	-	-	-	flat	16	-	-	-	-	-	0.06969698169268668	0	0		
21	22	-	-	-	-	-	nummod	47	-	-	-	-	-	0.06969698169268668	0	0		
47	22	-	-	-	-	-	nummod	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
писал	22	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
А	22	-	-	-	-	CONJ	obj	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
это	22	-	-	-	-	PRCL	nsubj	счёт	NOUN	inan	accs	masc	NOUN	0.06969698169268668	0	0		
за	22	-	-	-	-	PREP	case	счёт	NOUN	inan	accs	masc	NOUN	0.06969698169268668	0	0		
счёт	22	inan	accs	masc	-	NOUN	obl	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
ОМС	22	-	-	-	-	-	nmod	счёт	NOUN	inan	accs	masc	NOUN	0.06969698169268668	0	0		
или	22	-	-	-	-	CONJ	cc	самим	ADJF	-	datv	-	ADJF	0.06969698169268668	0	0		
самим	22	-	datv	-	-	ADJF	conj	ОМС	-	-	-	-	-	0.06969698169268668	0	0		
только	22	-	-	-	-	ADVB	advmod	делать	INFN	-	-	-	INFN	0.06969698169268668	0	0		
делать	22	-	-	-	-	INFN	xcomp	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
за	22	-	-	-	-	PREP	case	свой	ADJF	inan	accs	masc	ADJF	0.06969698169268668	0	0		
свой	22	inan	accs	masc	-	ADJF	obl	делать	INFN	-	-	-	INFN	0.06969698169268668	0	0		
счёт	22	inan	accs	masc	-	NOUN	obl	писал	VERB	-	-	masc	VERB	0.06969698169268668	0	0		
У	22	-	-	-	-	PREP	case	нас	NPRO	-	gent	-	NPRO	0.06969698169268668	0	0		
нас	22	-	gent	-	1per	NPRO	nmod	Ташкент	NOUN	inan	nomn	masc	NOUN	0.007046097423881292	0	0		
это	22	-	-	-	-	PRCL	nsubj	Ташкент	NOUN	inan	nomn	masc	NOUN	0.007046097423881292	0	0		
за	22	-	-	-	-	PREP	case	счёт	NOUN	inan	accs	masc	NOUN	0.007046097423881292	0	0		
свой	22	inan	accs	masc	-	ADJF	det	счёт	NOUN	inan	accs	masc	NOUN	0.007046097423881292	0	0		
счёт	22	inan	accs	masc	-	NOUN	nmod	это	PRCL	-	-	-	PRCL	0.007046097423881292	0	0		
Ташкент	22	inan	nomn	masc	-	NOUN	ROOT	Ташкент	NOUN	inan	nomn	masc	NOUN	0.007046097423881292	0	0		
но	22	-	-	-	-	CONJ	case	Ташкент	NOUN	inan	nomn	masc	NOUN	0.007046097423881292	0	0		
вполне	22	-	-	-	-	ADVB	advmod	подъемные	ADJF	-	nomn	-	ADJF	0.007046097423881292	0	0		
подъемные	22	-	nomn	-	-	ADJF	amod	цены	NOUN	inan	nomn	femn	NOUN	0.007046097423881292	0	0		
цены	22	inan	nomn	femn	-	NOUN	ROOT	цены	NOUN	inan	nomn	femn	NOUN	0.007046097423881292	0	0		
Всем	23	-	datv	-	-	ADJF	iobj	здравствуйте	INTJ	-	-	-	INTJ	0.007046097423881292	0	0		
здравствуйте	23	-	-	-	-	INTJ	ROOT	здравствуйте	INTJ	-	-	-	INTJ	-0.5659606158733368	0	0		
Очень	24	-	-	-	-	ADVB	advmod	прошу	VERB	-	-	-	VERB	-0.5659606158733368	0	0		
прошу	24	-	-	-	1per	VERB	ROOT	прошу	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
подсказать	24	-	-	-	-	INFN	xcomp	прошу	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
посоветовать	24	-	-	-	-	INFN	xcomp	подсказать	INFN	-	-	-	INFN	-0.18074952558215177	0	0		
или	24	-	-	-	-	CONJ	cc	может	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
может	24	-	-	-	3per	VERB	conj	прошу	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
кто	24	-	nomn	masc	-	NPRO	nsubj	проходил	VERB	-	-	masc	VERB	-0.18074952558215177	0	0		
из	24	-	-	-	-	PREP	case	форумчан	NOUN	anim	gent	masc	NOUN	-0.18074952558215177	0	0		
форумчан	24	anim	gent	masc	-	NOUN	nmod	кто	NPRO	-	nomn	masc	NPRO	-0.18074952558215177	0	0		
проходил	24	-	-	masc	-	VERB	ccomp	может	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
HIFU	24	-	-	-	-	-	iobj	проходил	VERB	-	-	masc	VERB	-0.18074952558215177	0	HIFU-терапия		
терапию	24	inan	accs	femn	-	NOUN	obj	проходил	VERB	-	-	masc	VERB	-0.18074952558215177	0	HIFU-терапия		
и	24	-	-	-	-	CONJ	cc	подскажет	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
подскажет	24	-	-	-	3per	VERB	conj	проходил	VERB	-	-	masc	VERB	-0.18074952558215177	0	0		
что	24	-	-	-	-	CONJ	mark	терапия	NOUN	inan	nomn	femn	NOUN	-0.18074952558215177	0	0		
это	24	-	-	-	-	PRCL	nsubj	терапия	NOUN	inan	nomn	femn	NOUN	-0.18074952558215177	0	0		
и	24	-	-	-	-	CONJ	advmod	действенная	ADJF	-	nomn	femn	ADJF	-0.18074952558215177	0	0		
действенная	24	-	nomn	femn	-	ADJF	amod	терапия	NOUN	inan	nomn	femn	NOUN	-0.18074952558215177	0	0		
ли	24	-	-	-	-	CONJ	advmod	действенная	ADJF	-	nomn	femn	ADJF	-0.18074952558215177	0	0		
данная	24	-	nomn	femn	-	PRTF	amod	терапия	NOUN	inan	nomn	femn	NOUN	-0.18074952558215177	0	0		
терапия	24	inan	nomn	femn	-	NOUN	nsubj	подскажет	VERB	-	-	-	VERB	-0.18074952558215177	0	HIFU-терапия		
вообще	24	-	-	-	-	ADVB	advmod	раке	NOUN	anim	loct	masc	NOUN	-0.18074952558215177	0	0		
а	24	-	-	-	-	CONJ	cc	раке	NOUN	anim	loct	masc	NOUN	-0.18074952558215177	0	0		
тем	24	-	-	-	-	CONJ	obl	более	ADVB	-	-	-	ADVB	-0.18074952558215177	0	0		
более	24	-	-	-	-	ADVB	advmod	раке	NOUN	anim	loct	masc	NOUN	-0.18074952558215177	0	0		
при	24	-	-	-	-	PREP	case	раке	NOUN	anim	loct	masc	NOUN	-0.18074952558215177	0	0		
раке	24	anim	loct	masc	-	NOUN	nmod	терапия	NOUN	inan	nomn	femn	NOUN	-0.18074952558215177	0	0		
поджелудочной	24	-	gent	femn	-	ADJF	punct	прошу	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
Нигде	24	-	-	-	-	ADVB	advmod	могу	VERB	-	-	-	VERB	-0.18074952558215177	0	0		
в	24	-	-	-	-	PREP	case	интернете	NOUN	inan	loct	masc	NOUN	0.014800361461109586	0	0		
интернете	24	inan	loct	masc	-	NOUN	obl	могу	VERB	-	-	-	VERB	0.014800361461109586	0	0		
не	24	-	-	-	-	PRCL	advmod	могу	VERB	-	-	-	VERB	0.014800361461109586	0	0		
могу	24	-	-	-	1per	VERB	ROOT	могу	VERB	-	-	-	VERB	0.014800361461109586	0	0		
найти	24	-	-	-	-	INFN	xcomp	могу	VERB	-	-	-	VERB	0.014800361461109586	0	0		
отзывов	24	inan	gent	masc	-	NOUN	obj	найти	INFN	-	-	-	INFN	0.014800361461109586	0	0		
вообще	24	-	-	-	-	ADVB	advmod	найти	INFN	-	-	-	INFN	0.014800361461109586	0	0		
никаких	24	-	gent	-	-	ADJF	punct	могу	VERB	-	-	-	VERB	0.014800361461109586	0	0		
Писала	23	-	-	femn	-	VERB	ROOT	Писала	VERB	-	-	femn	VERB	0.014800361461109586	0	0		
ранее	23	-	-	-	-	ADVB	advmod	Писала	VERB	-	-	femn	VERB	-0.10281081634041454	0	0		
в	23	-	-	-	-	PREP	case	форуме	NOUN	inan	loct	masc	NOUN	-0.10281081634041454	0	0		
форуме	23	inan	loct	masc	-	NOUN	obl	Писала	VERB	-	-	femn	VERB	-0.10281081634041454	0	0		
по	23	-	-	-	-	PREP	case	лечению	NOUN	inan	datv	neut	NOUN	-0.10281081634041454	0	0		
нашему	23	-	datv	neut	-	ADJF	det	лечению	NOUN	inan	datv	neut	NOUN	-0.10281081634041454	0	0		
предыдущему	23	-	datv	masc	-	ADJF	amod	лечению	NOUN	inan	datv	neut	NOUN	-0.10281081634041454	0	0		
лечению	23	inan	datv	neut	-	NOUN	nmod	форуме	NOUN	inan	loct	masc	NOUN	-0.10281081634041454	0	0		
химиопрепаратами	23	inan	ablt	masc	-	NOUN	nmod	форуме	NOUN	inan	loct	masc	NOUN	-0.10281081634041454	0	0		
поэтому	23	-	-	-	-	ADVB	advmod	повторю	VERB	-	-	-	VERB	-0.10281081634041454	0	0		
повторю	23	-	-	-	1per	VERB	conj	Писала	VERB	-	-	femn	VERB	-0.10281081634041454	0	0		
историю	23	inan	accs	femn	-	NOUN	obj	повторю	VERB	-	-	-	VERB	-0.10281081634041454	0	0		
для	23	-	-	-	-	PREP	case	понимания	NOUN	inan	gent	neut	NOUN	-0.10281081634041454	0	0		
понимания	23	inan	gent	neut	-	NOUN	obl	повторю	VERB	-	-	-	VERB	-0.10281081634041454	0	0		
У	23	-	-	-	-	PREP	case	мамочки	NOUN	anim	gent	femn	NOUN	-0.10281081634041454	0	0		
мамочки	23	anim	gent	femn	-	NOUN	obl	совершено	PRTS	-	-	neut	PRTS	0.1448731466035287	0	0		
79	23	-	-	-	-	-	nummod	лет	NOUN	inan	gent	masc	NOUN	0.1448731466035287	0	0		
лет	23	inan	gent	masc	-	NOUN	obl	совершено	PRTS	-	-	neut	PRTS	0.1448731466035287	0	0		
совершено	23	-	-	neut	-	PRTS	ROOT	совершено	PRTS	-	-	neut	PRTS	0.1448731466035287	0	0		
случайно	23	-	-	-	-	ADVB	advmod	совершено	PRTS	-	-	neut	PRTS	0.1448731466035287	0	0		
на	23	-	-	-	-	PREP	case	УЗИ	NOUN	inan	nomn	neut	NOUN	0.1448731466035287	0	0		
УЗИ	23	inan	nomn	neut	-	NOUN	obl	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
брюшной	23	-	nomn	masc	-	ADJF	amod	полости	NOUN	inan	loct	femn	NOUN	0.1448731466035287	0	0		
полости	23	inan	loct	femn	-	NOUN	nmod	УЗИ	NOUN	inan	nomn	neut	NOUN	0.1448731466035287	0	0		
обнаружили	23	-	-	-	-	VERB	conj	совершено	PRTS	-	-	neut	PRTS	0.1448731466035287	0	0		
рак	23	inan	accs	masc	-	NOUN	obj	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
головки	23	inan	nomn	femn	-	NOUN	nmod	рак	NOUN	inan	accs	masc	NOUN	0.1448731466035287	0	0		
поджелудочной	23	-	gent	femn	-	ADJF	xcomp	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
в	23	-	-	-	-	PREP	case	июне	NOUN	inan	loct	masc	NOUN	0.1448731466035287	0	0		
июне	23	inan	loct	masc	-	NOUN	obl	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
2020	23	-	-	-	-	-	amod	г	NOUN	inan	gent	masc	NOUN	0.1448731466035287	0	0		
г	23	inan	gent	masc	-	NOUN	nmod	июне	NOUN	inan	loct	masc	NOUN	0.1448731466035287	0	0		
В	23	-	-	-	-	PREP	case	итоге	NOUN	inan	loct	masc	NOUN	0.1448731466035287	0	0		
итоге	23	inan	loct	masc	-	NOUN	obl	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
по	23	-	-	-	-	PREP	case	результатам	NOUN	inan	datv	masc	NOUN	0.1448731466035287	0	0		
результатам	23	inan	datv	masc	-	NOUN	obl	обнаружили	VERB	-	-	-	VERB	0.1448731466035287	0	0		
биопсии	23	inan	gent	femn	-	NOUN	nmod	результатам	NOUN	inan	datv	masc	NOUN	0.1448731466035287	0	0		
аденокарцинома	23	inan	nomn	femn	-	NOUN	nmod	биопсии	NOUN	inan	gent	femn	NOUN	0.1448731466035287	0	0		
3	23	-	-	-	-	-	appos	аденокарцинома	NOUN	inan	nomn	femn	NOUN	0.1448731466035287	0	0		
стадия	23	inan	nomn	femn	-	NOUN	ROOT	стадия	NOUN	inan	nomn	femn	NOUN	0.1448731466035287	0	0		
В	23	-	-	-	-	PREP	case	июле	NOUN	inan	loct	masc	NOUN	0.1448731466035287	0	0		
июле	23	inan	loct	masc	-	NOUN	obl	начали	VERB	-	-	-	VERB	0.12384948700491805	0	0		
2020	23	-	-	-	-	-	amod	г	NOUN	inan	gent	masc	NOUN	0.12384948700491805	0	0		
г	23	inan	gent	masc	-	NOUN	nmod	июле	NOUN	inan	loct	masc	NOUN	0.12384948700491805	0	0		
начали	23	-	-	-	-	VERB	ROOT	начали	VERB	-	-	-	VERB	0.12384948700491805	0	0		
химиотерапию	23	inan	accs	femn	-	NOUN	obj	начали	VERB	-	-	-	VERB	0.12384948700491805	0	0		
Абраксан	23	anim	gent	femn	-	NOUN	nsubj	начали	VERB	-	-	-	VERB	0.12384948700491805	0	абраксан		
Гемцитабин	23	anim	nomn	masc	-	NOUN	flat:name	Абраксан	NOUN	anim	gent	femn	NOUN	0.12384948700491805	0	гемцитабин		
Сделали	23	-	-	-	-	VERB	ROOT	Сделали	VERB	-	-	-	VERB	0.12384948700491805	0	0		
только	23	-	-	-	-	ADVB	advmod	2	-	-	-	-	-	0.26703972613904625	0	0		
2	23	-	-	-	-	-	nummod:gov	процедуры	NOUN	inan	gent	femn	NOUN	0.26703972613904625	0	0		
процедуры	23	inan	gent	femn	-	NOUN	obj	Сделали	VERB	-	-	-	VERB	0.26703972613904625	0	0		
с	23	-	-	-	-	PREP	case	задержкой	NOUN	inan	ablt	femn	NOUN	0.26703972613904625	0	0		
задержкой	23	inan	ablt	femn	-	NOUN	nmod	процедуры	NOUN	inan	gent	femn	NOUN	0.26703972613904625	0	0		
в	23	-	-	-	-	PREP	case	неделю	NOUN	inan	accs	femn	NOUN	0.26703972613904625	0	0		
