TOKEN	NER	COREFERENCE_CLUSTER
разных	0	
частных	0	
работодателей	0	
то	0	
сотрудник	0	
госклиники	0	
жёстко	0	
подчинён	0	
интересам	0	
власти	0	
а	0	
по	0	
заданию	0	
власти	0	
чего	0	
только	0	
ни	0	
напишешь	0	
"		
"	0	
phone_number	0	
ну	0	
в	0	
штанах	0	
так	0	
в	0	
штанах	0	
вы	0	
я	0	
вижу	0	
в	0	
подштанных	0	
делах	0	
спец	0	
вам	0	
видимо	0	
виднее	0	
буду	0	
только	0	
рад	0	
если	0	
оказался	0	
не	0	
прав	0	
кушайте	0	
пилюли	0	
поправляйтесь	0	
"		
"	0	
светлана	0	
свет	0	
23	0	
октябрь	0	
2020	0	
15	0	
41	0	
писал	0	
спикер	0	
главный	0	
медицинский	0	
онколог	0	
emс	0	
профессор	0	
павел	0	
копосов	0	
слушайте	0	
а	0	
у	0	
них	0	
там	0	
какие	0	
еще	0	
есть	0	
онкологи	0	
строительные	0	
есть	0	
или	0	
еще	0	
какие	0	
ну	0	
просто	0	
если	0	
есть	0	
медицинский	0	
онколог	0	
то	0	
видимо	0	
есть	0	
и	0	
немедицинские	0	
"		
"	0	
батраз	0	
да	0	
это	0	
ужас	0	
конечно	0	
сотрудники	0	
деревянные	0	
у	0	
меня	0	
такое	0	
впечатление	0	
сложилось	0	
что	0	
я	0	
один	0	
из	0	
всего	0	
города	0	
делал	0	
такой	0	
перевод	0	
и	0	
они	0	
первый	0	
раз	0	
такое	0	
встречают	0	
сходите	0	
в	0	
другое	0	
отделение	0	
сбера	0	
все	0	
будет	0	
хорошо	0	
у	0	
вас	0	
все	0	
получится	0	
вчера	0	
оплатил	0	
скинул	0	
чек	0	
продавцу	0	
тут	0	
же	0	
прислали	0	
трэк	0	
код	0	
для	0	
отслеживания	0	
сегодня	0	
смотрел	0	
посылка	0	
уже	0	
ждёт	0	
отправки	0	
и	0	
з	0	
индии	0	
"		
"	0	
stellsa	0	
писал	0	
а	0	
18	0	
фев	0	
2021	0	
16	0	
34	0	
это	0	
что	0	
ж	0	
софдак	0	
теперь	0	
не	0	
покупать	0	
чтоли	0	
покупайте	0	
он	0	
также	0	
высокоэффективен	0	
stellsa	0	
писал	0	
а	0	
18	0	
фев	0	
2021	0	
16	0	
34	0	
у	0	
меня	0	
вообще	0	
мнение	0	
сложилось	0	
что	0	
просто	0	
от	0	
гепс	0	
1типа	0	
без	0	
коинфекций	0	
можно	0	
просто	0	
софосбувиром	0	
лечиться	0	
неправильное	0	
в	0	
корне	0	
мнение	0	
"		
"	0	
anachoret	0	
сказал	0	
а	0	
20	0	
май	0	
2014	0	
3	0	
14	0	
пп	0	
насколько	0	
лучше	0	
переносится	0	
этаперазин	0	
по	0	
сравнению	0	
с	0	
трифтазином	0	
малые	0	
дозы	0	
меньше	0	
ли	0	
у	0	
него	0	
риск	0	
развития	0	
экстрапирамидных	0	
расстройств	0	
паркинсонизма	0	
то	0	
есть	0	
мягче	0	
ли	0	
он	0	
трифтазина	0	
трифтазин	0	
я	0	
тоже	0	
пила	0	
намного	0	
легче	0	
переносится	0	
паркинсонизма	0	
не	0	
было	0	
даже	0	
без	0	
циклодола	0	
"		
"	0	
решил	0	
взять	0	
его	0	
на	0	
здравсити	0	
в	0	
питере	0	
на	0	
момент	0	
заказа	0	
было	0	
в	0	
наличии	0	
только	0	
6мг	0	
за	0	
11т	0	
р	0	
на	0	
следующий	0	
день	0	
появилось	0	
3мг	0	
твою	0	
мать	0	
но	0	
если	0	
пить	0	
самую	0	
минимальную	0	
дозу	0	
3мг	0	
то	0	
получается	0	
даже	0	
дешевле	0	
сегодня	0	
выпил	0	
первые	0	
1	0	
5мг	0	
пока	0	
сильного	0	
какого	0	
то	0	
эффекта	0	
не	0	
чувствуется	0	
но	0	
он	0	
должен	0	
ещё	0	
накопиться	0	
в	0	
течение	0	
недели	0	
тогда	0	
и	0	
надо	0	
смотреть	0	
стоит	0	
ли	0	
повышать	0	
"		
"	0	
здравствуйте	0	
у	0	
моей	0	
мамы	0	
тоже	0	
рак	0	
проблемы	0	
с	0	
желудком	0	
сейчас	0	
общаемся	0	
с	0	
опытным	0	
доктором	0	
проходим	0	
лечение	0	
маме	0	
лучше	0	
я	0	
видел	0	
у	0	
доктора	0	
пациентку	0	
у	0	
неё	0	
рак	0	
лёгкого	0	
4	0	
степени	0	
живёт	0	
уже	0	
более	0	
года	0	
и	0	
чувствует	0	
себя	0	
хорошо	0	
держимся	0	
всё	0	
будет	0	
хорошо	0	
каждый	0	
человек	0	
имеет	0	
право	0	
на	0	
долгую	0	
и	0	
счастливую	0	
жизнь	0	
здоровья	0	
вам	0	
и	0	
вашим	0	
близким	0	
если	0	
интересно	0	
пообщаться	0	
с	0	
доктором	0	
напишите	0	
мне	0	
я	0	
был	0	
в	0	
шоке	0	
от	0	
того	0	
что	0	
консультация	0	
у	0	
него	0	
бесплатная	0	
"		
"	0	
от	0	
тошноты	0	
на	0	
химии	0	
ещё	0	
часто	0	
выписывают	0	
ондансетрон	0	
например	0	
таблетки	0	
латран	0	
а	0	
также	0	
он	0	
может	0	
входить	0	
в	0	
премедикацию	0	
"		
"	0	
да	0	
да	0	
я	0	
же	0	
героин	0	
не	0	
килограммами	0	
продавал	0	
так	0	
пару	0	
грамм	0	
нина	0	
смешно	0	
же	0	
правда	0	
давайте	0	
оговоримся	0	
что	0	
речь	0	
про	0	
россию	0	
в	0	
случае	0	
продажи	0	
лекарства	0	
с	0	
рук	0	
гражданин	0	
нарушает	0	
ст	0	
14	0	
2	0	
коап	0	
незаконная	0	
продажа	0	
товаров	0	
иных	0	
вещей	0	
свободная	0	
реализация	0	
которых	0	
запрещена	0	
или	0	
ограничена	0	
по	0	
статье	0	
грозит	0	
штраф	0	
в	0	
размере	0	
от	0	
1500	0	
до	0	
2000	0	
рублей	0	
с	0	
конфискацией	0	
предметов	0	
административного	0	
правонарушения	0	
или	0	
без	0	
таковой	0	
если	0	
же	0	
были	0	
проданы	0	
наркотические	0	
или	0	
психотропные	0	
средства	0	
сильнодействующие	0	
или	0	
ядовитые	0	
вещества	0	
то	0	
грозит	0	
уголовная	0	
ответственность	0	
по	0	
ст	0	
228	0	
1	0	
и	0	
234	0	
ук	0	
рф	0	
"		
"	0	
больше	0	
месяца	0	
на	0	
латуде	0	
ухожу	0	
все	0	
апатично	0	
есть	0	
плюсы	0	
но	0	
они	0	
перекрываются	0	
каким	0	
то	0	
похуизмом	0	
и	0	
не	0	
хотением	0	
делать	0	
что	0	
либо	0	
попробую	0	
зайти	0	
на	0	
реагилу	0	
второй	0	
раз	0	
самый	0	
большой	0	
плюс	0	
латуды	0	
что	0	
полностью	0	
выстраивается	0	
сон	0	
вечером	0	
лег	0	
утром	0	
проснулся	0	
"		
"	0	
velokron	0	
в	0	
личке	0	
"		
"	0	
константинова	0	
нина	0	
9	0	
февраль	0	
2021	0	
9	0	
21	0	
писал	0	
врач	0	
обязан	0	
назначить	0	
это	0	
премедикация	0	
по	0	
протоколу	0	
препараты	0	
протонной	0	
помпы	0	
омез	0	
омепрозол	0	
и	0	
т	0	
п	0	
квамател	0	
ранитидин	0	
ондасетрон	0	
эменд	0	
от	0	
тошноты	0	
церукал	0	
и	0	
от	0	
тошноты	0	
противорвотное	0	
и	0	
хорошо	0	
восстанавливает	0	
моторику	0	
желудка	0	
и	0	
кишечника	0	
после	0	
химии	0	
три	0	
дня	0	
перед	0	
химией	0	
можно	0	
выпить	0	
кисель	0	
или	0	
что	0	
то	0	
обволакивающее	0	
премедикация	0	
перед	0	
в	0	
в	0	
введением	0	
была	0	
но	0	
дома	0	
еще	0	
2	0	
недели	0	
нужно	0	
принимать	0	
кселоду	0	
на	0	
дом	0	
не	0	
назначили	0	
ничего	0	
а	0	
мама	0	
лечится	0	
она	0	
сама	0	
не	0	
спросила	0	
"		
"	0	
nostrum	0	
impex	0	
писал	0	
а	0	
2	0	
окт	0	
2018	0	
14	0	
36	0	
сообщение	0	
nostrum	0	
impex	0	
2	0	
окт	0	
2018	0	
14	0	
36	0	
ограниченное	0	
предложение	0	
на	0	
hepcinat	0	
plus	0	
софосбувир	0	
400мг	0	
даклатасвир	0	
60мг	0	
от	0	
компании	0	
natco	0	
pharma	0	
курс	0	
лечения	0	
на	0	
12	0	
недель	0	
535	0	
предложение	0	
ограничено	0	
15	0	
курсами	0	
торопитесь	0	
предложение	0	
еще	0	
актуально	0	
подскажите	0	
выбираем	0	
препараты	0	
соф	0	
дак	0	
врач	0	
рекомендовал	0	
natco	0	
нужно	0	
2	0	
курса	0	
по	0	
12	0	
нед	0	
для	0	
двоих	0	
получается	0	
дороговато	0	
подскажите	0	
рассматриваем	0	
фирмы	0	
aprazer	0	
читали	0	
что	0	
это	0	
тоже	0	
завод	0	
natco	0	
или	0	
zydus	0	
они	0	
все	0	
являются	0	
лицензированными	0	
дженериками	0	
стоит	0	
ли	0	
переплачивать	0	
за	0	
natco	0	
и	0	
не	0	
страдает	0	
ли	0	
качество	0	
препаратов	0	
у	0	
других	0	
производителей	0	
ввиду	0	
их	0	
стоимости	0	
"		
"	0	
юлиялилия	0	
привет	0	
приветствую	0	
в	0	
рекомах	0	
для	0	
наивных	0	
с	0	
1b	0	
лечение	0	
8	0	
недель	0	
есть	0	
только	0	
при	0	
применении	0	
глекпиб	0	
мавирет	0	
софлед	0	
допускается	0	
при	0	
уровне	0	
исходной	0	
нагрузки	0	
не	0	
выше	0	
6	0	
млн	0	
ме	0	
мл	0	
на	0	
мавирете	0	
народу	0	
немного	0	
лечится	0	
нет	0	
дженериков	0	
а	0	
на	0	
софледе	0	
8	0	
недель	0	
если	0	
не	0	
путаю	0	
не	0	
было	0	
стандартная	0	
схема	0	
все	0	
таки	0	
12	0	
недель	0	
было	0	
только	0	
несколько	0	
случаев	0	
когда	0	
вынужденно	0	
заканчивали	0	
терапию	0	
раньше	0	
положенных	0	
12	0	
недель	0	
"		
"	0	
управление	0	
контроля	0	
качества	0	
продуктов	0	
и	0	
лекарственных	0	
средств	0	
сша	0	
fda	0	
одобрило	0	
новый	0	
препарат	0	
латуда	0	
луразидон	0	
hcl	0	
latuda	0	
в	0	
таблетках	0	
для	0	
лечения	0	
шизофрении	0	
у	0	
взрослых	0	
пациентов	0	
латуда	0	
относится	0	
к	0	
классу	0	
атипичных	0	
антипсихотических	0	
препаратов	0	
эффективность	0	
и	0	
безопасность	0	
препарата	0	
для	0	
лечения	0	
шизофрении	0	
были	0	
показаны	0	
в	0	
ходе	0	
четырех	0	
6	0	
недельных	0	
клинических	0	
испытаний	0	
наиболее	0	
распространенные	0	
побочные	0	
эффекты	0	
тошнота	0	
тремор	0	
замедленные	0	
движения	0	
взволнованность	0	
акатизия	0	
производителем	0	
препарата	0	
латуда	0	
является	0	
компания	0	
суновион	0	
фармасьютикалз	0	
sunovion	0	
pharmaceuticals	0	
inc	0	
http	0	
www	0	
latuda	0	
co	0	
ss	0	
release	0	
html	0	
"		
"	0	
цитата	0	
вы	0	
можете	0	
своё	0	
состояние	0	
оценить	0	
как	0	
депрессивное	0	
думаю	0	
что	0	
да	0	
другое	0	
дело	0	
что	0	
это	0	
состояние	0	
длится	0	
уже	0	
так	0	
долго	0	
что	0	
стало	0	
частью	0	
моего	0	
характера	0	
цитата	0	
скажите	0	
не	0	
наблюдали	0	
у	0	
себя	0	
1	0	
путаницу	0	
мыслей	0	
2	0	
обрывы	0	
мыслей	0	
3	0	
чувство	0	
пустоты	0	
в	0	
голове	0	
4	0	
ощущение	0	
каши	0	
из	0	
мыслей	0	
в	0	
голове	0	
нет	0	
обычно	0	
у	0	
меня	0	
в	0	
голове	0	
единовременно	0	
присутствует	0	
не	0	
более	0	
одной	0	
мысли	0	
мышление	0	
я	0	
бы	0	
скорее	0	
охарактеризовал	0	
как	0	
тягучее	0	
несколько	0	
заторможенное	0	
и	0	
малопродуктивное	0	
со	0	
стороны	0	
наверное	0	
может	0	
казаться	0	
что	0	
я	0	
крепко	0	
задумался	0	
а	0	
в	0	
действительности	0	
я	0	
медленно	0	
пережевываю	0	
разные	0	
незначительные	0	
наблюдения	0	
чувство	0	
пустоты	0	
в	0	
голове	0	
испытывал	0	
во	0	
время	0	
приема	0	
сероквеля	0	
цитата	0	
5	0	
не	0	
было	0	
ощущения	0	
звучания	0	
мыслей	0	
чувства	0	
отнятия	0	
мыслей	0	
эхо	0	
мыслей	0	
6	0	
не	0	
слышали	0	
в	0	
пустом	0	
помещении	0	
чужие	0	
голоса	0	
нет	0	
такого	0	
не	0	
было	0	
"		
"	0	
с	0	
разрешения	0	
администрации	0	
к	0	
заказу	0	
доступны	0	
1	0	
ninavir	0	
ремдесевир	0	
100мг	0	
1vial	0	
2	0	
akarvia	0	
фавипиравир	0	
200мг	0	
30с	0	
"		
"	0	
противником	0	
прививок	0	
может	0	
быть	0	
любой	0	
гражданин	0	
и	0	
это	0	
его	0	
право	0	
тем	0	
более	0	
в	0	
ситуации	0	
с	0	
ковидом	0	
но	0	
когда	0	
врач	0	
не	0	
рекомендует	0	
да	0	
еще	0	
высказывает	0	
мнение	0	
против	0	
это	0	
настораживает	0	
и	0	
врач	0	
против	0	
химиотерапии	0	
может	0	
быть	0	
не	0	
против	0	
вообще	0	
а	0	
только	0	
по	0	
показаниям	0	
думаю	0	
ошибка	0	
полностью	0	
довериться	0	
такому	0	
врачу	0	
раковые	0	
клетки	0	
вещь	0	
злая	0	
и	0	
коварная	0	
все	0	
это	0	
знают	0	
хорошо	0	
травками	0	
и	0	
убеждениями	0	
рак	0	
не	0	
лечится	0	
"		
"	0	
nostrum	0	
impex	0	
соф	0	
вел	0	
600	0	
дол	0	
с	0	
доставкой	0	
курьером	0	
емс	0	
кто	0	
производитель	0	
срок	0	
годности	0	
"		
"	0	
здравствуйте	0	
а	0	
подскажите	0	
в	0	
крым	0	
сколько	0	
идёт	0	
посылка	0	
"		
"	0	
здравствуйте	0	
я	0	
применяю	0	
труксал	0	
как	0	
снотворное	0	
по	0	
100	0	
мг	0	
на	0	
ночь	0	
с	0	
феназепамом	0	
сначала	0	
принимала	0	
по	0	
50	0	
мг	0	
но	0	
наверное	0	
привыкла	0	
пришлось	0	
увеличить	0	
дозу	0	
до	0	
100	0	
мг	0	
вызывает	0	
ли	0	
труксал	0	
привыкание	0	
как	0	
перейти	0	
на	0	
меньшую	0	
дозу	0	
при	0	
снижении	0	
дозы	0	
плохо	0	
засыпаю	0	
и	0	
сплю	0	
лечащий	0	
врач	0	
согласна	0	
с	0	
любо	0	
дозой	0	
"		
"	0	
nostrum	0	
impex	0	
писал	0	
а	0	
3	0	
ноя	0	
2019	0	
9	0	
15	0	
osip	0	
писал	0	
а	0	
2	0	
ноя	0	
2019	0	
18	0	
19	0	
все	0	
поучил	0	
теперь	0	
я	0	
спокое	0	
здравствуйте	0	
фото	0	
выложите	0	
пожалуйста	0	
того	0	
что	0	
получили	0	
а	0	
то	0	
не	0	
понятен	0	
отзыв	0	
и	0	
выздороветь	0	
вам	0	
скорее	0	
желаем	0	
получил	0	
только	0	
трек	0	
номер	0	
фото	0	
будет	0	
когда	0	
посылку	0	
буду	0	
в	0	
руках	0	
держать	0	
"		
"	0	
влад0201	0	
12	0	
октябрь	0	
2020	0	
6	0	
31	0	
писал	0	
помогают	0	
ли	0	
бады	0	
при	0	
химиотерапии	0	
рекомендуют	0	
трансфер	0	
фактор	0	
если	0	
кто	0	
нибудь	0	
знает	0	
о	0	
пользе	0	
на	0	
своём	0	
опыте	0	
просьба	0	
поделиться	0	
а	0	
мне	0	
вот	0	
просто	0	
интересно	0	
кто	0	
вам	0	
рекомендует	0	
эти	0	
бады	0	
врач	0	
или	0	
кто	0	
"		
"	0	
ребята	0	
а	0	
почему	0	
в	0	
первом	0	
отзыве	0	
город	0	
архангельск	0	
написан	0	
с	0	
ошибкой	0	
человек	0	
который	0	
живет	0	
в	0	
этом	0	
городе	0	
не	0	
знает	0	
как	0	
он	0	
правильно	0	
пишется	0	
"		
"	0	
лет	0	
7	0	
назад	0	
назначили	0	
мне	0	
этот	0	
препарат	0	
по	0	
таблетки	0	
на	0	
ночь	0	
диагноз	0	
невроз	0	
навязчивых	0	
состояний	0	
получил	0	
в	0	
диспансере	0	
по	0	
знакомству	0	
собственно	0	
он	0	
мне	0	
не	0	
помог	0	
ни	0	
как	0	
и	0	
я	0	
прекратил	0	
его	0	
прием	0	
зато	0	
положительным	0	
его	0	
моментом	0	
было	0	
то	0	
что	0	
выпив	0	
его	0	
минут	0	
через	0	
30	0	
хотелось	0	
спать	0	
и	0	
хорошо	0	
засыпалось	0	
а	0	
утром	0	
я	0	
вставал	0	
раньше	0	
обычного	0	
обычно	0	
8	0	
0	0	
с	0	
трудом	0	
при	0	
чем	0	
отлично	0	
выспавшимся	0	
обычно	0	
я	0	
ложусь	0	
спать	0	
около	0	
24	0	
0	0	
и	0	
засыпаю	0	
плохо	0	
бывает	0	
лежу	0	
ворочаюсь	0	
и	0	
не	0	
могу	0	
уснуть	0	
часа	0	
2	0	
3	0	
принимаю	0	
иногда	0	
половинку	0	
донормила	0	
обычно	0	
помогает	0	
встаю	0	
где	0	
то	0	
в	0	
8	0	
0	0	
9	0	
0	0	
с	0	
неохотой	0	
вялым	0	
и	0	
чумным	0	
и	0	
около	0	
часа	0	
отхожу	0	
ото	0	
сна	0	
вспомнил	0	
про	0	
тизерцин	0	
и	0	
решил	0	
принимать	0	
его	0	
в	0	
случаи	0	
бессоницы	0	
но	0	
в	0	
аптеке	0	
сказали	0	
что	0	
у	0	
них	0	
нет	0	
лицензии	0	
на	0	
такой	0	
препарат	0	
частный	0	
врач	0	
у	0	
которого	0	
я	0	
наблюдался	0	
сказал	0	
что	0	
не	0	
может	0	
мне	0	
его	0	
выписать	0	
его	0	
назначение	0	
будет	0	
на	0	
него	0	
не	0	
действительно	0	
а	0	
только	0	
гос	0	
учреждение	0	
может	0	
мне	0	
хочется	0	
узнать	0	
что	0	
в	0	
нем	0	
такого	0	
особенного	0	
чем	0	
он	0	
так	0	
опасен	0	
кто	0	
может	0	
мне	0	
его	0	
выписать	0	
если	0	
что	0	
в	0	
диспансере	0	
уже	0	
не	0	
дадут	0	
"		
"	0	
тизерцин	0	
слабее	0	
клозапина	0	
по	0	
седации	0	
"		
"	0	
скажите	0	
пожалуйста	0	
как	0	
принимать	0	
велпанат	0	
до	0	
еды	0	
или	0	
после	0	
муж	0	
утром	0	
пьёт	0	
и	0	
через	0	
2	0	
часа	0	
перекусывает	0	
"		
"	0	
eli	0	
lilly	0	
может	0	
выплатить	0	
1	0	
400	0	
0	0	
0	0	
за	0	
попытку	0	
замолчать	0	
побочные	0	
эффекты	0	
зипрексы	0	
via	0	
skeptic	0	
пересказ	0	
части	0	
прочитанного	0	
lilly	0	
said	0	
to	0	
be	0	
near	0	
1	0	
4	0	
billion	0	
u	0	
s	0	
settlement	0	
ny	0	
times	0	
by	0	
gardiner	0	
harris	0	
and	0	
alex	0	
berenson	0	
published	0	
january	0	
14	0	
2009	0	
среди	0	
обвинений	0	
рассматриваемых	0	
в	0	
суде	0	
преднамеренный	0	
план	0	
по	0	
опосредованному	0	
навязыванию	0	
препарата	0	
зипрекса	0	
оланзапин	0	
детям	0	
у	0	
которых	0	
он	0	
вызывает	0	
особенно	0	
тяжелые	0	
нарушения	0	
метаболизма	0	
и	0	
предрасполагает	0	
к	0	
диабету	0	
а	0	
также	0	
пожилым	0	
людям	0	
у	0	
которых	0	
он	0	
повышает	0	
риск	0	
смерти	0	
представители	0	
компании	0	
убеждали	0	
врачей	0	
в	0	
эффективности	0	
лекарства	0	
за	0	
пределами	0	
его	0	
основного	0	
предназначения	0	
купирования	0	
психозов	0	
при	0	
аутизме	0	
у	0	
детей	0	
для	0	
успокоения	0	
возбужденных	0	
пожилых	0	
людей	0	
с	0	
деменцией	0	
в	0	
декабре	0	
2006	0	
года	0	
газета	0	
нью	0	
йорк	0	
таймс	0	
раскрыла	0	
сотни	0	
внутренних	0	
сообщений	0	
и	0	
документов	0	
корпорации	0	
eli	0	
lilly	0	
из	0	
которых	0	
стало	0	
понятно	0	
что	0	
верхушка	0	
менеджмента	0	
на	0	
протяжении	0	
нескольких	0	
лет	0	
знала	0	
о	0	
тяжелых	0	
побочных	0	
действиях	0	
зипрексы	0	
но	0	
пыталась	0	
смягчить	0	
обсуждение	0	
этого	0	
факта	0	
так	0	
в	0	
одном	0	
email	0	
сообщении	0	
говорится	0	
о	0	
том	0	
что	0	
группа	0	
эндокринологов	0	
нанятых	0	
корпорацией	0	
предупреждает	0	
управляющих	0	
если	0	
мы	0	
не	0	
признаемся	0	
в	0	
этом	0	
трудно	0	
даже	0	
предвидеть	0	
возможные	0	
последствия	0	
сообщение	0	
датируется	0	
2000	0	
годом	0	
после	0	
появления	0	
статей	0	
корпорация	0	
стала	0	
угрожать	0	
судебными	0	
преследованиями	0	
доктору	0	
дэвиду	0	
эгилману	0	
david	0	
egilman	0	
предоставившему	0	
документы	0	
редакции	0	
new	0	
york	0	
times	0	
еще	0	
неясно	0	
закончатся	0	
ли	0	
все	0	
разбирательства	0	
выплатой	0	
большого	0	
откупного	0	
новый	0	
иск	0	
подан	0	
в	0	
калифорнии	0	
бывшей	0	
работницей	0	
eli	0	
lilly	0	
джейдин	0	
висенте	0	
которая	0	
обвиняет	0	
корпорацию	0	
в	0	
длительном	0	
использовании	0	
незаконных	0	
приёмов	0	
маркетинга	0	
компания	0	
уже	0	
выплатила	0	
немалые	0	
суммы	0	
за	0	
зипрексу	0	
в	0	
ходе	0	
других	0	
разбирательств	0	
62	0	
млн	0	
долл	0	
в	0	
32	0	
штатах	0	
15	0	
млн	0	
долл	0	
в	0	
аляске	0	
и	0	
согласилась	0	
выплатить	0	
1	0	
2	0	
млрд	0	
долл	0	
31	0	
тысяче	0	
истцов	0	
подавших	0	
коллективный	0	
иск	0	
конечно	0	
нужно	0	
отметить	0	
заслуги	0	
корпораций	0	
в	0	
разработке	0	
препаратов	0	
и	0	
то	0	
что	0	
возможно	0	
иногда	0	
необходимо	0	
их	0	
применять	0	
при	0	
непредвиденных	0	
обстоятельствах	0	
не	0	
говоря	0	
уже	0	
о	0	
выраженном	0	
психозе	0	
но	0	
кажется	0	
в	0	
сша	0	
маятник	0	
сильно	0	
качнулся	0	
в	0	
сторону	0	
таблетизации	0	
и	0	
сейчас	0	
идет	0	
обратная	0	
реакция	0	
что	0	
вполне	0	
закономерно	0	
в	0	
стране	0	
где	0	
законы	0	
действуют	0	
"		
"	0	
константинова	0	
нина	0	
9	0	
октябрь	0	
2020	0	
21	0	
17	0	
писал	0	
у	0	
брата	0	
был	0	
рак	0	
поджелудочной	0	
также	0	
трясло	0	
5	0	
7	0	
минут	0	
накрывался	0	
одеялом	0	
и	0	
всех	0	
ввгонял	0	
похоже	0	
на	0	
приступ	0	
эпилепсии	0	
он	0	
не	0	
принимал	0	
никаких	0	
химий	0	
только	0	
морфин	0	
операция	0	
была	0	
полиативная	0	
недавно	0	
коллега	0	
на	0	
работе	0	
рассказала	0	
тоже	0	
самое	0	
о	0	
маме	0	
на	0	
химии	0	
после	0	
операции	0	
видимо	0	
это	0	
проявление	0	
синдрома	0	
без	0	
связи	0	
к	0	
конкретному	0	
препарату	0	
у	0	
мужа	0	
через	0	
месяц	0	
после	0	
гемзара	0	
тэла	0	
умер	0	
нина	0	
а	0	
у	0	
брата	0	
почему	0	
не	0	
было	0	
химий	0	
отказались	0	
сами	0	
и	0	
трясло	0	
просто	0	
ни	0	
с	0	
того	0	
не	0	
с	0	
сего	0	
и	0	
последняя	0	
фраза	0	
у	0	
мужа	0	
ктото	0	
умер	0	
на	0	
гемзаре	0	
я	0	
не	0	
поняла	0	
"		
"	0	
если	0	
ребёнок	0	
10	0	
лет	0	
принимает	0	
труксал	0	
не	0	
вызывает	0	
ли	0	
это	0	
ухудшение	0	
памяти	0	
"		
"	0	
масловы	0	
8	0	
ноябрь	0	
2020	0	
19	0	
53	0	
писал	0	
да	0	
я	0	
собственно	0	
здесь	0	
все	0	
и	0	
описала	0	
в	0	
другой	0	
теме	0	
про	0	
побочку	0	
от	0	
гемцитабина	0	
только	0	
по	0	
всем	0	
темам	0	
уже	0	
прошлась	0	
нашла	0	
в	0	
общих	0	
чертах	0	
но	0	
мало	0	
отзывов	0	
именно	0	
об	0	
одном	0	
капецитабине	0	
и	0	
именно	0	
у	0	
пожилого	0	
человека	0	
доброй	0	
ночи	0	
у	0	
меня	0	
мама	0	
принимала	0	
кселоду	0	
правда	0	
с	0	
платиной	0	
ей	0	
65	0	
но	0	
пока	0	
искали	0	
источник	0	
боли	0	
прошло	0	
полтора	0	
года	0	
лечили	0	
весь	0	
жкт	0	
но	0	
не	0	
могли	0	
поставить	0	
диагноз	0	
за	0	
эти	0	
полтора	0	
года	0	
мама	0	
потеряла	0	
20	0	
кг	0	
гемоглобин	0	
упал	0	
до	0	
80	0	
ее	0	
норма	0	
всегда	0	
был	0	
145	0	
150	0	
анализы	0	
перед	0	
операцией	0	
были	0	
плачевными	0	
правда	0	
у	0	
неё	0	
рак	0	
кишечника	0	
как	0	
только	0	
нашли	0	
сразу	0	
прооперировали	0	
и	0	
назначили	0	
химию	0	
но	0	
тоже	0	
очень	0	
боялись	0	
выдержит	0	
ли	0	
она	0	
так	0	
как	0	
очень	0	
была	0	
слаба	0	
в	0	
палате	0	
с	0	
ней	0	
лежали	0	
женщины	0	
которым	0	
были	0	
и	0	
80	0	
и	0	
85	0	
они	0	
на	0	
фоне	0	
мамы	0	
на	0	
тот	0	
момент	0	
выглядели	0	
и	0	
моложе	0	
и	0	
бодрыми	0	
за	0	
мамой	0	
ухаживали	0	
у	0	
нас	0	
все	0	
уже	0	
позади	0	
закончили	0	
весь	0	
курс	0	
от	0	
платины	0	
плохо	0	
только	0	
первые	0	
4	0	
дня	0	
во	0	
время	0	
капельницы	0	
у	0	
мамы	0	
повышалась	0	
давление	0	
мы	0	
следили	0	
за	0	
этим	0	
кселоду	0	
выпивала	0	
целиком	0	
чтобы	0	
растворялась	0	
в	0	
кишечнике	0	
ноги	0	
руки	0	
немели	0	
но	0	
терпимо	0	
мазали	0	
руки	0	
ноги	0	
кремом	0	
с	0	
мочевиной	0	
мы	0	
все	0	
эти	0	
месяцы	0	
провели	0	
на	0	
даче	0	
на	0	
природе	0	
легче	0	
переносится	0	
в	0	
каждом	0	
курсе	0	
были	0	
сильные	0	
поносы	0	
1	0	
2	0	
дня	0	
мы	0	
тогда	0	
пропускали	0	
этот	0	
день	0	
и	0	
продолжали	0	
со	0	
следующего	0	
дня	0	
курс	0	
последний	0	
четвёртый	0	
мама	0	
перенесла	0	
очень	0	
тяжело	0	
слабость	0	
была	0	
сильная	0	
ноги	0	
болели	0	
две	0	
недели	0	
потом	0	
приходила	0	
в	0	
себя	0	
сейчас	0	
уже	0	
намного	0	
лучше	0	
появилась	0	
аппетит	0	
потихоньку	0	
начала	0	
набирать	0	
вес	0	
лейкоциты	0	
тромбоциты	0	
падали	0	
алт	0	
аст	0	
повышался	0	
но	0	
все	0	
приходить	0	
в	0	
норму	0	
мама	0	
говорит	0	
тяжело	0	
но	0	
терпимо	0	
мы	0	
ее	0	
очень	0	
берегли	0	
от	0	
простуд	0	
все	0	
время	0	
проверяли	0	
температуру	0	
мерили	0	
давление	0	
следили	0	
за	0	
весом	0	
питанием	0	
"		
"	0	
хотя	0	
я	0	
думаю	0	
что	0	
из	0	
за	0	
менингита	0	
мне	0	
диагноз	0	
поставили	0	
"		
"	0	
да	0	
да	0	
я	0	
извиняюсь	0	
от	0	
аминазина	0	
есть	0	
экстрапирамидки	0	
конечно	0	
я	0	
просто	0	
больше	0	
100мг	0	
аминазина	0	
не	0	
пью	0	
а	0	
