TOKEN	TOKEN_VECT	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_VECTHEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	HEAD_CHILDS_VECT	NER	COREFERENCE_CLUSTER	HEAD_VECT	
возрастная	0.04444001987576485	110	-	nomn	femn	-	ADJF	punct	тоже		-	-	-	PRCL	0.011029078314701716	0.06529534049332142	0	0	-0.09750344604253769	
Ещё	-0.21213889122009277	110	-	-	-	-	ADVB	ROOT	Ещё		-	-	-	ADVB	-0.03711081556975841	-0.408495232462883	0	0	-0.16356393694877625	
эффективная	-0.1675034910440445	110	-	nomn	femn	-	ADJF	amod	схема		inan	nomn	femn	NOUN	-0.03711081556975841	-0.10475697927176952	0	0	-0.7315851449966431	
схема	-0.7315851449966431	110	inan	nomn	femn	-	NOUN	nsubj	Ещё		-	-	-	ADVB	-0.03711081556975841	-0.408495232462883	0	0	-0.16356393694877625	
Фолфиринокс	-0.04201046749949455	110	inan	nomn	masc	-	NOUN	appos	схема		inan	nomn	femn	NOUN	-0.03711081556975841	-0.10475697927176952	мед	фолфиринокс	-0.7315851449966431	
но	-0.23804950714111328	110	-	-	-	-	CONJ	cc	сказали		-	-	-	VERB	-0.03711081556975841	0.12507837638258934	0	0	-0.08540531992912292	
её	0.3307189345359802	110	-	gent	neut	-	ADJF	obj	сказали		-	-	-	VERB	-0.03711081556975841	0.12507837638258934	мед	фолфиринокс	-0.08540531992912292	
нам	0.14491517841815948	110	-	datv	-	1per	NPRO	iobj	сказали		-	-	-	VERB	-0.03711081556975841	0.12507837638258934	0	0	-0.08540531992912292	
сразу	0.26272889971733093	110	-	-	-	-	ADVB	advmod	сказали		-	-	-	VERB	-0.03711081556975841	0.12507837638258934	0	0	-0.08540531992912292	
сказали	-0.08540531992912292	110	-	-	-	-	VERB	conj	Ещё		-	-	-	ADVB	-0.03711081556975841	-0.408495232462883	0	0	-0.16356393694877625	
нет	0.3672216534614563	110	-	-	-	-	PRED	ROOT	нет		-	-	-	PRED	-0.03711081556975841	0.0	0	0	0.3672216534614563	
Из	0.46153897047042847	110	-	-	-	-	PREP	case	токсичности		inan	gent	femn	NOUN	0.4995610813299815	0.46153897047042847	0	0	0.3446613848209381	
за	0.6924828886985779	110	-	-	-	-	PREP	fixed	Из		-	-	-	PREP	0.4995610813299815	0.6924828886985779	0	0		
токсичности	0.3446613848209381	110	inan	gent	femn	-	NOUN	ROOT	токсичности		inan	gent	femn	NOUN	0.4995610813299815	0.46153897047042847	0	0	0.3446613848209381	
И	-0.16761508584022522	110	-	-	-	-	CONJ	cc	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
Вам	-0.7071680426597595	110	-	datv	-	2per	NPRO	iobj	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
наверное	0.19924220442771912	110	-	-	-	-	CONJ	advmod	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
тоже	-0.09750344604253769	110	-	-	-	-	PRCL	advmod	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
так	-0.32659250497817993	110	-	-	-	-	CONJ	advmod	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
скажут	0.19372747838497162	110	-	-	-	3per	VERB	ROOT	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
из	0.46153897047042847	110	-	-	-	-	PREP	case	сердца		inan	gent	neut	NOUN	0.0401253460182084	0.5770109295845032	0	0	0.11301565170288086	
за	0.6924828886985779	110	-	-	-	-	PREP	case	сердца		inan	gent	neut	NOUN	0.0401253460182084	0.5770109295845032	0	0	0.11301565170288086	
сердца	0.11301565170288086	110	inan	gent	neut	-	NOUN	obl	скажут		-	-	-	VERB	0.0401253460182084	-0.16443687056501707	0	0	0.19372747838497162	
Масловы	-0.18406598269939423	111	anim	nomn	-	-	NOUN	nsubj	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
18	-0.4514988362789154	111	-	-	-	-	-	nummod	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
Март	-0.4603883624076843	111	inan	nomn	masc	-	NOUN	flat	18		-	-	-	-	-0.18365535456687213	-0.5088642239570618	0	0	-0.4514988362789154	
2021	-0.5573400855064392	111	-	-	-	-	-	flat	18		-	-	-	-	-0.18365535456687213	-0.5088642239570618	0	0	-0.4514988362789154	
16	-0.5318800210952759	111	-	-	-	-	-	nummod	52		-	-	-	-	-0.18365535456687213	-0.5318800210952759	0	0	-0.32899725437164307	
52	-0.32899725437164307	111	-	-	-	-	-	nummod	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
писал	-0.9630599617958069	111	-	-	masc	-	VERB	ROOT	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
А	-0.466221421957016	111	-	-	-	-	CONJ	obl	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
это	0.08339562267065048	111	-	-	-	-	PRCL	nsubj	аннотации		inan	nomn	femn	NOUN	-0.18365535456687213	0.04284889344125986	0	0	0.06321850419044495	
и	-0.16761508584022522	111	-	-	-	-	CONJ	advmod	аннотации		inan	nomn	femn	NOUN	-0.18365535456687213	0.04284889344125986	0	0	0.06321850419044495	
в	0.28417888283729553	111	-	-	-	-	PREP	case	аннотации		inan	nomn	femn	NOUN	-0.18365535456687213	0.04284889344125986	0	0	0.06321850419044495	
аннотации	0.06321850419044495	111	inan	nomn	femn	-	NOUN	obl	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
к	-0.23654234409332275	111	-	-	-	-	PREP	case	иринотекану		inan	datv	masc	NOUN	-0.18365535456687213	-0.23654234409332275	0	0	-0.02856384590268135	
иринотекану	-0.02856384590268135	111	inan	datv	masc	-	NOUN	nmod	аннотации		inan	nomn	femn	NOUN	-0.18365535456687213	0.04284889344125986	мед	иринотекан	0.06321850419044495	
в	0.28417888283729553	111	-	-	-	-	PREP	discourse	написано		-	-	neut	PRTS	-0.18365535456687213	0.24356641620397568	0	0	-0.10765312612056732	
первую	-0.09448935836553574	111	-	accs	femn	-	ADJF	fixed	в		-	-	-	PREP	-0.18365535456687213	0.1597646363079548	0	0	0.28417888283729553	
очередь	0.4140186309814453	111	inan	accs	femn	-	NOUN	fixed	в		-	-	-	PREP	-0.18365535456687213	0.1597646363079548	0	0	0.28417888283729553	
написано	-0.10765312612056732	111	-	-	neut	-	PRTS	parataxis	писал		-	-	masc	VERB	-0.18365535456687213	-0.24586968620618185	0	0	-0.9630599617958069	
про	-0.42673587799072266	111	-	-	-	-	PREP	case	диарею		inan	accs	femn	NOUN	-0.18365535456687213	-0.42673587799072266	0	0	0.20295394957065582	
диарею	0.20295394957065582	111	inan	accs	femn	-	NOUN	obl	написано		-	-	neut	PRTS	-0.18365535456687213	0.24356641620397568	0	0	-0.10765312612056732	
Нет	0.3672216534614563	111	-	-	-	-	PRED	ROOT	Нет		-	-	-	PRED	0.029957377248340182	0.1860533095896244	0	0	0.8393828868865967	
больше	0.2919161319732666	111	-	-	-	-	COMP	nsubj	Нет		-	-	-	PRED	0.029957377248340182	0.1860533095896244	0	0	0.8393828868865967	
ни	0.12359056621789932	111	-	-	-	-	PRCL	advmod	что		-	-	-	CONJ	0.029957377248340182	0.03862785920500755	0	0	-0.33889976143836975	
на	-0.046334847807884216	111	-	-	-	-	PREP	case	что		-	-	-	CONJ	0.029957377248340182	0.03862785920500755	0	0	-0.33889976143836975	
что	-0.33889976143836975	111	-	-	-	-	CONJ	obl	больше		-	-	-	COMP	0.029957377248340182	-0.33889976143836975	0	0	0.2919161319732666	
по	-0.1448189616203308	111	-	-	-	-	PREP	case	большому		-	datv	masc	ADJF	0.029957377248340182	-0.1448189616203308	0	0	0.08019048720598221	
большому	0.08019048720598221	111	-	datv	masc	-	ADJF	obl	Нет		-	-	-	PRED	0.029957377248340182	0.1860533095896244	0	0	0.8393828868865967	
не	-0.34785494208335876	111	-	-	-	-	PRCL	advmod	жаловался		-	-	masc	VERB	0.029957377248340182	-0.34785494208335876	0	0	0.28460606932640076	
жаловался	0.28460606932640076	111	-	-	masc	-	VERB	ROOT	жаловался		-	-	masc	VERB	0.029957377248340182	-0.34785494208335876	0	0	0.28460606932640076	
В	0.28417888283729553	111	-	-	-	-	PREP	case	случае		inan	loct	masc	NOUN	0.2786563113331795	0.5106417387723923	0	0	0.2170526534318924	
нашем	0.737104594707489	111	-	loct	masc	-	ADJF	det	случае		inan	loct	masc	NOUN	0.2786563113331795	0.5106417387723923	0	0	0.2170526534318924	
случае	0.2170526534318924	111	inan	loct	masc	-	NOUN	nmod	толку		inan	gen2	masc	NOUN	0.2786563113331795	0.1760614663362503	0	0	0.12246999144554138	
толку	0.12246999144554138	111	inan	gen2	masc	-	NOUN	ROOT	толку		inan	gen2	masc	NOUN	0.2786563113331795	0.1760614663362503	0	0	0.12246999144554138	
не	-0.34785494208335876	111	-	-	-	-	PRCL	advmod	толку		inan	gen2	masc	NOUN	0.2786563113331795	0.1760614663362503	0	0	0.12246999144554138	
было	0.6589866876602173	111	-	-	neut	-	VERB	punct	толку		inan	gen2	masc	NOUN	0.2786563113331795	0.1760614663362503	0	0	0.12246999144554138	
Но	-0.23804950714111328	111	-	-	-	-	CONJ	cc	него		-	gent	masc	NPRO	0.016471707158618502	-0.12276496986548106	0	0	0.286256343126297	
у	-0.19833505153656006	111	-	-	-	-	PREP	case	него		-	gent	masc	NPRO	0.016471707158618502	-0.12276496986548106	0	0	0.286256343126297	
него	0.286256343126297	111	-	gent	masc	3per	NPRO	ROOT	него		-	gent	masc	NPRO	0.016471707158618502	-0.12276496986548106	0	0	0.286256343126297	
не	-0.34785494208335876	111	-	-	-	-	PRCL	advmod	РПЖ		-	-	-	-	0.016471707158618502	-0.10418456047773361	0	0		
РПЖ	0.06808964908123016	111	-	-	-	-	-	nsubj	него		-	gent	masc	NPRO	0.016471707158618502	-0.12276496986548106	0	0	0.286256343126297	
а	-0.466221421957016	111	-	-	-	-	CONJ	cc	рак		inan	accs	masc	NOUN	0.016471707158618502	-0.466221421957016	0	0	0.13948582112789154	
рак	0.13948582112789154	111	inan	accs	masc	-	NOUN	conj	РПЖ		-	-	-	-	0.016471707158618502	-0.10418456047773361	0	0		
слепой	0.5961241126060486	111	-	nomn	masc	-	ADJF	amod	кишки		inan	gent	femn	NOUN	0.016471707158618502	0.5961241126060486	0	0	0.30875036120414734	
кишки	0.30875036120414734	111	inan	gent	femn	-	NOUN	ROOT	кишки		inan	gent	femn	NOUN	0.016471707158618502	0.5961241126060486	0	0	0.30875036120414734	
противопоказания	0.17060586810112	112	inan	gent	neut	-	NOUN	ROOT	противопоказания		inan	gent	neut	NOUN	0.0879967851298196	0.3671802133321762	0	0	0.17060586810112	
и	-0.16761508584022522	112	-	-	-	-	CONJ	cc	показания		inan	nomn	neut	NOUN	0.0879967851298196	-0.04248009994626045	0	0	0.515187680721283	
показания	0.515187680721283	112	inan	nomn	neut	-	NOUN	conj	противопоказания		inan	gent	neut	NOUN	0.0879967851298196	0.3671802133321762	0	0	0.17060586810112	
к	-0.23654234409332275	112	-	-	-	-	PREP	case	прививке		inan	datv	femn	NOUN	0.0879967851298196	-0.23654234409332275	0	0	0.08265488594770432	
прививке	0.08265488594770432	112	inan	datv	femn	-	NOUN	nmod	показания		inan	nomn	neut	NOUN	0.0879967851298196	-0.04248009994626045	0	0	0.515187680721283	
при	0.03251374512910843	112	-	-	-	-	PREP	case	онкологии		inan	gent	femn	NOUN	0.0879967851298196	0.03251374512910843	0	0	0.21917274594306946	
онкологии	0.21917274594306946	112	inan	gent	femn	-	NOUN	nmod	противопоказания		inan	gent	neut	NOUN	0.0879967851298196	0.3671802133321762	0	0	0.17060586810112	
У	-0.19833505153656006	113	-	-	-	-	PREP	case	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
моего	0.4405704438686371	113	-	gent	neut	-	ADJF	det	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
знакомого	0.3703983426094055	113	-	gent	masc	-	ADJF	ROOT	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
в	0.28417888283729553	113	-	-	-	-	PREP	case	Москве		inan	loct	femn	NOUN	0.271257845684886	0.28417888283729553	0	0	0.2575100064277649	
Москве	0.19680407643318176	113	inan	loct	femn	-	NOUN	nmod	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
рак	0.13948582112789154	113	inan	accs	masc	-	NOUN	nsubj	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
мочевого	0.5651843547821045	113	-	gent	masc	-	ADJF	amod	пузыря		inan	gent	masc	NOUN	0.271257845684886	0.5651843547821045	0	0	0.37177589535713196	
пузыря	0.37177589535713196	113	inan	gent	masc	-	NOUN	nmod	знакомого		-	gent	masc	ADJF	0.271257845684886	0.19006023705005645	0	0	0.3703983426094055	
В	0.28417888283729553	113	-	-	-	-	PREP	case	ноябре		inan	loct	masc	NOUN	0.038965304692586265	0.28417888283729553	0	0	-0.16139152646064758	
ноябре	-0.16139152646064758	113	inan	loct	masc	-	NOUN	obl	сделали		-	-	-	VERB	0.038965304692586265	-0.09029337763786316	0	0	0.3107864558696747	
сделали	0.3107864558696747	113	-	-	-	-	VERB	ROOT	сделали		-	-	-	VERB	0.038965304692586265	-0.09029337763786316	0	0	0.3107864558696747	
операцию	0.5772640705108643	113	inan	accs	femn	-	NOUN	obj	сделали		-	-	-	VERB	0.038965304692586265	-0.09029337763786316	0	0	0.3107864558696747	
и	-0.16761508584022522	113	-	-	-	-	CONJ	discourse	сделали		-	-	-	VERB	0.038965304692586265	-0.09029337763786316	0	0	0.3107864558696747	
химию	-0.6094309687614441	113	inan	accs	femn	-	NOUN	obj	сделали		-	-	-	VERB	0.038965304692586265	-0.09029337763786316	0	0	0.3107864558696747	
В	0.28417888283729553	113	-	-	-	-	PREP	case	феврале		inan	loct	masc	NOUN	0.16067929140159062	0.28417888283729553	0	0	-0.0845036432147026	
феврале	-0.0845036432147026	113	inan	loct	masc	-	NOUN	obl	предложили		-	-	-	VERB	0.16067929140159062	0.25099348463118076	0	0	-0.11706293374300003	
на	-0.046334847807884216	113	-	-	-	-	PREP	case	работе		inan	loct	femn	NOUN	0.16067929140159062	-0.046334847807884216	0	0	0.7054725885391235	
работе	0.7054725885391235	113	inan	loct	femn	-	NOUN	obl	предложили		-	-	-	VERB	0.16067929140159062	0.25099348463118076	0	0	-0.11706293374300003	
ему	-0.25779834389686584	113	-	datv	masc	3per	NPRO	iobj	предложили		-	-	-	VERB	0.16067929140159062	0.25099348463118076	0	0	-0.11706293374300003	
предложили	-0.11706293374300003	113	-	-	-	-	VERB	ROOT	предложили		-	-	-	VERB	0.16067929140159062	0.25099348463118076	0	0	-0.11706293374300003	
вакцинироваться	0.640803337097168	113	-	-	-	-	INFN	xcomp	предложили		-	-	-	VERB	0.16067929140159062	0.25099348463118076	0	0	-0.11706293374300003	
Врач	-0.6288936138153076	113	anim	nomn	masc	-	NOUN	nsubj	сказал		-	-	masc	VERB	-0.36293128319084644	-0.35859428097804386	0	0	-0.37594228982925415	
сказал	-0.37594228982925415	113	-	-	masc	-	VERB	ROOT	сказал		-	-	masc	VERB	-0.36293128319084644	-0.35859428097804386	0	0	-0.37594228982925415	
что	-0.33889976143836975	113	-	-	-	-	CONJ	obj	сказал		-	-	masc	VERB	-0.36293128319084644	-0.35859428097804386	0	0	-0.37594228982925415	
можно	-0.10798946768045425	113	-	-	-	-	PRED	advmod	сказал		-	-	masc	VERB	-0.36293128319084644	-0.35859428097804386	0	0	-0.37594228982925415	
И	-0.16761508584022522	113	-	-	-	-	CONJ	cc	привился		-	-	masc	VERB	0.0760077213247617	0.06892569363117218	0	0	0.09017177671194077	
он	0.3054664731025696	113	-	nomn	masc	3per	NPRO	nsubj	привился		-	-	masc	VERB	0.0760077213247617	0.06892569363117218	0	0	0.09017177671194077	
привился	0.09017177671194077	113	-	-	masc	-	VERB	ROOT	привился		-	-	masc	VERB	0.0760077213247617	0.06892569363117218	0	0	0.09017177671194077	
Два	0.5036813020706177	113	-	nomn	masc	-	NUMR	nummod:gov	дня		inan	gent	masc	NOUN	0.037580578587949276	0.5036813020706177	0	0	0.49094486236572266	
дня	0.49094486236572266	113	inan	gent	masc	-	NOUN	obl	была		-	-	femn	VERB	0.037580578587949276	0.24481864521900812	0	0	-0.16042183339595795	
была	-0.16042183339595795	113	-	-	femn	-	VERB	ROOT	была		-	-	femn	VERB	0.037580578587949276	0.24481864521900812	0	0	-0.16042183339595795	
только	-0.6188740730285645	113	-	-	-	-	ADVB	advmod	температура		inan	nomn	femn	NOUN	0.037580578587949276	-0.6188740730285645	0	0	0.13692457973957062	
температура	0.13692457973957062	113	inan	nomn	femn	-	NOUN	nsubj	была		-	-	femn	VERB	0.037580578587949276	0.24481864521900812	0	0	-0.16042183339595795	
после	-0.37001657485961914	113	-	-	-	-	PREP	case	прививки		inan	gent	femn	NOUN	0.037580578587949276	-0.07909835129976273	0	0	0.10658649355173111	
второй	0.2118198722600937	113	-	gent	femn	-	ADJF	amod	прививки		inan	gent	femn	NOUN	0.037580578587949276	-0.07909835129976273	0	0	0.10658649355173111	
прививки	0.10658649355173111	113	inan	gent	femn	-	NOUN	obl	была		-	-	femn	VERB	0.037580578587949276	0.24481864521900812	0	0	-0.16042183339595795	
Лечащий	0.1787816286087036	114	-	nomn	masc	-	PRTF	amod	врач		anim	nomn	masc	NOUN	0.08509322721511126	0.1787816286087036	0	0	-0.6288936138153076	
врач	-0.6288936138153076	114	anim	nomn	masc	-	NOUN	nsubj	должен		-	-	masc	ADJS	0.08509322721511126	0.016075337926546734	0	0	0.32481327652931213	
должен	0.32481327652931213	114	-	-	masc	-	ADJS	ROOT	должен		-	-	masc	ADJS	0.08509322721511126	0.016075337926546734	0	0	0.32481327652931213	
решать	0.5351158976554871	114	-	-	-	-	INFN	xcomp	должен		-	-	masc	ADJS	0.08509322721511126	0.016075337926546734	0	0	0.32481327652931213	
когда	0.11845718324184418	114	-	-	-	-	CONJ	advmod	можно		-	-	-	PRED	0.08509322721511126	0.11845718324184418	0	0	-0.10798946768045425	
можно	-0.10798946768045425	114	-	-	-	-	PRED	obl	решать		-	-	-	INFN	0.08509322721511126	-0.10798946768045425	0	0	0.5351158976554871	
когда	0.11845718324184418	114	-	-	-	-	CONJ	advmod	можно		-	-	-	PRED	0.08509322721511126	0.11845718324184418	0	0	-0.10798946768045425	
нельзя	0.14200372993946075	114	-	-	-	-	PRED	punct	должен		-	-	masc	ADJS	0.08509322721511126	0.016075337926546734	0	0	0.32481327652931213	
Вообще	0.3957325220108032	115	-	-	-	-	ADVB	advmod	кажется		-	-	-	VERB	0.15257352124899626	0.14373440388590097	0	0	0.27736011147499084	
мне	-0.29235735535621643	115	-	datv	-	1per	NPRO	iobj	кажется		-	-	-	VERB	0.15257352124899626	0.14373440388590097	0	0	0.27736011147499084	
кажется	0.27736011147499084	115	-	-	-	3per	VERB	ROOT	кажется		-	-	-	VERB	0.15257352124899626	0.14373440388590097	0	0	0.27736011147499084	
очень	0.3778364360332489	115	-	-	-	-	ADVB	advmod	быстро		-	-	-	ADVB	0.15257352124899626	0.3778364360332489	0	0	0.26296335458755493	
быстро	0.26296335458755493	115	-	-	-	-	ADVB	advmod	проводились		-	-	-	VERB	0.15257352124899626	0.44699697693188983	0	0	0.42715486884117126	
проводились	0.42715486884117126	115	-	-	-	-	VERB	csubj	кажется		-	-	-	VERB	0.15257352124899626	0.14373440388590097	0	0	0.27736011147499084	
испытания	0.6197897791862488	115	inan	nomn	neut	-	NOUN	nsubj:pass	проводились		-	-	-	VERB	0.15257352124899626	0.44699697693188983	0	0	0.42715486884117126	
вакцины	0.052804816514253616	115	inan	nomn	femn	-	NOUN	nmod	испытания		inan	nomn	neut	NOUN	0.15257352124899626	0.11051075346767902	мед	вакцина	0.6197897791862488	
Неизвестно	0.16821669042110443	115	-	-	-	-	ADVB	nmod	испытания		inan	nomn	neut	NOUN	0.15257352124899626	0.11051075346767902	0	0	0.6197897791862488	
как	-0.46102669835090637	115	-	-	-	-	CONJ	mark	аукнется		-	-	-	VERB	0.15257352124899626	-0.10158492922782898	0	0	0.45823779702186584	
эта	0.4335385859012604	115	-	nomn	femn	-	ADJF	det	вакцина		inan	nomn	femn	NOUN	0.15257352124899626	0.4335385859012604	0	0	-0.04652699828147888	
вакцина	-0.04652699828147888	115	inan	nomn	femn	-	NOUN	nsubj	аукнется		-	-	-	VERB	0.15257352124899626	-0.10158492922782898	мед	вакцина	0.45823779702186584	
аукнется	0.45823779702186584	115	-	-	-	3per	VERB	parataxis	проводились		-	-	-	VERB	0.15257352124899626	0.44699697693188983	0	0	0.42715486884117126	
на	-0.046334847807884216	115	-	-	-	-	PREP	case	организме		inan	loct	masc	NOUN	0.15257352124899626	-0.046334847807884216	0	0	0.5955047011375427	
организме	0.5955047011375427	115	inan	loct	masc	-	NOUN	obl	аукнется		-	-	-	VERB	0.15257352124899626	-0.10158492922782898	0	0	0.45823779702186584	
через	0.39455902576446533	115	-	-	-	-	PREP	case	время		inan	accs	neut	NOUN	0.15257352124899626	0.21336137255032858	0	0	-0.8150483965873718	
какое	-0.13516616821289062	115	-	accs	neut	-	ADJF	det	время		inan	accs	neut	NOUN	0.15257352124899626	0.21336137255032858	0	0	-0.8150483965873718	
то	0.380691260099411	115	-	-	-	-	CONJ	det	время		inan	accs	neut	NOUN	0.15257352124899626	0.21336137255032858	0	0	-0.8150483965873718	
время	-0.8150483965873718	115	inan	accs	neut	-	NOUN	obl	аукнется		-	-	-	VERB	0.15257352124899626	-0.10158492922782898	0	0	0.45823779702186584	
тем	0.20449940860271454	115	-	-	-	-	CONJ	mark	онкологии		inan	gent	femn	NOUN	0.15257352124899626	0.14488499611616135	0	0	0.21917274594306946	
более	0.19764183461666107	115	-	-	-	-	ADVB	advmod	онкологии		inan	gent	femn	NOUN	0.15257352124899626	0.14488499611616135	0	0	0.21917274594306946	
при	0.03251374512910843	115	-	-	-	-	PREP	case	онкологии		inan	gent	femn	NOUN	0.15257352124899626	0.14488499611616135	0	0	0.21917274594306946	
онкологии	0.21917274594306946	115	inan	gent	femn	-	NOUN	obl	аукнется		-	-	-	VERB	0.15257352124899626	-0.10158492922782898	0	0	0.45823779702186584	
Это	0.08339562267065048	115	-	-	-	-	PRCL	det	моё		-	nomn	neut	ADJF	0.15257352124899626	0.08339562267065048	0	0	0.04440758004784584	
моё	0.04440758004784584	115	-	nomn	neut	-	ADJF	nsubj	кажется		-	-	-	VERB	0.15257352124899626	0.14373440388590097	0	0	0.27736011147499084	
сугубо	0.05872766673564911	115	-	-	-	-	ADVB	advmod	личное		-	nomn	neut	ADJF	0.15257352124899626	0.05872766673564911	0	0	0.043341588228940964	
личное	0.043341588228940964	115	-	nomn	neut	-	ADJF	amod	мнение		inan	nomn	neut	NOUN	0.15257352124899626	0.043341588228940964	0	0	0.3404289186000824	
мнение	0.3404289186000824	115	inan	nomn	neut	-	NOUN	ROOT	мнение		inan	nomn	neut	NOUN	0.15257352124899626	0.043341588228940964	0	0	0.3404289186000824	
Сейчас	-0.3592466115951538	116	-	-	-	-	ADVB	advmod	вакцины		inan	nomn	femn	NOUN	-0.07533480909963448	-0.2481163889169693	0	0	0.052804816514253616	
все	-0.5626760721206665	116	-	-	-	-	PRCL	det	вакцины		inan	nomn	femn	NOUN	-0.07533480909963448	-0.2481163889169693	0	0	0.052804816514253616	
вакцины	0.052804816514253616	116	inan	nomn	femn	-	NOUN	ROOT	вакцины		inan	nomn	femn	NOUN	-0.07533480909963448	-0.2481163889169693	мед	вакцина	0.052804816514253616	
на	-0.046334847807884216	116	-	-	-	-	PREP	case	свете		inan	loct	masc	NOUN	-0.07533480909963448	-0.046334847807884216	0	0	0.17757351696491241	
свете	0.17757351696491241	116	inan	loct	masc	-	NOUN	nmod	вакцины		inan	nomn	femn	NOUN	-0.07533480909963448	-0.2481163889169693	0	0	0.052804816514253616	
недопроверенные	0.28587034344673157	116	-	nomn	-	-	PRTF	ROOT	недопроверенные		-	nomn	-	PRTF	-0.07533480909963448	0.0	0	0	0.28587034344673157	
Давно	0.126451775431633	116	-	-	-	-	ADVB	advmod	известно		-	-	-	PRED	0.14684523021181425	0.2952419842282931	0	0	0.5085617899894714	
было	0.6589866876602173	116	-	-	neut	-	VERB	cop	известно		-	-	-	PRED	0.14684523021181425	0.2952419842282931	0	0	0.5085617899894714	
известно	0.5085617899894714	116	-	-	-	-	PRED	ROOT	известно		-	-	-	PRED	0.14684523021181425	0.2952419842282931	0	0	0.5085617899894714	
что	-0.33889976143836975	116	-	-	-	-	CONJ	mark	могут		-	-	-	VERB	0.14684523021181425	0.09951822583874066	0	0	0.10028748959302902	
по	-0.1448189616203308	116	-	-	-	-	PREP	case	вакцины		inan	nomn	femn	NOUN	0.14684523021181425	0.10070079565048218	0	0	0.052804816514253616	
настоящему	0.19037798047065735	116	-	datv	masc	-	ADJF	amod	допроверенные		-	nomn	-	PRTF	0.14684523021181425	0.19037798047065735	0	0	0.34622055292129517	
допроверенные	0.34622055292129517	116	-	nomn	-	-	PRTF	amod	вакцины		inan	nomn	femn	NOUN	0.14684523021181425	0.10070079565048218	0	0	0.052804816514253616	
вакцины	0.052804816514253616	116	inan	nomn	femn	-	NOUN	nsubj	могут		-	-	-	VERB	0.14684523021181425	0.09951822583874066	мед	вакцина	0.10028748959302902	
могут	0.10028748959302902	116	-	-	-	3per	VERB	csubj	известно		-	-	-	PRED	0.14684523021181425	0.2952419842282931	0	0	0.5085617899894714	
появиться	0.5846496224403381	116	-	-	-	-	INFN	xcomp	могут		-	-	-	VERB	0.14684523021181425	0.09951822583874066	0	0	0.10028748959302902	
не	-0.34785494208335876	116	-	-	-	-	PRCL	advmod	раньше		-	-	-	COMP	0.14684523021181425	0.15307943522930145	0	0	0.23664544522762299	
раньше	0.23664544522762299	116	-	-	-	-	COMP	advmod	появиться		-	-	-	INFN	0.14684523021181425	0.23664544522762299	0	0	0.5846496224403381	
осени	0.6540138125419617	116	inan	gent	femn	-	NOUN	obl	раньше		-	-	-	COMP	0.14684523021181425	0.15307943522930145	0	0	0.23664544522762299	
2021	-0.5573400855064392	116	-	-	-	-	-	amod	года		inan	gent	masc	NOUN	0.14684523021181425	-0.5573400855064392	0	0	0.13259223103523254	
года	0.13259223103523254	116	inan	gent	masc	-	NOUN	nmod	осени		inan	gent	femn	NOUN	0.14684523021181425	0.13259223103523254	0	0	0.6540138125419617	
И	-0.16761508584022522	116	-	-	-	-	CONJ	cc	прививаться		-	-	-	INFN	0.22271665382911177	0.1376445438298914	0	0	0.683285117149353	
выбор	0.34189674258232117	116	inan	nomn	masc	-	NOUN	nsubj:pass	прививаться		-	-	-	INFN	0.22271665382911177	0.1376445438298914	0	0	0.683285117149353	
был	0.31634923815727234	116	-	-	masc	-	VERB	aux	прививаться		-	-	-	INFN	0.22271665382911177	0.1376445438298914	0	0	0.683285117149353	
либо	0.9992004036903381	116	-	-	-	-	CONJ	cc	прививаться		-	-	-	INFN	0.22271665382911177	0.1376445438298914	0	0	0.683285117149353	
