TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER
центре	110	inan	loct	masc	-	NOUN	obl	говорили	VERB	-	-	-	VERB	-0.5167000421478103	0	0
Логинова	110	anim	gent	masc	-	NOUN	nmod	центре	NOUN	inan	loct	masc	NOUN	-0.5167000421478103	0	0
нам	110	-	datv	-	1per	NPRO	iobj	говорили	VERB	-	-	-	VERB	-0.5167000421478103	0	0
говорили	110	-	-	-	-	VERB	ROOT	говорили	VERB	-	-	-	VERB	-0.5167000421478103	0	0
что	110	-	-	-	-	CONJ	mark	эффективная	ADJF	-	nomn	femn	ADJF	-0.5167000421478103	0	0
на	110	-	-	-	-	PREP	case	момент	NOUN	inan	accs	masc	NOUN	-0.5167000421478103	0	0
данный	110	inan	accs	masc	-	ADJF	amod	момент	NOUN	inan	accs	masc	NOUN	-0.5167000421478103	0	0
момент	110	inan	accs	masc	-	NOUN	obl	эффективная	ADJF	-	nomn	femn	ADJF	-0.5167000421478103	0	0
эта	110	-	nomn	femn	-	ADJF	det	химия	NOUN	inan	nomn	femn	NOUN	-0.5167000421478103	0	абраксан, гемцтабин
химия	110	inan	nomn	femn	-	NOUN	nsubj	эффективная	ADJF	-	nomn	femn	ADJF	-0.5167000421478103	0	0
самая	110	-	nomn	femn	-	ADJF	amod	эффективная	ADJF	-	nomn	femn	ADJF	-0.5167000421478103	0	0
эффективная	110	-	nomn	femn	-	ADJF	obl	говорили	VERB	-	-	-	VERB	-0.5167000421478103	0	0
при	110	-	-	-	-	PREP	case	РПЖ	-	-	-	-	-	-0.5167000421478103	0	0
РПЖ	110	-	-	-	-	-	obl	говорили	VERB	-	-	-	VERB	-0.5167000421478103	0	0
И	110	-	-	-	-	CONJ	cc	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
когда	110	-	-	-	-	CONJ	mark	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
мама	110	anim	nomn	femn	-	NOUN	nsubj	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
лежала	110	-	-	femn	-	VERB	advcl	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
на	110	-	-	-	-	PREP	case	биопсии	NOUN	inan	gent	femn	NOUN	-0.505253787535955	0	0
биопсии	110	inan	gent	femn	-	NOUN	obl	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
там	110	-	-	-	-	ADVB	advmod	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
с	110	-	-	-	-	PREP	case	ней	NPRO	-	loct	femn	NPRO	-0.505253787535955	0	0
ней	110	-	loct	femn	3per	NPRO	obl	там	ADVB	-	-	-	ADVB	-0.505253787535955	0	0
соседка	110	anim	nomn	femn	-	NOUN	nsubj	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
по	110	-	-	-	-	PREP	case	палате	NOUN	inan	loct	femn	NOUN	-0.505253787535955	0	0
палате	110	inan	loct	femn	-	NOUN	nmod	соседка	NOUN	anim	nomn	femn	NOUN	-0.505253787535955	0	0
лежала	110	-	-	femn	-	VERB	ROOT	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
с	110	-	-	-	-	PREP	case	диагнозом	NOUN	inan	ablt	masc	NOUN	-0.505253787535955	0	0
тем	110	-	-	-	-	CONJ	discourse	с	PREP	-	-	-	PREP	-0.505253787535955	0	0
же	110	-	-	-	-	PRCL	advmod	тем	CONJ	-	-	-	CONJ	-0.505253787535955	0	0
диагнозом	110	inan	ablt	masc	-	NOUN	obl	лежала	VERB	-	-	femn	VERB	-0.505253787535955	0	0
Она	110	-	nomn	femn	3per	NPRO	nsubj	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	0
на	110	-	-	-	-	PREP	case	химии	NOUN	inan	gent	femn	NOUN	-0.15256996918469667	0	0
этой	110	-	gent	femn	-	ADJF	det	химии	NOUN	inan	gent	femn	NOUN	-0.15256996918469667	0	абраксан, гемцтабин
химии	110	inan	gent	femn	-	NOUN	obl	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	0
и	110	-	-	-	-	CONJ	cc	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	0
прекрасно	110	-	-	-	-	ADVB	advmod	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	0
переносит	110	-	-	-	3per	VERB	ROOT	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	0
ее	110	-	accs	femn	3per	NPRO	obj	переносит	VERB	-	-	-	VERB	-0.15256996918469667	0	абраксан, гемцтабин
Хотя	110	-	-	-	-	CONJ	mark	тоже	PRCL	-	-	-	PRCL	-1.027663090848364	0	0
тоже	110	-	-	-	-	PRCL	ROOT	тоже	PRCL	-	-	-	PRCL	-1.027663090848364	0	0
возрастная	110	-	nomn	femn	-	ADJF	punct	тоже	PRCL	-	-	-	PRCL	-1.027663090848364	0	0
Ещё	110	-	-	-	-	ADVB	ROOT	Ещё	ADVB	-	-	-	ADVB	-0.9290971835842357	0	0
эффективная	110	-	nomn	femn	-	ADJF	amod	схема	NOUN	inan	nomn	femn	NOUN	-0.9290971835842357	0	0
схема	110	inan	nomn	femn	-	NOUN	nsubj	Ещё	ADVB	-	-	-	ADVB	-0.9290971835842357	0	0
Фолфиринокс	110	inan	nomn	masc	-	NOUN	appos	схема	NOUN	inan	nomn	femn	NOUN	-0.9290971835842357	мед	фолфиринокс
но	110	-	-	-	-	CONJ	cc	сказали	VERB	-	-	-	VERB	-0.9290971835842357	0	0
её	110	-	gent	neut	-	ADJF	obj	сказали	VERB	-	-	-	VERB	-0.9290971835842357	мед	фолфиринокс
нам	110	-	datv	-	1per	NPRO	iobj	сказали	VERB	-	-	-	VERB	-0.9290971835842357	0	0
сразу	110	-	-	-	-	ADVB	advmod	сказали	VERB	-	-	-	VERB	-0.9290971835842357	0	0
сказали	110	-	-	-	-	VERB	conj	Ещё	ADVB	-	-	-	ADVB	-0.9290971835842357	0	0
нет	110	-	-	-	-	PRED	ROOT	нет	PRED	-	-	-	PRED	-0.9290971835842357	0	0
Из	110	-	-	-	-	PREP	case	токсичности	NOUN	inan	gent	femn	NOUN	-0.5713272268573443	0	0
за	110	-	-	-	-	PREP	fixed	Из	PREP	-	-	-	PREP	-0.5713272268573443	0	0
токсичности	110	inan	gent	femn	-	NOUN	ROOT	токсичности	NOUN	inan	gent	femn	NOUN	-0.5713272268573443	0	0
И	110	-	-	-	-	CONJ	cc	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
Вам	110	-	datv	-	2per	NPRO	iobj	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
наверное	110	-	-	-	-	CONJ	advmod	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
тоже	110	-	-	-	-	PRCL	advmod	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
так	110	-	-	-	-	CONJ	advmod	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
скажут	110	-	-	-	3per	VERB	ROOT	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
из	110	-	-	-	-	PREP	case	сердца	NOUN	inan	gent	neut	NOUN	-0.9570639961295657	0	0
за	110	-	-	-	-	PREP	case	сердца	NOUN	inan	gent	neut	NOUN	-0.9570639961295657	0	0
сердца	110	inan	gent	neut	-	NOUN	obl	скажут	VERB	-	-	-	VERB	-0.9570639961295657	0	0
Масловы	111	anim	nomn	-	-	NOUN	nsubj	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
18	111	-	-	-	-	-	nummod	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
Март	111	inan	nomn	masc	-	NOUN	flat	18	-	-	-	-	-	-0.6755296655232087	0	0
2021	111	-	-	-	-	-	flat	18	-	-	-	-	-	-0.6755296655232087	0	0
16	111	-	-	-	-	-	nummod	52	-	-	-	-	-	-0.6755296655232087	0	0
52	111	-	-	-	-	-	nummod	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
писал	111	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
А	111	-	-	-	-	CONJ	obl	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
это	111	-	-	-	-	PRCL	nsubj	аннотации	NOUN	inan	nomn	femn	NOUN	-0.6755296655232087	0	0
и	111	-	-	-	-	CONJ	advmod	аннотации	NOUN	inan	nomn	femn	NOUN	-0.6755296655232087	0	0
в	111	-	-	-	-	PREP	case	аннотации	NOUN	inan	nomn	femn	NOUN	-0.6755296655232087	0	0
аннотации	111	inan	nomn	femn	-	NOUN	obl	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
к	111	-	-	-	-	PREP	case	иринотекану	NOUN	inan	datv	masc	NOUN	-0.6755296655232087	0	0
иринотекану	111	inan	datv	masc	-	NOUN	nmod	аннотации	NOUN	inan	nomn	femn	NOUN	-0.6755296655232087	мед	иринотекан
в	111	-	-	-	-	PREP	discourse	написано	PRTS	-	-	neut	PRTS	-0.6755296655232087	0	0
первую	111	-	accs	femn	-	ADJF	fixed	в	PREP	-	-	-	PREP	-0.6755296655232087	0	0
очередь	111	inan	accs	femn	-	NOUN	fixed	в	PREP	-	-	-	PREP	-0.6755296655232087	0	0
написано	111	-	-	neut	-	PRTS	parataxis	писал	VERB	-	-	masc	VERB	-0.6755296655232087	0	0
про	111	-	-	-	-	PREP	case	диарею	NOUN	inan	accs	femn	NOUN	-0.6755296655232087	0	0
диарею	111	inan	accs	femn	-	NOUN	obl	написано	PRTS	-	-	neut	PRTS	-0.6755296655232087	0	0
Нет	111	-	-	-	-	PRED	ROOT	Нет	PRED	-	-	-	PRED	-0.5726240815387832	0	0
больше	111	-	-	-	-	COMP	nsubj	Нет	PRED	-	-	-	PRED	-0.5726240815387832	0	0
ни	111	-	-	-	-	PRCL	advmod	что	CONJ	-	-	-	CONJ	-0.5726240815387832	0	0
на	111	-	-	-	-	PREP	case	что	CONJ	-	-	-	CONJ	-0.5726240815387832	0	0
что	111	-	-	-	-	CONJ	obl	больше	COMP	-	-	-	COMP	-0.5726240815387832	0	0
по	111	-	-	-	-	PREP	case	большому	ADJF	-	datv	masc	ADJF	-0.5726240815387832	0	0
большому	111	-	datv	masc	-	ADJF	obl	Нет	PRED	-	-	-	PRED	-0.5726240815387832	0	0
не	111	-	-	-	-	PRCL	advmod	жаловался	VERB	-	-	masc	VERB	-0.5726240815387832	0	0
жаловался	111	-	-	masc	-	VERB	ROOT	жаловался	VERB	-	-	masc	VERB	-0.5726240815387832	0	0
В	111	-	-	-	-	PREP	case	случае	NOUN	inan	loct	masc	NOUN	-1.0714408811181784	0	0
нашем	111	-	loct	masc	-	ADJF	det	случае	NOUN	inan	loct	masc	NOUN	-1.0714408811181784	0	0
случае	111	inan	loct	masc	-	NOUN	nmod	толку	NOUN	inan	gen2	masc	NOUN	-1.0714408811181784	0	0
толку	111	inan	gen2	masc	-	NOUN	ROOT	толку	NOUN	inan	gen2	masc	NOUN	-1.0714408811181784	0	0
не	111	-	-	-	-	PRCL	advmod	толку	NOUN	inan	gen2	masc	NOUN	-1.0714408811181784	0	0
было	111	-	-	neut	-	VERB	punct	толку	NOUN	inan	gen2	masc	NOUN	-1.0714408811181784	0	0
Но	111	-	-	-	-	CONJ	cc	него	NPRO	-	gent	masc	NPRO	-0.9413211242192321	0	0
у	111	-	-	-	-	PREP	case	него	NPRO	-	gent	masc	NPRO	-0.9413211242192321	0	0
него	111	-	gent	masc	3per	NPRO	ROOT	него	NPRO	-	gent	masc	NPRO	-0.9413211242192321	0	0
не	111	-	-	-	-	PRCL	advmod	РПЖ	-	-	-	-	-	-0.9413211242192321	0	0
РПЖ	111	-	-	-	-	-	nsubj	него	NPRO	-	gent	masc	NPRO	-0.9413211242192321	0	0
а	111	-	-	-	-	CONJ	cc	рак	NOUN	inan	accs	masc	NOUN	-0.9413211242192321	0	0
рак	111	inan	accs	masc	-	NOUN	conj	РПЖ	-	-	-	-	-	-0.9413211242192321	0	0
слепой	111	-	nomn	masc	-	ADJF	amod	кишки	NOUN	inan	gent	femn	NOUN	-0.9413211242192321	0	0
кишки	111	inan	gent	femn	-	NOUN	ROOT	кишки	NOUN	inan	gent	femn	NOUN	-0.9413211242192321	0	0
противопоказания	112	inan	gent	neut	-	NOUN	ROOT	противопоказания	NOUN	inan	gent	neut	NOUN	-0.3407377904014928	0	0
и	112	-	-	-	-	CONJ	cc	показания	NOUN	inan	nomn	neut	NOUN	-0.3407377904014928	0	0
показания	112	inan	nomn	neut	-	NOUN	conj	противопоказания	NOUN	inan	gent	neut	NOUN	-0.3407377904014928	0	0
к	112	-	-	-	-	PREP	case	прививке	NOUN	inan	datv	femn	NOUN	-0.3407377904014928	0	0
прививке	112	inan	datv	femn	-	NOUN	nmod	показания	NOUN	inan	nomn	neut	NOUN	-0.3407377904014928	0	0
при	112	-	-	-	-	PREP	case	онкологии	NOUN	inan	gent	femn	NOUN	-0.3407377904014928	0	0
онкологии	112	inan	gent	femn	-	NOUN	nmod	противопоказания	NOUN	inan	gent	neut	NOUN	-0.3407377904014928	0	0
У	113	-	-	-	-	PREP	case	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
моего	113	-	gent	neut	-	ADJF	det	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
знакомого	113	-	gent	masc	-	ADJF	ROOT	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
в	113	-	-	-	-	PREP	case	Москве	NOUN	inan	loct	femn	NOUN	-0.48275140952318907	0	0
Москве	113	inan	loct	femn	-	NOUN	nmod	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
рак	113	inan	accs	masc	-	NOUN	nsubj	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
мочевого	113	-	gent	masc	-	ADJF	amod	пузыря	NOUN	inan	gent	masc	NOUN	-0.48275140952318907	0	0
пузыря	113	inan	gent	masc	-	NOUN	nmod	знакомого	ADJF	-	gent	masc	ADJF	-0.48275140952318907	0	0
В	113	-	-	-	-	PREP	case	ноябре	NOUN	inan	loct	masc	NOUN	-0.7887721831599871	0	0
ноябре	113	inan	loct	masc	-	NOUN	obl	сделали	VERB	-	-	-	VERB	-0.7887721831599871	0	0
сделали	113	-	-	-	-	VERB	ROOT	сделали	VERB	-	-	-	VERB	-0.7887721831599871	0	0
операцию	113	inan	accs	femn	-	NOUN	obj	сделали	VERB	-	-	-	VERB	-0.7887721831599871	0	0
и	113	-	-	-	-	CONJ	discourse	сделали	VERB	-	-	-	VERB	-0.7887721831599871	0	0
химию	113	inan	accs	femn	-	NOUN	obj	сделали	VERB	-	-	-	VERB	-0.7887721831599871	0	0
В	113	-	-	-	-	PREP	case	феврале	NOUN	inan	loct	masc	NOUN	-0.023968666126685485	0	0
феврале	113	inan	loct	masc	-	NOUN	obl	предложили	VERB	-	-	-	VERB	-0.023968666126685485	0	0
на	113	-	-	-	-	PREP	case	работе	NOUN	inan	loct	femn	NOUN	-0.023968666126685485	0	0
работе	113	inan	loct	femn	-	NOUN	obl	предложили	VERB	-	-	-	VERB	-0.023968666126685485	0	0
ему	113	-	datv	masc	3per	NPRO	iobj	предложили	VERB	-	-	-	VERB	-0.023968666126685485	0	0
предложили	113	-	-	-	-	VERB	ROOT	предложили	VERB	-	-	-	VERB	-0.023968666126685485	0	0
вакцинироваться	113	-	-	-	-	INFN	xcomp	предложили	VERB	-	-	-	VERB	-0.023968666126685485	0	0
Врач	113	anim	nomn	masc	-	NOUN	nsubj	сказал	VERB	-	-	masc	VERB	-1.393437395337969	0	0
сказал	113	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-1.393437395337969	0	0
что	113	-	-	-	-	CONJ	obj	сказал	VERB	-	-	masc	VERB	-1.393437395337969	0	0
можно	113	-	-	-	-	PRED	advmod	сказал	VERB	-	-	masc	VERB	-1.393437395337969	0	0
И	113	-	-	-	-	CONJ	cc	привился	VERB	-	-	masc	VERB	-0.897581578232348	0	0
он	113	-	nomn	masc	3per	NPRO	nsubj	привился	VERB	-	-	masc	VERB	-0.897581578232348	0	0
привился	113	-	-	masc	-	VERB	ROOT	привился	VERB	-	-	masc	VERB	-0.897581578232348	0	0
Два	113	-	nomn	masc	-	NUMR	nummod:gov	дня	NOUN	inan	gent	masc	NOUN	-0.974473693408072	0	0
дня	113	inan	gent	masc	-	NOUN	obl	была	VERB	-	-	femn	VERB	-0.974473693408072	0	0
была	113	-	-	femn	-	VERB	ROOT	была	VERB	-	-	femn	VERB	-0.974473693408072	0	0
только	113	-	-	-	-	ADVB	advmod	температура	NOUN	inan	nomn	femn	NOUN	-0.974473693408072	0	0
температура	113	inan	nomn	femn	-	NOUN	nsubj	была	VERB	-	-	femn	VERB	-0.974473693408072	0	0
после	113	-	-	-	-	PREP	case	прививки	NOUN	inan	gent	femn	NOUN	-0.974473693408072	0	0
второй	113	-	gent	femn	-	ADJF	amod	прививки	NOUN	inan	gent	femn	NOUN	-0.974473693408072	0	0
прививки	113	inan	gent	femn	-	NOUN	obl	была	VERB	-	-	femn	VERB	-0.974473693408072	0	0
Лечащий	114	-	nomn	masc	-	PRTF	amod	врач	NOUN	anim	nomn	masc	NOUN	-1.0075179405976087	0	0
врач	114	anim	nomn	masc	-	NOUN	nsubj	должен	ADJS	-	-	masc	ADJS	-1.0075179405976087	0	0
должен	114	-	-	masc	-	ADJS	ROOT	должен	ADJS	-	-	masc	ADJS	-1.0075179405976087	0	0
решать	114	-	-	-	-	INFN	xcomp	должен	ADJS	-	-	masc	ADJS	-1.0075179405976087	0	0
когда	114	-	-	-	-	CONJ	advmod	можно	PRED	-	-	-	PRED	-1.0075179405976087	0	0
можно	114	-	-	-	-	PRED	obl	решать	INFN	-	-	-	INFN	-1.0075179405976087	0	0
когда	114	-	-	-	-	CONJ	advmod	можно	PRED	-	-	-	PRED	-1.0075179405976087	0	0
нельзя	114	-	-	-	-	PRED	punct	должен	ADJS	-	-	masc	ADJS	-1.0075179405976087	0	0
Вообще	115	-	-	-	-	ADVB	advmod	кажется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
мне	115	-	datv	-	1per	NPRO	iobj	кажется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
кажется	115	-	-	-	3per	VERB	ROOT	кажется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
очень	115	-	-	-	-	ADVB	advmod	быстро	ADVB	-	-	-	ADVB	-0.6536178199042167	0	0
быстро	115	-	-	-	-	ADVB	advmod	проводились	VERB	-	-	-	VERB	-0.6536178199042167	0	0
проводились	115	-	-	-	-	VERB	csubj	кажется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
испытания	115	inan	nomn	neut	-	NOUN	nsubj:pass	проводились	VERB	-	-	-	VERB	-0.6536178199042167	0	0
вакцины	115	inan	nomn	femn	-	NOUN	nmod	испытания	NOUN	inan	nomn	neut	NOUN	-0.6536178199042167	мед	вакцина
Неизвестно	115	-	-	-	-	ADVB	nmod	испытания	NOUN	inan	nomn	neut	NOUN	-0.6536178199042167	0	0
как	115	-	-	-	-	CONJ	mark	аукнется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
эта	115	-	nomn	femn	-	ADJF	det	вакцина	NOUN	inan	nomn	femn	NOUN	-0.6536178199042167	0	0
вакцина	115	inan	nomn	femn	-	NOUN	nsubj	аукнется	VERB	-	-	-	VERB	-0.6536178199042167	мед	вакцина
аукнется	115	-	-	-	3per	VERB	parataxis	проводились	VERB	-	-	-	VERB	-0.6536178199042167	0	0
на	115	-	-	-	-	PREP	case	организме	NOUN	inan	loct	masc	NOUN	-0.6536178199042167	0	0
организме	115	inan	loct	masc	-	NOUN	obl	аукнется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
через	115	-	-	-	-	PREP	case	время	NOUN	inan	accs	neut	NOUN	-0.6536178199042167	0	0
какое	115	-	accs	neut	-	ADJF	det	время	NOUN	inan	accs	neut	NOUN	-0.6536178199042167	0	0
то	115	-	-	-	-	CONJ	det	время	NOUN	inan	accs	neut	NOUN	-0.6536178199042167	0	0
время	115	inan	accs	neut	-	NOUN	obl	аукнется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
тем	115	-	-	-	-	CONJ	mark	онкологии	NOUN	inan	gent	femn	NOUN	-0.6536178199042167	0	0
более	115	-	-	-	-	ADVB	advmod	онкологии	NOUN	inan	gent	femn	NOUN	-0.6536178199042167	0	0
при	115	-	-	-	-	PREP	case	онкологии	NOUN	inan	gent	femn	NOUN	-0.6536178199042167	0	0
онкологии	115	inan	gent	femn	-	NOUN	obl	аукнется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
Это	115	-	-	-	-	PRCL	det	моё	ADJF	-	nomn	neut	ADJF	-0.6536178199042167	0	0
моё	115	-	nomn	neut	-	ADJF	nsubj	кажется	VERB	-	-	-	VERB	-0.6536178199042167	0	0
сугубо	115	-	-	-	-	ADVB	advmod	личное	ADJF	-	nomn	neut	ADJF	-0.6536178199042167	0	0
личное	115	-	nomn	neut	-	ADJF	amod	мнение	NOUN	inan	nomn	neut	NOUN	-0.6536178199042167	0	0
мнение	115	inan	nomn	neut	-	NOUN	ROOT	мнение	NOUN	inan	nomn	neut	NOUN	-0.6536178199042167	0	0
Сейчас	116	-	-	-	-	ADVB	advmod	вакцины	NOUN	inan	nomn	femn	NOUN	-0.29731767779837054	0	0
все	116	-	-	-	-	PRCL	det	вакцины	NOUN	inan	nomn	femn	NOUN	-0.29731767779837054	0	0
вакцины	116	inan	nomn	femn	-	NOUN	ROOT	вакцины	NOUN	inan	nomn	femn	NOUN	-0.29731767779837054	мед	вакцина
на	116	-	-	-	-	PREP	case	свете	NOUN	inan	loct	masc	NOUN	-0.29731767779837054	0	0
свете	116	inan	loct	masc	-	NOUN	nmod	вакцины	NOUN	inan	nomn	femn	NOUN	-0.29731767779837054	0	0
недопроверенные	116	-	nomn	-	-	PRTF	ROOT	недопроверенные	PRTF	-	nomn	-	PRTF	-0.29731767779837054	0	0
Давно	116	-	-	-	-	ADVB	advmod	известно	PRED	-	-	-	PRED	-0.5924835960070293	0	0
было	116	-	-	neut	-	VERB	cop	известно	PRED	-	-	-	PRED	-0.5924835960070293	0	0
известно	116	-	-	-	-	PRED	ROOT	известно	PRED	-	-	-	PRED	-0.5924835960070293	0	0
что	116	-	-	-	-	CONJ	mark	могут	VERB	-	-	-	VERB	-0.5924835960070293	0	0
по	116	-	-	-	-	PREP	case	вакцины	NOUN	inan	nomn	femn	NOUN	-0.5924835960070293	0	0
настоящему	116	-	datv	masc	-	ADJF	amod	допроверенные	PRTF	-	nomn	-	PRTF	-0.5924835960070293	0	0
допроверенные	116	-	nomn	-	-	PRTF	amod	вакцины	NOUN	inan	nomn	femn	NOUN	-0.5924835960070293	0	0
вакцины	116	inan	nomn	femn	-	NOUN	nsubj	могут	VERB	-	-	-	VERB	-0.5924835960070293	мед	вакцина
могут	116	-	-	-	3per	VERB	csubj	известно	PRED	-	-	-	PRED	-0.5924835960070293	0	0
появиться	116	-	-	-	-	INFN	xcomp	могут	VERB	-	-	-	VERB	-0.5924835960070293	0	0
не	116	-	-	-	-	PRCL	advmod	раньше	COMP	-	-	-	COMP	-0.5924835960070293	0	0
раньше	116	-	-	-	-	COMP	advmod	появиться	INFN	-	-	-	INFN	-0.5924835960070293	0	0
осени	116	inan	gent	femn	-	NOUN	obl	раньше	COMP	-	-	-	COMP	-0.5924835960070293	0	0
2021	116	-	-	-	-	-	amod	года	NOUN	inan	gent	masc	NOUN	-0.5924835960070293	0	0
года	116	inan	gent	masc	-	NOUN	nmod	осени	NOUN	inan	gent	femn	NOUN	-0.5924835960070293	0	0
И	116	-	-	-	-	CONJ	cc	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
выбор	116	inan	nomn	masc	-	NOUN	nsubj:pass	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
был	116	-	-	masc	-	VERB	aux	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
либо	116	-	-	-	-	CONJ	cc	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
не	116	-	-	-	-	PRCL	advmod	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
прививаться	116	-	-	-	-	INFN	ROOT	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
ничем	116	-	ablt	neut	-	NPRO	obl	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
раньше	116	-	-	-	-	COMP	advmod	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
конца	116	inan	gent	masc	-	NOUN	obl	раньше	COMP	-	-	-	COMP	-0.7629403299925959	0	0
2021	116	-	-	-	-	-	amod	года	NOUN	inan	gent	masc	NOUN	-0.7629403299925959	0	0
года	116	inan	gent	masc	-	NOUN	nmod	конца	NOUN	inan	gent	masc	NOUN	-0.7629403299925959	0	0
либо	116	-	-	-	-	CONJ	cc	начинать	INFN	-	-	-	INFN	-0.7629403299925959	0	0
начинать	116	-	-	-	-	INFN	conj	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
прививаться	116	-	-	-	-	INFN	xcomp	начинать	INFN	-	-	-	INFN	-0.7629403299925959	0	0
тем	116	-	-	-	-	CONJ	obl	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
что	116	-	-	-	-	CONJ	fixed	тем	CONJ	-	-	-	CONJ	-0.7629403299925959	0	0
есть	116	-	-	-	-	INFN	punct	прививаться	INFN	-	-	-	INFN	-0.7629403299925959	0	0
В	116	-	-	-	-	PREP	case	случае	NOUN	inan	loct	masc	NOUN	-0.7273650579870894	0	0
любом	116	-	loct	masc	-	ADJF	det	случае	NOUN	inan	loct	masc	NOUN	-0.7273650579870894	0	0
случае	116	inan	loct	masc	-	NOUN	obl	должен	ADJS	-	-	masc	ADJS	-0.7273650579870894	0	0
врач	116	anim	nomn	masc	-	NOUN	nsubj	должен	ADJS	-	-	masc	ADJS	-0.7273650579870894	0	0
должен	116	-	-	masc	-	ADJS	ROOT	должен	ADJS	-	-	masc	ADJS	-0.7273650579870894	0	0
решать	116	-	-	-	-	INFN	xcomp	должен	ADJS	-	-	masc	ADJS	-0.7273650579870894	0	0
можно	116	-	-	-	-	PRED	advmod	решать	INFN	-	-	-	INFN	-0.7273650579870894	0	0
ли	116	-	-	-	-	CONJ	advmod	можно	PRED	-	-	-	PRED	-0.7273650579870894	0	0
данному	116	-	datv	masc	-	PRTF	amod	человеку	NOUN	anim	datv	masc	NOUN	-0.7273650579870894	0	0
человеку	116	anim	datv	masc	-	NOUN	iobj	можно	PRED	-	-	-	PRED	-0.7273650579870894	0	0
прививаться	116	-	-	-	-	INFN	xcomp	решать	INFN	-	-	-	INFN	-0.7273650579870894	0	0
и	116	-	-	-	-	CONJ	ROOT	и	CONJ	-	-	-	CONJ	-0.7273650579870894	0	0
чем	116	-	-	-	-	CONJ	punct	и	CONJ	-	-	-	CONJ	-0.7273650579870894	0	0
вот	117	-	-	-	-	PRCL	advmod	раньше	COMP	-	-	-	COMP	-1.070603758096695	0	0
раньше	117	-	-	-	-	COMP	ROOT	раньше	COMP	-	-	-	COMP	-1.070603758096695	0	0
до	117	-	-	-	-	PREP	case	ковида	NOUN	inan	gent	masc	NOUN	-0.7987858466804028	0	0
ковида	117	inan	gent	masc	-	NOUN	ROOT	ковида	NOUN	inan	gent	masc	NOUN	-0.7987858466804028	0	0
были	117	-	-	-	-	VERB	ROOT	были	VERB	-	-	-	VERB	-0.46538724773563445	0	0
